Key,English,Simplified_Chinese
UI_GUILDCOMBAT_JOIN_TITLE,Entering Guild Siege Arena,进入公会战场
UI_GUILDCOMBAT_JOIN_MSG,Do you join the Guild Siege?,要加入公会战吗？
UI_NETWORK_ERROR_TITLE,Network Error,网络错误
UI_NETWORK_ERROR_MSG,"A network error happened, please check your connection and login again.",网络错误，请检查您的连接并重新登录。
UI_GUILDCOMBAT_JOINWAR_TITLE,Resurrection Location,复活地点
UI_GUILDCOMBAT_JOINWAR_1_TIP,You have entered the 1st zone.,你已经进入了1号区域。
UI_GUILDCOMBAT_JOINWAR_2_TIP,You have entered the 2nd zone.,你已经进入了2号区域。
UI_GUILDCOMBAT_JOINWAR_3_TIP,You have entered the 3rd zone.,你已经进入了3号区域。
UI_GUILDCOMBAT_JOINWAR_4_TIP,You have entered the 4th zone.,你已经进入了4号区域。
UI_GUILDCOMBAT_JOINWAR_5_TIP,You have entered the 5th zone.,You have entered the 5th zone.
UI_GUILDCOMBAT_JOINWAR_6_TIP,You have entered the 6th zone.,You have entered the 6th zone.
UI_GUILDCOMBAT_JOINWAR_7_TIP,You have entered the 7th zone.,You have entered the 7th zone.
UI_GUILDCOMBAT_JOINWAR_8_TIP,You have entered the 8th zone.,You have entered the 8th zone.
UI_GUILDCOMBAT_JOINWAR_SELECT,Select the zone you wish to enter.,选择你想进入的区域。
UI_GUILDCOMBAT_JOINWAR_MSG,"In %d seconds, you will enter zone %s.",%d秒后，进入%s
UI_GUILDCOMBAT_JOINWAR_RANDOM,Random,随机
UI_CHAT_ADMIN,[Admin] %s,[管理员] %s
UI_GUILDCOMBAT_RATE,Current rank:,当前排名:
UI_GUILDCOMBAT_PERSON_RATE,Individual rank:,个人排名:
UI_TOOLTIP_EXPBOX,#b%s's exp box#nb\nThe time left: %s,#b%s's 经验盒#nb\n剩余时间: %s
UI_GUILDCOMBAT_JOIN_READY,Gain entrance when one of your guild mates dies.,当你的公会成员之一死亡时才能进入。
UI_GUILDCOMBAT_JOIN_READY2,Be ready!,请准备
UI_GUILDCOMBAT_LOG_REALTIME,[%s]%s [%s] has killed [%s]%s [%s] and has gained %d points.,[%s]%s [%s] 已经杀死了 [%s]%s [%s] 并获得了 %d 积分.
UI_GUILDCOMBAT_LOG_MASTER,Guild Master,公会会长
UI_GUILDCOMBAT_LOG_DEFENDER,Defender,防守人员
UI_GUILDCOMBAT_RESULT_TITLE,Guild & Member Ranking,公会&成员排名
UI_GUILDCOMBAT_RESULT_GUILD,Guild Ranking,公会排名
UI_GUILDCOMBAT_RESULT_MEMBER,Member Ranking,成员排名
UI_GUILDCOMBAT_RESULT_RANK,United Rank,总排名
UI_GUILDCOMBAT_RESULT_LOG,Battle Log,对战纪录
UI_GUILDCOMBAT_LOG_GUILD,[%s],[%s]
UI_GUILDCOMBAT_LOG1,Basic Point +2,基本点数 +2
UI_GUILDCOMBAT_LOG2,Guild Master Bonus +1,公会会长的追加点数 +1
UI_GUILDCOMBAT_LOG3,Defender Bonus +1,防守人员的追加点数 +1
UI_GUILDCOMBAT_LOG4,Kill bonus +1,击杀点数 +1
UI_GUILDCOMBAT_LOG5,Resurrecting Bonus +1,复活点数的追加点数 +1
UI_GUILDCOMBAT_LOG6,Killing streak Bonus +%d,连续击杀奖励 +%d
UI_GUILDCOMBAT_LOG_POINT,(%d grade),(%d点)
UI_GUILDCOMBAT_LOG_ATTACK,Attack,攻击力
UI_GUILDBANK_GUILDCOMBAT_CLOAK_TIP,Creating Dragon Cloak (The condition: For the guild which wins the guild war).,制作龙纹披风 (条件: 在公会战中获胜的公会)。
UI_GUILDBANK_GUILDCOMBAT_CREATE_CLOAK,"It takes 10,000 penya to create a Dragon Cloak. Would you like to create it?","制作龙纹披风需要花费10,000金币，你想制造它吗？"
UI_GUILDCOMBAT_RANKING_TITLE,Guild Member Ranking,公会成员排名
UI_GUILDCOMBAT_RANKING_RANK,Rank,排名
UI_GUILDCOMBAT_RANKING_POINT,Grade,积分
UI_WORLD_DEVICEMOTION_TIP,Motion,动作
UI_WORLD_TURBO_TIP,Fuel,燃料
UI_NAVIGATOR_SHIP,Ship,飞船
UI_OPTION_TOON_STYLE,Outline,人物描边
UI_OPTION_RIM_OUTLINE,Rim Outlines,边缘轮廓
UI_APP_WIKI_TIP,Get help from Wiki,从百科中获取帮助
UI_ROSHAMBO_OPEN_CONFIRM,I challenge you to a game of Rock-Paper-Scissors!,"要进行""剪刀─石头─布""游戏吗?"
UI_ROSHAMBO_TITLE,Rock-Paper-Scissors,小游戏(剪刀-石头-布)
UI_ROSHAMBO_VS,VS,VS
UI_ROSHAMBO_SCISSOR,Scissors,剪刀
UI_ROSHAMBO_ROCK,Rock,石头
UI_ROSHAMBO_PAPER,Paper,布
UI_ROSHAMBO_WINNINGCOUNT,%d win(s),%d 胜利次数
UI_ROSHAMBO_DEFEAT,You Lose!,你输了！
UI_ROSHAMBO_WIN_TITLE,You Win!,你赢了！
UI_ROSHAMBO_WIN_END,End,结束
UI_ROSHAMBO_WIN_NEXT,Next,下一步
UI_ROSHAMBO_WIN_MSG,Press END if you want to claim your current prize and stop playing or press NEXT to continue playing for more prizes -,如果您想领取当前奖品并停止比赛，请点击结束。点击继续可以继续比赛以获得更多奖品 ~
UI_ROSHAMBO_WIN_MSG2,Please Note: You will not receive your current prize if you choose to continue playing.,"※ 继续游玩,将无法获得目前的奖赏喔"
UI_ROSHAMBO_WIN_MSG3,"Congratulations, you won %d time(s)! You receive %s x%d.",恭喜，你胜利了%d次！你获得了%s x%d.
UI_EXCHANGE_COUNT_TITLE,Input item quantity,输入物品数量
UI_EXCHANGE_COUNT_MSG,How many?,多少个？
UI_EXCHANGE_COUNT_LABEL,Number:,数量：
UI_TOOLTIP_PET_REAR,[Raised Pet],(召唤兽)
UI_TOOLTIP_PET_PICKUP,[Pick-Up Pet],(捡宠)
UI_PET_GRADE_0,Egg,宠物蛋
UI_PET_GRADE_1,F Tier,F级
UI_PET_GRADE_2,E Tier,E级
UI_PET_GRADE_3,D Tier,D级
UI_PET_GRADE_4,C Tier,C级
UI_PET_GRADE_5,B Tier,B级
UI_PET_GRADE_6,A Tier,A级
UI_PET_GRADE_7,S Tier,S级
UI_PET_EXP_MAX,Exp: 99.99%,经验值：99.99%
UI_PET_EXP,Exp: %.2f%%,经验: %.2f%%
UI_TOOLTIP_ABILITY,Bonus,能力值
UI_PET_HP,Energy: %d / %d,能量: %d / %d
UI_PET_LEVEL,Lv%d,Lv%d
UI_PET_DEAD,(DEAD),(死亡)
UI_PET_REROLL_TIER,Scroll-rerolled tier:,卷轴重随等级:
UI_TARGET_CLEAR,Clear the target,取消目标
UI_OPTION_TAB_UI,Interface,界面
UI_OPTION_AUTO_ATTACK,Auto Attack,自动攻击
UI_OPTION_FIXED_CAMERA,Fixed Camera,固定视角
UI_OPTION_OTHER_DAMAGES,Display all damage,显示所有伤害值
UI_OPTION_HIDE_OTHER_PLAYERS,Hide other Players,隐藏其他玩家
UI_OPTION_TRANSPARENT_CHAT,Transparent chat,透明聊天窗口
UI_OPTION_RIGHT_CLICK_MENU,Right Click Player Menu,右键打开玩家菜单
UI_OPTION_TOP_PLAYER_GAUGES,MP & FP Gauges,MP & FP条
UI_OPTION_TOP_PLAYER_GAUGES_TIP,Enables FP & MP gauges above the player.,启用玩家头上的FP & MP条。
UI_OPTION_SELECT_PETS,Select Pets,Select Pets
UI_FACE_SHOP_TITLE,Plastic Surgery,整形
UI_FACE_SHOP_BASE_FACE,Friendly Face,友善的脸型
UI_FACE_SHOP_NEW_FACE,New Face,新脸型
UI_TOOLTIP_SPELL_RANGE,Spell Range: %d,技能范围: %d
UI_TOOLTIP_COMBO_TYPE,Combo: %s,连击: %s
UI_TOOLTIP_COMBO_STEP,Step,步骤
UI_TOOLTIP_COMBO_CIRCLE,Circle,循环
UI_TOOLTIP_COMBO_FINISH,Finish,完成
UI_TOOLTIP_BASE_DAMAGE,Base Damage: %d ~ %d,基础伤害: %d ~ %d
UI_TOOLTIP_SCALE_ATTACK,Attack Scaling,伤害转换比例
UI_TOOLTIP_SCALE_HEAL,Heal Scaling,治疗量转换比例
UI_TOOLTIP_SCALE_TIME,Time Scaling,持续时间转换比例
UI_TOOLTIP_SCALE_CHARGE,Dec. Charging Time Scaling,Dec. Charging Time Scaling
UI_TOOLTIP_SCALE_PARAM,Scaling,转换比例
UI_TOOLTIP_SCALE_PARAM_PER,per,每
UI_TOOLTIP_SCALE_PARAM_MAX,max,最大值
UI_TOOLTIP_PVP,PVP,PVP
UI_TOOLTIP_PVE,PVE,PVE
UI_TOOLTIP_AROUND,Around,周围
UI_TOOLTIP_BASE_HEAL,Base Heal: %d,基础治疗量：%d
UI_TOOLTIP_BASE_HEAL_MP,Base MP Heal: %d,Base MP Heal: %d
UI_TOOLTIP_BASE_HEAL_FP,Base FP Heal: %d,Base FP Heal: %d
UI_TOOLTIP_BASE_TIME,Base Time: %.2d:%.2d.%.3d,基础持续时间: %.2d:%.2d.%.3d
UI_TOOLTIP_BASE_TIME_PVP,/ %.2d:%.2d (PVP & Giants),/ %.2d:%.2d (PVP&BOSS)
UI_TOOLTIP_PROBABILITY,Probability: %d%%,概率: %d%%
UI_TOOLTIP_PROBABILITY_PVP,/ %d%% (PVP & Giants),/ %d%% (PVP&BOSS)
UI_TOOLTIP_PROBABILITY_FLYBACK,Knockdown Probability: %d%%,Knockdown Probability: %d%%
UI_TOOLTIP_COOLDOWN,Cooldown: %.2d:%.2d,冷却时间: %.2d:%.2d
UI_TOOLTIP_COOLDOWN_PVP,/ %.2d:%.2d (PVP),/ %.2d:%.2d (PVP)
UI_TOOLTIP_COOLDOWN_ONLY_PVP,Cooldown: %.2d:%.2d (PVP),Cooldown: %.2d:%.2d (PVP)
UI_TOOLTIP_COOLDOWN_ONEND,(After Expiry),(After Expiry)
UI_TOOLTIP_CASTING,Casting Time: %.2d:%.2d,施法时间: %.2d:%.2d
UI_TOOLTIP_CHARGING,Charging Time: %.2d:%.2d,Charging Time: %.2d:%.2d
UI_NEWCHAR_FACE,Face,脸型
UI_NEWCHAR_HAIR,Hair,头发
UI_NEWCHAR_HAIR_COLOR,Hair Color,发色
UI_WORLD_ZOOM_LEVEL,%dX Zoom. Press the Scroll Lock Key to toggle.,%dX 缩放。滑动鼠标滚动键切换。
UI_KEYBIND_CHAR_CONTROL,Movement Keys,移动按钮
UI_KEYBIND_MOVE_FORWARD,Move Forward,前进
UI_KEYBIND_MOVE_BACKWARD,Move Backward,后退
UI_KEYBIND_TURN_LEFT,Turn Left,向左转
UI_KEYBIND_TURN_RIGHT,Turn Right,向右转
UI_KEYBIND_JUMP,Jump,跳
UI_KEYBIND_WALK,Toggle Run/Walk,切换跑步/行走模式
UI_KEYBIND_SKILL_COMBO,Action Slot,连续技能栏
UI_KEYBIND_CLEAR_TARGET,Clear Target,取消选中
UI_KEYBIND_TRACE_TARGET,Follow Target,跟随目标
UI_KEYBIND_SELECT_TARGET,Select PVP Target,选择PVP目标
UI_KEYBIND_APPLETS,Windows,窗口
UI_KEYBIND_CAMERA,Camera Control,控制镜头
UI_KEYBIND_CAMERA_LEFT,Rotate Left,向左旋转
UI_KEYBIND_CAMERA_RIGHT,Rotate Right,向右旋转
UI_KEYBIND_CAMERA_UP,Rotate Up,向上旋转
UI_KEYBIND_CAMERA_DOWN,Rotate Down,向下旋转
UI_KEYBIND_ZOOM_IN,Zoom In,放大
UI_KEYBIND_ZOOM_OUT,Zoom Out,缩小
UI_KEYBIND_ZOOM_LEVEL,Toggle Zoom,缩放切换
UI_KEYBIND_TASKBAR,Taskbar Functions,任务栏功能
UI_KEYBIND_TASKBAR_N,Taskbar %d,任务栏 %d
UI_KEYBIND_TASKBAR_SLOT,Taskbar Slot %d,任务栏槽 %d
UI_KEYBIND_TASKBAR2_SLOT,2nd Bar Slot %d,第二条栏 %d
UI_KEYBIND_TASKBAR3_SLOT,3rd Bar Slot %d,第三条栏 %d
UI_KEYBIND_TASKBAR2,Additional Taskbars,额外任务栏
UI_KEYBIND_FULLSCREEN,Toggle Fullscreen,切换全屏
UI_KEYBIND_MAIN_MENU,Main Menu,主菜单
UI_KEYBIND_TOGGLE_UI,Hide/Show UI,隐藏/展示界面
UI_KEYBIND_TOGGLE_SCREENSHOT,Screenshot Mode,截图模式
UI_KEYBIND_GAME,Game Functions,游戏功能
UI_KEYBIND_NONE,Not Bound,未绑定的
UI_KEYBIND_UNBIND,Unbind the key,解绑钥匙
UI_KEYBIND_TITLE,Keys,快捷键
UI_KEYBIND_RESET,Reset,重置
UI_UPGRADECARD_TITLE,Socket Card Upgrade,穿洞卡片升级
UI_UPGRADECARD_REGISTER,Register material card.,登记材料卡。
UI_UPGRADECARD_INFO,Fuse 10 material cards to receive 1 higher-grade card.,将10张材料卡片进行融合以获得1张更高级的卡片
UI_RESHUFFLECARD_TITLE,Weapon Socket Card Reshuffle,Weapon Socket Card Reshuffle
UI_RESHUFFLECARD_REGISTER,Register weapon material card.,Register weapon material card.
UI_RESHUFFLECARD_INFO,Fuse 3 weapon material cards to receive 1 same grade card.,Fuse 3 weapon material cards to receive 1 same grade card.
UI_RESHUFFLECARD_CONFIRM,"If you reshuffle the cards, the cards used as materials disappear.\nDo you want to continue?","If you reshuffle the cards, the cards used as materials disappear.\nDo you want to continue?"
UI_CONVERTSOULLINK_TITLE,Convert soul link,转换为角色绑定
UI_CONVERTSOULLINK_INFO,You can convert the item a soul-linked type.,You can convert the item a soul-linked type.
UI_CONVERTSOULLINK_CONFIRM,The converted item cannot be returned.\nDo you want to continue?,The converted item cannot be returned.\nDo you want to continue?
UI_CONVERTSOULLINK_NOTAVAILABLE,This item cannot be converted.,This item cannot be converted.
UI_GUILD_SCROLLGADD_CONFIRM,The scroll will permanently increase the amount of members you can have in a guild by 5. If you join another guild it will have no effect on the new guild. Do you confirm the use?,此卷轴将永久增加您在公会中5个可拥有的成员数量上限。如果您加入另一个公会，则不会在新公会再次产生影响。确认要使用吗？
UI_GUILD_TOOLTIP_EXP,Exp:,经验值：
UI_GUILD_TOOLTIP_GOLD,Penya:,金币：
UI_GUILD_TOOLTIP_LEVEL,#bNext level %d#nb,#b下一等级 %d#nb
UI_CHANGECHANNEL_TITLE,Change Channel,切换频道
UI_CHANGECHANNEL_MSG,Select channel:,选择频道：
UI_REPORT_TITLE,Report,举报
UI_REPORT_PLAYER_LABEL,Player,玩家
UI_REPORT_REASON_LABEL,Reason,原因
UI_REPORT_MESSAGE_LABEL,Message,信息
UI_REPORT_SEND,Send,发送
UI_REPORT_REASON0,Botting,下注
UI_REPORT_REASON1,Real money transfer,真实货币兑换
UI_REPORT_REASON2,Cheating / hacking,作弊行为/黑客行为
UI_REPORT_REASON3,Bad behavior,异常行为
UI_REPORT_REASON4,Insults,侮辱
UI_REPORT_CONFIRM,Are you sure you want to report %s?\n\nAbuse of this feature may result in your account being banned.,你确定你要上报 %s吗？\n\n滥用此功能可能会导致您的帐户被禁止。
UI_APP_ACHIEVEMENTS_TIP,Displays the Achievements Menu.,显示成就菜单
UI_ACHIEVEMENTS_TITLE,Achievements,成就
UI_ACHIEVEMENTS_GENERAL_TAB,General,General
UI_ACHIEVEMENTS_MONSTERS_TAB,Monsters,怪物
UI_ACHIEVEMENTS_CONSUMABLES_TAB,Consumables,材料
UI_ACHIEVEMENTS_TITLES_TAB,Titles & Badges,称号&徽章
UI_ACHIEVEMENTS_EVENTS_TAB,Events,活动
UI_ACHIEVEMENTS_PLAYTIME_TAB,Play time,游戏时长
UI_ACHIEVEMENTS_CONNECTION_SERIES_TAB,Login Streak,连续登录
UI_ACHIEVEMENTS_TOTAL_CONNECTION_TAB,Login Rewards,总在线数
UI_ACHIEVEMENTS_DESCRIPTION,Description,描述
UI_ACHIEVEMENTS_DESCRIPTION_BINDS,This achievement is bound to your account.,这项成就将绑定你的帐号。
UI_ACHIEVEMENTS_DESCRIPTION_TARGETMONSTERS,Monster(s) to kill: %s.,怪物击杀量: %s.
UI_ACHIEVEMENTS_DESCRIPTION_TARGETITEMS,Item(s) to use: %s.,需要使用的物品: %s。
UI_ACHIEVEMENTS_REWARD,Reward List,奖励一览
UI_ACHIEVEMENTS_REWARD_TITLE,Title: #b%s#nb,称号: #b%s#nb
UI_ACHIEVEMENTS_REWARD_LEVEL,Level %d,Level %d
UI_ACHIEVEMENTS_REWARD_CLAIMED,Claimed,已达成
UI_ACHIEVEMENTS_REWARD_GOLD,Penya:,金币：
UI_ACHIEVEMENTS_REWARD_ITEM,Item(s): %s,物品: %s
UI_ACHIEVEMENTS_REWARD_ATK,Attack rate on target(s): %d%%,对目标攻击力增加: %d%%
UI_ACHIEVEMENTS_PROGRESSION,Progression,进度
UI_ACHIEVEMENTS_CARD_LEVEL,Level %d,等级 %d
UI_ACHIEVEMENTS_CARD_BONUS,Attack +%s%%,攻击力 +%s%%
UI_ACHIEVEMENTS_NOTITLE,No Title,不选择称号
UI_ACHIEVEMENTS_NOTITLE_DESCRIPTION,Do not show any title.,不展示任何称号
UI_ACHIEVEMENTS_PVPTITLE,PVP Title,PVP称号
UI_ACHIEVEMENTS_PVPTITLE_CURRENT,"(Currently ""%s"")","(目前 ""%s"")"
UI_ACHIEVEMENTS_PVPTITLE_DESCRIPTION,Show your current PVP title.,显示您当前的PVP称号
UI_ACHIEVEMENTS_TITLES_SELECT,Select,选择
UI_ACHIEVEMENTS_TITLES_FROM,From,来自
UI_ACHIEVEMENTS_CLAIMBTN,Claim,领取
UI_ACHIEVEMENTS_CLAIMTIP,Receive your rewards!,领取你的奖励！
UI_ACHIEVEMENTS_CLAIMTIP_RAND,Spin the wheel! Will you be lucky today?,转动轮盘!今天是你的幸运日吗?
UI_ACHIEVEMENTS_AVAILABLE,Available,可领取
UI_ACHIEVEMENTS_COMPLETED,This achievement has been completed!,该成就已完成！
UI_TOOLTIP_PARTY_LEVEL,Required Party Level: %d,团队等级要求: %d
UI_TOOLTIP_PARTY_POINTS,Required Points: %d,要求的点数: %d
UI_PARTY_PERMANENT_CONFIRM,Members of your party will no longer be ejected automatically when they are offline. If you create or join another party it will have no effect on the new party. Do you confirm the use?,当你的团队成员离线时，他们将不再会自动退团。如果你创建或加入另一个团队，这将不会影响到新团队。你确定要使用吗？
UI_PARTY_PERMANENT,Permanent Party,永久剧团
UI_SEARCHPARTY_TITLE,Search Party,搜索剧团
UI_SEARCHGUILD_TITLE,Search Guild,搜索公会
UI_GROUPSEARCH,Search,搜索
UI_TOOLTIP_TRANSMUTE,Transmutation:,幻化: 
UI_TOOLTIP_RARITY,Rarity:,品质: 
UI_TOOLTIP_RARITY_NORMAL,Common,普通
UI_TOOLTIP_RARITY_RARE,Uncommon,精良
UI_TOOLTIP_RARITY_STRONG,Rare,稀有
UI_TOOLTIP_RARITY_UNIQUE,Unique,史诗
UI_TOOLTIP_RARITY_VERYRARE,Very Rare,传说
UI_TOOLTIP_RARITY_ULTIMATE,Ultimate,终极
UI_WORLD_CASTING,Casting,施法
UI_WORLD_HARVESTING,Harvesting,收获
UI_WORLD_OPENING,Opening,Opening
UI_WORLD_CHARGING,Charging,Charging
UI_NAVIGATOR_LOCALTIME,Local Time,本地时间
UI_NAVIGATOR_SERVERTIME,Server Time,服务器时间
UI_NAVIGATOR_MADRIGALTIME,Madrigal Time,Madrigal Time
UI_UPGRADESAFE_STOP,Stop,停止
UI_UPGRADESAFE_RESET,Reset,重置
UI_UPGRADESAFE_MATERIAL_NORMAL,Power Dice,精炼骰子
UI_UPGRADESAFE_MATERIAL_ULTIMATE,Sun Stone,Sun Stone
UI_UPGRADESAFE_MATERIAL_ELEMENT,Card,卡片
UI_UPGRADESAFE_COST,#b%s#nb per attempt,#b%s#nb 每一次尝试
UI_UPGRADESAFE_TARGET_PIERCING,Piercing Goal,目标穿洞值
UI_UPGRADESAFE_TARGET,Upgrade Goal,目标精炼值
UI_UPGRADESAFE_CURRENT_PIERCING,~Piercings~,~穿洞精炼~
UI_UPGRADESAFE_CURRENT,~Current Value~,~当前精炼等级~
UI_SEARCHGROUP_MODE_NO,Not findable,不可查找
UI_SEARCHGROUP_MODE_CONFIRM,Leader approval,团长批准
UI_SEARCHGROUP_MODE_FREE,Join freely,自由加入
UI_GROUPSEARCH_REFRESH,Refresh,刷新
UI_GROUPSEARCH_FILTER,Filter:,筛选：
UI_GROUPSEARCH_SORT,Sort:,种类：
UI_GROUPSEARCH_PARTYNAME,Party Name,名称
UI_GROUPSEARCH_GUILDNAME,Guild Name,公会名称
UI_GROUPSEARCH_LEADER,Leader,剧团团长
UI_GROUPSEARCH_MASTER,Master,大师
UI_GROUPSEARCH_LEVEL,Level,Level
UI_GROUPSEARCH_MEMBERS,Members,成员
UI_GROUPSEARCH_BUFFS,Buffs,增益
UI_GROUPSEARCH_LEADERLEVEL,Leader Level,剧团团长等级
UI_GROUPSEARCH_LEADERNAME,Leader Name,剧团团长名称
UI_GROUPSEARCH_MASTERLEVEL,Master Level,大师等级
UI_GROUPSEARCH_MASTERNAME,Master Name,会长名称
UI_GROUPSEARCH_ALL,All,全部
UI_GROUPSEARCH_FRIENDS,Friend Leaders,团长为好友
UI_GROUPSEARCH_STRANGERS,Stranger Leaders,团长为陌生人
UI_GROUPSEARCH_MASTERFRIENDS,Friend Masters,会长为好友
UI_GROUPSEARCH_MASTERSTRANGERS,Stranger Masters,会长为陌生人
UI_GROUPSEARCH_JOIN,Join,加入
UI_GROUPSEARCH_LEADERAPPROVAL,Your request must be approved by the Leader,您的申请必须通过剧团团长的批准
UI_GROUPSEARCH_MASTERAPPROVAL,Your request must be approved by the Master,您的申请必须通过公会会长的批准
UI_PARTY_JOINQUESTION,%s wants to join your party. Do you accept?,%s 想加入你的剧团。是否接受？
UI_GUILD_SEARCHNOTICE,Search Notice,搜索通知
UI_GUILD_SEARCHNOTICE_TIP,Setup the notice in Guild Search.,在公会搜索中设置通知
UI_DAMAGEMETER_RESET,Reset Damage Statistics,重置伤害统计
UI_DAMAGEMETER_TITLE,Damage Stats %d/%d,伤害统计 %d/%d
UI_TOOLTIP_SKILL_NOFLY,Flying: No,飞行中：否
UI_DAMAGEMETER_TOGGLE,Show/hide Damage Statistics,显示/隐藏伤害统计
UI_SHOP_QUICK_SELL,Quick Sell,快速售卖
UI_SHOP_QUICK_SELL_TIP,Quickly sell a category of items.,快速售卖一类商品
UI_SHOP_BUY_BACK,Buy Back,回购
UI_SHOP_BUY_BACK_TIP,Purchase back items that you recently sold by mistake.,回购您最近不小心错误出售的物品
UI_SHOP_QUICK_SELL_CONFIRM,Sell,出售
UI_SHOP_QUICK_SELL_TOTAL,Total:,总计：
UI_SHOP_QUICK_SELL_UNCOMMON,Uncommon & Lower,精良及其以下的
UI_SHOP_QUICK_SELL_RARE,Rare & Lower,稀有及其以下的
UI_SHOP_QUICK_SELL_FOOD,Food,食物
UI_SHOP_QUICK_SELL_POTION,Potion,药水
UI_SHOP_BACK_TITLE,Buy back item,回购物品
UI_SHOP_BACK_CONFIRM,Do you want to purchase back the item for %s penya?,你想以 %s 金币回购该物品吗?
UI_TOOLTIP_BOWRANGE,Bow Range,弓箭射程
UI_TOOLTIP_SKILLUP,Skill Damage,技能伤害
UI_TOOLTIP_SKILLUP_1V1,1v1 Skill Damage,单体攻击技能
UI_TOOLTIP_HEALUP,Healing,治疗
UI_TOOLTIP_SKILLRANGE,Skill Range,技能射程
UI_MAP_MENU,Menu,菜单
UI_MAP_MENU_TIP,Hide/Show the menu,隐藏/显示菜单
UI_TOOLTIP_RESTOREUP,HP Restoration,HP恢复
UI_OPTION_FRAMERATE,FPS,帧率
UI_OPTION_FRAMERATE_TIP,Frames Per Second,每秒帧数
UI_OPTION_FRAMERATE_SYNC,VSync,垂直同步
UI_WORLD_FLY_EQUIP,Fly,飞行
UI_WORLD_FLY_UNEQUIP,Land,降落
UI_WORLD_PARTY,Party x%d,剧团 x%d
UI_WORLD_BUFF,Buff x%d,增益 x%d
UI_QUESTGOAL_MOBILE,Quest,任务
UI_INPUT_NUMBER,Input a number,输入数字
UI_SKILL_CLOSED,Closed,关闭
UI_SKILL_POINT_COST,Point Cost,消耗点数
UI_SKILL_ADD_COMBO,Add to Combo,添加到组合
UI_SKILL_COMBO,Combo Bar,组合技能栏
UI_CASHSHOP_PENYA_ONLY,Penya Only,仅限金币
UI_CASHSHOP_PENYA,Penya,金币
UI_CASHSHOP_PENYA_VIP,Penya (VIP),金币（VIP）
UI_CASHSHOP_BINDS,This item #bcannot be traded or sold#nb.,此物品#b无法交易或出售#nb
UI_CASHSHOP_VIRTUAL,This purchase is #bnot an item#nb.,此次购买 #b不是商品#nb。
UI_TOOLTIP_DST_CRITICAL_RESIST,Critical Resist,暴击抗性
UI_TOOLTIP_DST_PVP_DMG_RATE,PvP Damage Reduction,PVP伤害减免
UI_TOOLTIP_DST_PVE_DMG_RATE,PvE Damage Reduction,PvE伤害减免
UI_TOOLTIP_DST_DEFMAGIC_RATE,Magic Resistance,魔法抵抗
UI_TOOLTIP_DST_PVP_DMG,PvP Damage,PvP伤害
UI_TOOLTIP_DST_PVE_DMG,PvE Damage,PvE伤害
UI_TOOLTIP_DST_ASAL,Asalraalaikum Damage,Asalraalaikum Damage
UI_TOOLTIP_WALL_LIVES,Number of lives: %d,攻击次数: %d
UI_BUFF_REMOVE_TITLE,Cancel Buff,取消增益状态
UI_BUFF_REMOVE_QUESTION,Do you confirm the removal of the Buff #b%s#nb? It is not possible to undo this action.,你是否确定删除增益效果 #b%s#nb? 这一行为不可撤销。
UI_TOOLTIP_REFLEX_HIT,Reflected Damage: %d%% / %d%% (PVP),反射伤害: %d%% / %d%% (PVP)
UI_TOOLTIP_CHANCESTUN_PVP,Stun Probability (PVP),晕眩概率 (PVP)
UI_TOOLTIP_CHANCESTUN_PVE,Stun Probability (PVE),晕眩概率 (PVE)
UI_TOOLTIP_CHANCEPOISON,Poison Probability,中毒概率
UI_TOOLTIP_CHANCESTEALHP,Steal HP Probability,吸血概率
UI_TOOLTIP_CHANCESTEALMP,Steal MP Probability,Steal MP Probability
UI_TOOLTIP_CHANCESTEALFP,Steal FP Probability,Steal FP Probability
UI_TOOLTIP_CHANCEBLEEDING,Bleeding Probability,出血概率
UI_OPTION_PARTY_MEMBERS_HP,Party Members HP,剧团成员血量
UI_TOOLTIP_DOTTICK,DoT Tick: %s Seconds,攻击频率: %s秒
UI_TOOLTIP_MAXHIT,Max Targets: %d,Max Targets: %d
UI_TOOLTIP_MAXHIT_PVP,Max Targets: %d / %d (PVP),Max Targets: %d / %d (PVP)
UI_PRIVATE_SHOP_OK,Shop,商店
UI_PRIVATE_SHOP_OK_TIP,Open a Personal Shop,开设个人商店
UI_PRIVATE_SHOP_VENDOR,Vendor,替身
UI_PRIVATE_SHOP_VENDOR_TIP,Create a Vendor that will sell your items for you,创建一个帮你售卖物品的替身娃娃。
UI_PRIVATE_SHOP_VENDOR_OPEN,Will you create a vendor?,你确定要使用替身商店吗？
UI_PRIVATE_SHOP_VENDOR_SKIN,Vendor Shop Skin:,替身商店皮肤：
UI_TIMEINFO_TITLE,Info,信息
UI_TIMEINFO_SERVER,Current Server,当前服务器
UI_TIMEINFO_TIME,Current Time,当前时间
UI_TIMEINFO_CONNECTION,Connection Time,在线时间
UI_TIMEINFO_SESSION,Session Duration,会话持续时间
UI_CHAT_TITLE,Chat,聊天
UI_CHAT_FILTERS,Filters,过滤
UI_CHAT_VIEW_LANGUAGES,View Languages,查看语言
UI_CHAT_YOUR_LANGUAGE,Your Language,你的语言
UI_INVENTORY_CONVERT_SOULLINK,Convert soul link,转换为角色绑定
UI_INVENTORY_PUTCHAT,Link in Chat,链接物品信息
UI_INVENTORY_LOCK,Mark Favorite,标记收藏
