Key,English,Simplified_Chinese
CLIENT_HELP_INC_000155,When a basic Party’s level reaches 10 it is able to change to an Advanced Party. Simply select the Change button on the Party Menu. Once your Party changes to an Advanced Party you will be able to name your Party. Once you have an Advanced Party you can begin to take advantage of the Skills Tab inside the Party Menu.,当单幕剧团等级达到10级后，可以选择将团转为巡回剧团。你可以在剧团窗口选择并转换。巡回剧团需要命名，而且可以使用团技能。
CLIENT_HELP_INC_000156,Inviting members to a Party,邀请他人加入剧团
CLIENT_HELP_INC_000157,"To invite a player, either hold the ALT key and left click on the player or simply right click on the user. After accessing the Player Menu, simply select ""Invite to join party"".",要邀请玩家，请按住 ALT 键并左键单击该玩家，或者只需右键单击该用户，获得选项菜单后，只需选择“邀请加入剧团”即可。
CLIENT_HELP_INC_000158,Joining an advanced party.,加入一个巡回剧团。
CLIENT_HELP_INC_000159,Select ACCEPT when you are invited to join a party.,当你被邀请加入剧团时，点击确认。
CLIENT_HELP_INC_000160,Party Exp and Skills,剧团经验和技能
CLIENT_HELP_INC_000161,The Advanced Party will get stronger as your Party earns Exp which in turn gives the Party Points. These Party Points are then consumed to use Party Skills. The Party Skills and Points are different according to the level of the Party. Only the Party Leader can use the Party Skills.,团员一起战斗会提供经验给剧团，剧团升级后会获得点数。可以消耗这些剧团团点数来使用技能。剧团的技能和点数根据剧团的等级而有所不同。只有团长才能使用剧团技能。
CLIENT_HELP_INC_000162,Leave a Party,离开剧团
CLIENT_HELP_INC_000163,"To leave a Party, open the Party Menu and click on the LEAVE button. A Party will be disbanded automatically if everyone leaves the Party.",要离开剧团，请打开剧团窗口并单击离开按钮。如果最后一个人也离开了剧团，那么剧团将自动解散。
CLIENT_HELP_INC_000164,Removing a Party member,将团员踢出剧团
CLIENT_HELP_INC_000165,"Only the Leader of the Party can remove a Party member. To do this you need to access the Party Menu, select the targeted Party member, and then finally press the Leave Button.",只有团长才能踢人。为此，您需要访问剧团窗口，选择目标成员，然后最后按下离开按钮。
CLIENT_HELP_INC_000166,Changing Party Leader,团长变更
CLIENT_HELP_INC_000167,"To transfer leadership in an Advanced Party the Leader must choose a Party member and click the Transfer button. In case the Leader leaves the party, then the Party member placed next to Leader becomes the Party Leader.",要在巡回剧团中转移领导权，团长必须选择一名团员并单击转移按钮。如果团长离队，则默认顺位交接。
CLIENT_HELP_INC_000168,,
CLIENT_HELP_INC_000169,,
CLIENT_HELP_INC_000170,Advanced Party Skills,剧团技能
CLIENT_HELP_INC_000171,Only the Advanced Party Leader can use the Advanced Party Skills. The Advanced Party Skills will be acquired as you reach a certain Party Level. Party Points are consumed to use Skills.,只有巡回剧团才可以使用技能，同时，使用技能需要消耗一定剧团点数。
CLIENT_HELP_INC_000172,Call,演员集合
CLIENT_HELP_INC_000173,Informs all Party members of the location of the Party Leader. It does not consume any Party Points.,告诉团员们团长位置的技能。消耗点数：0。
CLIENT_HELP_INC_000174,Blitz,集中表演
CLIENT_HELP_INC_000175,Party Leader orders Party members to attack a target. It does not consume any Party Points.,命令团员攻击指定目标的技能。消耗点数：0。
CLIENT_HELP_INC_000176,Retreat,演出谢幕
CLIENT_HELP_INC_000177,Party Leader orders all Party members to retreat. It does not consume any Party Points.,通知团员撤退。消耗点数：0。
CLIENT_HELP_INC_000179,,
CLIENT_HELP_INC_000180,Precision,全场喝彩
CLIENT_HELP_INC_000181,"Use this ability to gain an almost guaranteed critical hit on your next attack. Available at party level 17, consumes 1 Party Point.",当团长攻击目标时，根据团员数增加团长的暴击几率。团17级解锁，消耗点数：1。
CLIENT_HELP_INC_000182,Linked Attack,合作
CLIENT_HELP_INC_000183,"While the Party Leader is attacking a target, damage increase for all Party members attacking the same target. Available at party level 20, consumes 3 Party Points.",当团长攻击目标时，与团长攻击相同目标的队友会获得伤害加成。团20级解锁，消耗点数：3。
CLIENT_HELP_INC_000184,Lucky Drop,幕间抽奖
CLIENT_HELP_INC_000185,"Increases the chance of Masquerpets dropping unique items. Available at party level 25, consumes 5 Party Points.",增加怪物身上掉落特殊装备的概率。团25级时解锁，消耗点数：5。
CLIENT_HELP_INC_000186,Resting,幕间休息
CLIENT_HELP_INC_000187,"Party members recover 1.5 times faster. It the Party Leader is an Assist, Party members recover 1.8 times faster. Available at party level 30, consumes 2 Party Points.",不在战斗状态的团员坐下休息恢复速度是平时的1.5倍。如果团长是圣职者，则为1.8倍。团30级解锁，消耗点数：2。
CLIENT_HELP_INC_000188,Gift Box,爱的礼物
CLIENT_HELP_INC_000189,"Increases the amount of items dropped by Masquerpets. Available at party level 40, consumes 8 Party Points.",增加特殊物品掉落的数量。队伍等级 40 时可用，消耗 8 队伍技能点。
CLIENT_HELP_INC_000190,Jobs and their Skills,职业和技能
CLIENT_HELP_INC_000191,This section details the various Jobs in Flyff and all of their corresponding skills. The Skill Menu can be pulled up by pressing the K Key.,本节详细介绍了飞飞世界中各种职业及其对应的所有技能。按K键可以打开技能菜单。
CLIENT_HELP_INC_000192,Players will receive Skill Points as they Level up their characters.,升级角色时可以获得技能点。
CLIENT_HELP_INC_000193,These Skill Points can then be assigned to various skills to increase the strength of that particular Skill.,可以将这些技能点分配给各种技能，以增加该特定技能的强度。
CLIENT_HELP_INC_000194,PH1,阶段1
CLIENT_HELP_INC_000195,Vagrants are the basic class everyone in Flyff starts with before they decide on their First Job Change. They use physical attacks and use melee weapons like swords and axes.,初心者是飞飞的初始职业，在15级转职前，所有玩家都是初心者，并且使用近战武器进行攻击。
CLIENT_HELP_INC_000196,Clean Hit,弧月斩
CLIENT_HELP_INC_000197,"A powerful, downward strike. This skill is available at Level 3 and can be used with any Melee Weapon.",对敌人使出全力一击。这个技能在人物达3级时可用且需要装备近战武器。
CLIENT_HELP_INC_000198,Flurry,疾风突刺
CLIENT_HELP_INC_000199,A rapid stabbing attack that follows a Clean Hit in the Action Slot. This skill is available at Level 5 to Players who have at least 3 Skill Points in Clean Hit and can be used with any Melee Weapon.,使用单手进行暴雨疾风般的打击，需放在快速技能栏中弧月斩的后面才能使用。此技能需要弧月斩达到3级且人物等级至少5级，还需要近战武器。
CLIENT_HELP_INC_000200,Over Cutter,摘星斩
CLIENT_HELP_INC_000201,This attack gathers all of the power the vagrant has and unleashes it in a strong upwards finishing blow. Over Cutter completes the combo after Flurry in the Action Slot. This skill is available at Level 10 to Players who have at least 3 Skill Points in Flurry and can be used with any Melee Weapon.,施展全身的力量将敌人击向天空，当然不能保证每次都成功。此技能需放在疾风突刺后面，作为一套连招的结尾。这个技能在人物等级达到10级且疾风突刺等级达到3级时才能使用。
CLIENT_HELP_INC_000202,Mercenary,战士
CLIENT_HELP_INC_000203,"Mercenaries prefer to partake in close range combat. The main characteristics of this particular class involve physical strength, and a strong body that is able to withstand attacks.",战士更喜欢近距离战斗。 这个职业的特征主要是更多的力量和能够承受攻击的强壮身体。
CLIENT_HELP_INC_000204,"Powerful and headstrong, the mercenary has both inner and physical strength. Mercenaries will become either a Blade or a Knight.","Powerful and headstrong, the mercenary has both inner and physical strength. Mercenaries will become either a Blade or a Knight."
CLIENT_HELP_INC_000205,PH2,阶段2
CLIENT_HELP_INC_000206,"Strikes the enemy two times, in rapid succession. This skill is available at Level 15 and can be used with any Axe or Sword.",起始技能，利用身体的反作用力，瞬间连续攻击对方两次。
CLIENT_HELP_INC_000207,PH3,阶段3
CLIENT_HELP_INC_000208,A continuous spinning attack. This skill is available at Level 18 to Players who have at least 4 Skill Points in Slash and can be used with any Axe or Sword.,连续旋转攻击。该技能适用于在 18 级时且逆手回旋拥有至少 4 个技能点的玩家，需要装备剑或斧。
CLIENT_HELP_INC_000209,PH4,阶段4
CLIENT_HELP_INC_000210,"A spinning, finishing move. This skill is available at Level 24 to Players who have at least 6 Skill Points in Keenwheel and can be used with any Axe or Sword.",一个旋转的，收尾动作。该技能适用于在 24 级时且切裂风轮拥有至少 6 个技能点的玩家，可以与任何斧头或剑一起使用。
CLIENT_HELP_INC_000211,Special Hit,怒焰回旋
CLIENT_HELP_INC_000212,A single powerful strike. This skill is available at Level 30 to Players who have at least 8 Skill Points in Blindside and can be used with any Axe or Sword.,单一的强力打击。这个技能在30级时对在毁灭狂气中至少有8个技能点的玩家有效，可用于任何斧头或剑。
CLIENT_HELP_INC_000213,PH5,阶段5
CLIENT_HELP_INC_000214,Drains life from an enemy. This skill is available at Level 20 to Players who have at least 3 Skill Points in Slash and can be used with any Axe or Sword.,Drains life from an enemy. This skill is available at Level 20 to Players who have at least 3 Skill Points in Slash and can be used with any Axe or Sword.
CLIENT_HELP_INC_000215,Reflex Hit,爆裂怒击
CLIENT_HELP_INC_000216,This Skill absorbs one attack and releases it back at an enemy. This skill is available at Level 25 to Players who have at least 8 Skill Points in Bloody Strike and can be used with any Axe or Sword.,This Skill absorbs one attack and releases it back at an enemy. This skill is available at Level 25 to Players who have at least 8 Skill Points in Bloody Strike and can be used with any Axe or Sword.
CLIENT_HELP_INC_000217,Guillotine,气刃冲击
CLIENT_HELP_INC_000218,This attack begins from a short distance and then launches the player at the enemy in a fiery burst. This skill is available at Level 30 to Players who have at least 10 Skill Points in Reflex Hit and can be used with any Axe or Sword.,This attack begins from a short distance and then launches the player at the enemy in a fiery burst. This skill is available at Level 30 to Players who have at least 10 Skill Points in Reflex Hit and can be used with any Axe or Sword.
CLIENT_HELP_INC_000219,Protection,铜墙铁壁
CLIENT_HELP_INC_000220,Increases the defense of a Shield against melee attacks. This skill is available at Level 15 and requires a shield.,Increases the defense of a Shield against melee attacks. This skill is available at Level 15 and requires a shield.
CLIENT_HELP_INC_000221,Pan Barrier,坚壳守护
CLIENT_HELP_INC_000222,Increases the defense of a Shield against ranged attacks. This skill is available at Level 18 to Players who have at least 3 Skill Points in Protection and requires a shield.,增加盾牌对远程攻击的防御。这个技能在18级时在铜墙铁壁中至少有3个技能点的玩家可用，并且需要一个盾牌。
CLIENT_HELP_INC_000223,Sneaker,纠缠天网
CLIENT_HELP_INC_000224,Holds an enemy in place with a net. This skill is available at Level 20 to Players who have at least 10 Skill Points in Pan Barrier and can be used with any Axe or Sword.,用一张网将敌人固定住。这个技能在20级时在坚壳守护中拥有至少10个技能点的玩家可用，需要装备斧头或剑。
CLIENT_HELP_INC_000225,Empower Weapon,战神附体
CLIENT_HELP_INC_000226,This Skill strengthens the elemental damage of a weapon. It is not applied if there is no elemental attack power on the weapon. This skill is available at Level 20 to Players who have at least 5 Skill Points in Protection and can be used with any Axe or Sword.,该技能强化武器的元素伤害。如果武器上没有元素攻击力，则不适用。该技能适用于达到 20 级时且铜墙铁壁至少拥有5个技能点的玩家，需要装备斧头或剑。
CLIENT_HELP_INC_000227,Smite Axe,战斧之光
CLIENT_HELP_INC_000228,Increases the attack level of an Axe and gives additional defense. This skill is available at Level 25 to Players who have at least 4 Skill Points in Empower Weapon and can be used with any Axe.,增加斧头的攻击等级并提供额外的防御。该技能适用于在 25 级时且战神附体至少有 4 个技能点的玩家，需要装备斧头。
CLIENT_HELP_INC_000229,Axe Mastery,斧术领悟
CLIENT_HELP_INC_000230,Increases the attack level of an Axe. This skill is available at Level 30 to Players who have at least 9 Skill Points in Smite Axe and can be used with any Axe.,提升斧头的攻击力。该技能适用于在 30 级时且战斧之光拥有至少 9 点技能点的玩家，需要装备斧头。
CLIENT_HELP_INC_000231,Blazing Sword,光芒圣剑
CLIENT_HELP_INC_000232,Increases the attack level and accuracy of a Sword. This skill is available at Level 25 to Players who have at least 4 Skill Points in Empower Weapon and can be used with any Sword.,增加剑的攻击力和命中率。该技能适用于在 25 级时且战神附体拥有至少4个技能点的玩家，需要装备剑。
CLIENT_HELP_INC_000233,Sword Mastery,剑术领悟
CLIENT_HELP_INC_000234,Increases the attack level of a Sword. This skill is available at Level 30 to Players who have at least 9 Skill Points in Blazing Sword and can be used with any Sword.,增加剑的攻击力。该技能适用于在 30 级时且光芒圣剑拥有至少9个技能点的玩家，需要装备剑。
CLIENT_HELP_INC_000235,Acrobat,弓箭手
CLIENT_HELP_INC_000236,"Acrobats mainly wield long distance weapons such as Bows or Yo-Yos. Using tactics based on speed and accuracy, they are usually able to break anyone willing enough to fight them. Sly and witty, the acrobat is a cunning trickster.",弓箭手主要使用长距离武器，如弓或飞轮。使用基于攻速和命中的战术，他们通常能够打败任何与他们为敌的人。弓箭手狡猾且机智，是一个狡猾的猎手。
CLIENT_HELP_INC_000237,"An Acrobat will use MP for Bow Skills and FP for Yo-Yo skills. For universal skills like Dark Illusion, Acrobats use FP. Acrobats will become either a Jester or a Ranger.",弓箭手在使用弓箭技能时将使用MP，在使用飞轮技能时将使用FP。对于像潜行这样的通用技能时，弓箭手使用FP。弓箭手将转职成为暗杀者或游侠。
CLIENT_HELP_INC_000238,Pulling,牵引
CLIENT_HELP_INC_000239,Pulls a target towards the player. This skill is available at Level 15 to Players and can be used with any Yo-Yo.,将一个目标拉向玩家。该技能在玩家15级时可用，需要装备飞轮。
CLIENT_HELP_INC_000240,Fast Walker,疾行
CLIENT_HELP_INC_000241,Increases the walking speed of the user for a limited time. This skill is available at Level 18 to Players who have at least 3 Skill Points in Pulling and can be used with any Bow or Yo-Yo.,在有限的时间内增加使用者的行走速度。这个技能在18级时牵引中有至少3个技能点的玩家可用，需要装备弓或飞轮。
CLIENT_HELP_INC_000242,Dark Illusion,潜行
CLIENT_HELP_INC_000243,Turn a character invisible for a short time. This skill is available at Level 30 to Players who have at least 6 Skill Points in Fast Walker and can be used with any Bow or Yo-Yo.,在短时间内隐身角色进行隐身。这个技能在30级时对在疾行中拥有至少6个技能点的玩家可用，需要装备弓或飞轮。
CLIENT_HELP_INC_000244,Perfect Block,绝对闪避
CLIENT_HELP_INC_000245,Block rate will be increased. This skill is available at Level 45 to Players who have at least 8 Skill Points in Dark Illusion and can be used with any Bow or Yo-Yo.,格挡率将会增加。 这个技能在45级时对在潜行中拥有至少8个技能点的玩家可用，弓或飞轮都可以使用。
CLIENT_HELP_INC_000246,Slow Step,迟缓术
CLIENT_HELP_INC_000247,You have a chance to decrease the moving speed of enemy. This skill is available at Level 15 and can be used with any Yo-Yo.,你有机会降低敌人的移动速度。该技能在15级时可用，需要装备飞轮。
CLIENT_HELP_INC_000248,Yo-Yo Mastery,轮术领悟
CLIENT_HELP_INC_000249,Increases Yo-Yo damage. This skill is available at Level 20 to Players who have at least 3 Skill Points in Slow Step and can be used with any Yo-Yo.,增加飞轮的伤害。这个技能在20级时对在迟缓术中至少有3个技能点的玩家可用，需要装备飞轮使用。
CLIENT_HELP_INC_000250,Snatch,偷袭
CLIENT_HELP_INC_000251,Steals Penya from the target; can only be used while in Dark Illusion from behind target. This skill is available at Level 35 to Players who have at least 8 Skill Points in Yo-Yo Mastery and can be used with any Yo-Yo.,从目标身上偷取金币；只能在潜行中从目标背后使用。这个技能在35级时，对于在轮术领悟中拥有至少8个技能点的玩家可用，需要装备飞轮使用。
CLIENT_HELP_INC_000252,Deadly Swing,致命之舞
CLIENT_HELP_INC_000253,A critical attack that has a chance to cause the enemy to bleed. This skill is available at Level 50 to Players who have at least 10 Skill Points in Snatch and can be used with any Yo-Yo.,有机会使敌人流血的关键攻击。这个技能在50级时，对在偷袭中拥有至少10个技能点的玩家可用，需要装备飞轮使用。
CLIENT_HELP_INC_000254,Cross Line,十字震荡
CLIENT_HELP_INC_000255,Gather energy into your Yo-Yo in order to strike an enemy with a powerful attack that has the chance to stun your target. This skill is available at Level 30 to Players who have at least 8 Skill Points in Yo-Yo Mastery and can be used with any Yo-Yo. .,将能量聚集到你的飞轮中，以便用强大的攻击力来打击敌人，并有机会使你的目标眩晕。这个技能在30级时，对轮术领悟拥有至少8个技能点的玩家可用，需要装备飞轮使用。
CLIENT_HELP_INC_000256,Counterattack,破招
CLIENT_HELP_INC_000257,Evade the enemy's next attack and strike back with an attack of your own. This skill is available at Level 40 to Players who have at least 10 Skill Points in Cross Line and can be used with any Yo-Yo.,躲避敌人的下一次攻击并以自己的攻击进行反击。这个技能在40级时对在十字震荡中至少有10个技能点的玩家可用，需要装备飞轮使用。
CLIENT_HELP_INC_000258,Junk Arrow,乱箭射击
CLIENT_HELP_INC_000259,This skill shoots four arrows very quickly but with reduced accuracy. This skill is available at Level 15 and can be used with any Bow.,这个技能可以非常快速地射出四支箭，但精度会降低。这个技能在15级的时候可以使用，需要装备弓。
CLIENT_HELP_INC_000260,Bow Mastery,弓术领悟
CLIENT_HELP_INC_000261,Increases Bow damage. This skill is available at Level 20 to Players who have at least 5 Skill Points in Junk Arrow and can be used with any Bow.,增加弓的伤害。这个技能在20级时在乱箭射击中拥有至少5个技能点的玩家可用，需要装备弓。
CLIENT_HELP_INC_000262,Silent Shot,伏击
CLIENT_HELP_INC_000263,Delivers a powerful sneak attack to the target if you are in Dark Illusion. This skill is available at Level 30 to Players who have at least 4 Skill Points in Bow Mastery and can be used with any Bow.,如果你在潜行状态中，会对目标进行一次强大的偷袭。这个技能在30级时在弓术领悟中拥有至少4个技能点的玩家可用，需要装备弓。
CLIENT_HELP_INC_000264,Auto Shot,自动射击
CLIENT_HELP_INC_000265,Attacks four times in succession without missing. Each hit is slightly less damaging than a hit from Junk Arrow. This skill is available at Level 45 to Players who have at least 9 Skill Points in Silent Shot and can be used with any Bow.,连续攻击四次必定命中，每次攻击的伤害都比乱箭射击的攻击略低。这个技能在45级时伏击中拥有至少9个技能点的玩家可用，需要装备弓。
CLIENT_HELP_INC_000266,Aimed Shot,精准射击
CLIENT_HELP_INC_000267,A carefully aimed shot that has a chance to deal double damage to the target. This skill is available at Level 35 to Players who have at least 5 Skill Points in Bow Mastery and can be used with any Bow.,仔细瞄准射击，有机会对目标造成双倍伤害。这个技能在35级时在弓术领悟中拥有至少5个技能点的玩家可用，需要装备弓。
CLIENT_HELP_INC_000268,Arrow Rain,箭雨
CLIENT_HELP_INC_000269,A rain of arrows that will fall on all enemies in a wide circle around your target. This skill is available at Level 50 to Players who have at least 5 Skill Points in Aimed Shot and can be used with any Bow.,一场箭雨将落在你的目标周围一个圈范围内的所有敌人身上。这个技能在50级时在精准射击中拥有至少5个技能点的玩家可用，需要装备弓。
CLIENT_HELP_INC_000270,Assist,圣职者
CLIENT_HELP_INC_000271,"The Assist is the priest or medic of Flyff. The two primary builds for this job are a Full Support healer or a Buff Warrior. Both have the same skills to chose from. Where the Healer will need a partner to level, the Warrior can self-buff and fight alone.",圣职者是飞飞里的牧师或者医生。这个职业的主要两个构造是全面辅助治疗或作为加buff战士。两者都有相同的技能可供选择。当辅助治疗者需要一个伙伴升级时，你可以给自己加buff并独自战斗。
CLIENT_HELP_INC_000272,The Assist may chose from Ringmaster or Billposter when the times comes to progress into a second Job.,在进行第二次转职的时候，圣职者可以选择守护使者或暴力技师。
CLIENT_HELP_INC_000273,Heal,治疗术
CLIENT_HELP_INC_000274,"Primary healing spell, which recovers a portion of the target's HP. This skill is available at Level 15 and can be used with any Stick.",初级治疗法术，可以恢复目标的一部分HP。这个技能在15级时可用，需要装备魔棒。
CLIENT_HELP_INC_000275,Patience,生命之泉
CLIENT_HELP_INC_000276,Increases the target’s maximum HP. This skill is available at Level 18 to Players who have at least 3 Skill Points in Heal and can be used with any Stick.,主动技能。借助魔棒产生的大量圣光向神明祈祷，召唤圣灵附身，使得施法者感觉生命力大幅提升，需要装备魔棒。
CLIENT_HELP_INC_000277,Resurrection,神圣之光
CLIENT_HELP_INC_000278,"Revives a dead Player, but only grants a portion of their HP. This skill is available at Level 20 to Players who have at least 4 Skill Points in Patience and can be used with any Stick.",主动技能。借助魔棒产生的大量圣光向神明祈祷，召唤圣灵将临近死亡之门的目标生命引导回大地，需要装备魔棒。
CLIENT_HELP_INC_000279,Circle Healing,光芒圣歌
CLIENT_HELP_INC_000280,Heals Party Members within a specified range of yourself. This skill is available at Level 25 to Players who have at least 4 Skill Points in Resurrection and can be used with any Stick.,在自己指定的范围内治愈队友。该技能在25级适用于在复活中至少有4个技能点的玩家，需要装备魔棒使用。
CLIENT_HELP_INC_000281,Prevention,神之庇护
CLIENT_HELP_INC_000282,This spell will automatically recover all of your HP if you drop below 10% HP. This skill is available at Level 30 to Players who have at least 4 Skill Points in Circle Healing and can be used with any Stick.,This spell will automatically recover all of your HP if you drop below 10% HP. This skill is available at Level 30 to Players who have at least 4 Skill Points in Circle Healing and can be used with any Stick.
CLIENT_HELP_INC_000283,Quick Step,天马行空
CLIENT_HELP_INC_000284,"Increases the target’s walking speed. The higher the level, the faster the target walks. This skill is available at Level 20 to Players who have at least 3 Skill Points in Heal and can be used with any Stick.",提高目标的移动速度。技能等级越高，目标走得越快。该技能在20级适用于至少有3个治疗技能点的玩家，需要装备魔棒使用。
CLIENT_HELP_INC_000285,Haste,高效术
CLIENT_HELP_INC_000286,Increases the attack speed of a target Player. This skill is available at Level 25 to Players who have at least 3 Skill Points in Quick Step and can be used with any Stick.,提高目标玩家的攻击速度。该技能在25级适用于在快步中至少拥有3个技能点的玩家，需要装备魔棒使用。
CLIENT_HELP_INC_000287,Cat's Reflex,躲避术
CLIENT_HELP_INC_000288,Increases the Evasion rate of a target Player. This skill is available at Level 30 to Players who have at least 4 Skill Points in Haste and can be used with any Stick.,Increases the Evasion rate of a target Player. This skill is available at Level 30 to Players who have at least 4 Skill Points in Haste and can be used with any Stick.
CLIENT_HELP_INC_000289,Cannon Ball,敏捷术
CLIENT_HELP_INC_000290,Increases the DEX of a target Player. This skill is available at Level 35 to Players who have at least 4 Skill Points in Cat's Reflex and can be used with any Stick.,Increases the DEX of a target Player. This skill is available at Level 35 to Players who have at least 4 Skill Points in Cat's Reflex and can be used with any Stick.
CLIENT_HELP_INC_000291,Mental Sign,智力术
CLIENT_HELP_INC_000292,Increases the INT of a target Player. This skill is available at Level 18 to Players who have at least 3 Skill Points in Heal and can be used with any Stick.,Increases the INT of a target Player. This skill is available at Level 18 to Players who have at least 3 Skill Points in Heal and can be used with any Stick.
CLIENT_HELP_INC_000293,Heap Up,强身术
CLIENT_HELP_INC_000294,Increases the STA of a target Player. This skill is available at Level 20 to Players who have at least 4 Skill Points in Mental Sign and can be used with any Stick.,借助魔棒上产生的圣光，暂时提高施法对象的体质，需要装备魔棒。
CLIENT_HELP_INC_000295,Beef Up,力量术
CLIENT_HELP_INC_000296,Increases the STR of a target Player. This skill is available at Level 25 to Players who have at least 4 Skill Points in Heap Up and can be used with any Stick.,借助魔棒上产生的圣光，暂时提高施法对象的力量，需要装备魔棒。
CLIENT_HELP_INC_000297,Accuracy,命中术
CLIENT_HELP_INC_000298,Increases the accuracy of a target player. This skill is available at Level 30 to Players who have at least 4 Skill Points in Beef Up and can be used with any Stick.,Increases the accuracy of a target player. This skill is available at Level 30 to Players who have at least 4 Skill Points in Beef Up and can be used with any Stick.
CLIENT_HELP_INC_000299,Temping Hole,圣光破
CLIENT_HELP_INC_000300,"A powerful, straight punch that strikes the enemy with a concentrated attack. This skill is available at Level 20 to Players who have at least 3 Skill Points in Heal and can be used with any Knuckle.",将微量的圣光之力聚集在拳套并配合自身高速挥拳的冲击之后将所有能量释放于一点，可以对目标敌人造成很大的伤害，需要装备拳套。
CLIENT_HELP_INC_000301,Stone Hand,昏厥术
CLIENT_HELP_INC_000302,Physical attacks gain the chance to stun the target. This skill is available at Level 25 to Players who have at least 4 Skill Points in Temping Hole and can be used with any Knuckle.,Physical attacks gain the chance to stun the target. This skill is available at Level 25 to Players who have at least 4 Skill Points in Temping Hole and can be used with any Knuckle.
CLIENT_HELP_INC_000303,Burst Crack,圣光大地
CLIENT_HELP_INC_000304,Smashes the ground and inflicts damage to enemies within the surrounding area. This skill is available at Level 28 to Players who have at least 4 Skill Points in Stone Hand and can be used with any Knuckle.,将大量的圣光之力聚集在拳套并配合自身挥拳的高速冲击将所有能量释放于地面，随着圣光之力在地面的蔓延，可以对施法者周围的所有敌人造成很大的伤害。该技能适用于 28 级且昏厥术4级的玩家，可以与任何拳套一起使用。
CLIENT_HELP_INC_000305,Power Fist,神光破
CLIENT_HELP_INC_000306,A concentrated powerful strike. This skill is available at Level 35 to Players who have at least 4 Skill Points in Burst Crack and can be used with any Knuckle.,将神灵赐予的圣力集中在拳套上，给予毁天灭地的一击，造成敌人的重创。该技能适用于35级且圣光大地至少4级的玩家，可以与任何拳套一起使用。
CLIENT_HELP_INC_000307,Magician,魔导士
CLIENT_HELP_INC_000308,Magicians control powerful elemental magic with the use of wands or staves. Magicians benefit from high intelligence.,魔导士使用魔杖或法杖施展强力的元素魔法。智力越高，魔导士伤害越高。
CLIENT_HELP_INC_000309,Magicians will be able to advance in their Jobs to become either an Elementor or a Psykeeper.,魔导士可转职为元素使者或精神使者
CLIENT_HELP_INC_000310,Mental Strike,灵波狂想
CLIENT_HELP_INC_000311,Deals non elemental magic damage to the target. Damage dealt varies by the difference of INT between the caster and the target. This skill is available at Level 15 and can be used with any Wand or Staff.,利用人体特有的脑电波影响对方，使施法对象在一定时间内增强无属性精神攻击，伤害取决于玩家的智力。技能需求等级15，装备魔杖或法杖。
CLIENT_HELP_INC_000312,Flame Ball,炽热焰星
CLIENT_HELP_INC_000313,Strikes at the enemy with a ball of flame. This skill is available at Level 18 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,借助魔杖产生的少量火焰因子，通过吸收空气的氧气而产生爆发性的燃烧的火球攻击敌人。该技能适用于在18级时且灵波狂想至少为3级的玩家，可以与任何魔杖或法杖一起使用。
CLIENT_HELP_INC_000314,Flame Geyser,地狱火花
CLIENT_HELP_INC_000315,Inflicts intermediate fire damage to the target with a lasting Damage Over Time effect. This skill is available at Level 25 to Players who have at least 5 Skill Points in Flame Ball and can be used with any Wand or Staff.,对目标造成中度火焰伤害，并具有持续的持续伤害效果。该技能适用于在 25 级时且炽热焰星至少5级的玩家，可以与任何魔杖或法杖一起使用。
CLIENT_HELP_INC_000316,Fire Strike,灼烈幻火
CLIENT_HELP_INC_000317,Damages an enemy with a fire ball. The enemy loses health for a limited time afterwards. This skill is available at Level 30 to Players who have at least 7 Skill Points in Flame Geyser and can be used with any Wand or Staff.,对目标发动巨大的灼热火球，并在短时间内降低生命。该技能适用于在30级时且地狱火花至少7级的玩家，可以与任何魔杖或法杖一起使用。
CLIENT_HELP_INC_000318,Swordwind,螺旋烈风
CLIENT_HELP_INC_000319,A violent wind that attacks a target from a short distance. This skill is available at Level 20 to Players who have at least 5 Skill Points in Mental Strike and can be used with any Wand or Staff.,A violent wind that attacks a target from a short distance. This skill is available at Level 20 to Players who have at least 5 Skill Points in Mental Strike and can be used with any Wand or Staff.
CLIENT_HELP_INC_000320,Strongwind,龙卷飓风
CLIENT_HELP_INC_000321,A tornado of wind that deals damage to the target as well as pushing them back. This skill is available at Level 25 to Players who have at least 5 Skill Points in Swordwind and can be used with any Wand or Staff.,对目标造成伤害并将其击退的龙卷风。该技能适用于在25级时且螺旋烈风至少为5级的玩家，可以与任何魔杖或法杖一起使用。
CLIENT_HELP_INC_000322,Wind Cutter,风之利刃
CLIENT_HELP_INC_000323,A blade of wind that deals damage to the target. This skill is available at Level 30 to Players who have at least 7 Skill Points in Strongwind and can be used with any Wand or Staff.,对目标发动风之利刃将其刺穿。该技能适用于在30级时且龙卷飓风至少在7级的玩家，可以与任何魔杖或法杖一起使用。
CLIENT_HELP_INC_000324,Ice Missile,极地冰柱
CLIENT_HELP_INC_000325,Inflicts basic water damage with a chance of slowing down the target’s movement. This skill is available at Level 20 to Players who have at least 3 Skill Points in Mental Strike and can be used with any Wand or Staff.,借助魔杖的神奇力量，召唤极地冰柱对目标敌人造成巨大伤害并减速。该技能适用于在20级时且灵波狂想至少3级的玩家，可以与任何魔杖或法杖一起使用。
CLIENT_HELP_INC_000326,Waterball,水球凝聚
