Key,English,French
UI_ITEM_TRANSY_PUT,Please input an item which you want to change.,Insérez un objet que vous souhaitez changer.
UI_ITEM_TRANSY_PUT1,Please input an item on the left column.,Insérez un objet dans la colonne de gauche.
UI_CHANGE_NAME_TITLE,Change Name,Changer de nom
UI_CHANGE_NAME_INPUT,Enter your new name,Entrez votre nouveau nom
UI_CHANGE_NAME_PET_TITLE,Change Pet Name,Renommer le familier
UI_CHANGE_NAME_PET_INPUT,Leave empty to reset to the default name,Laissez vide pour rétablir le nom par défaut
UI_CHANGE_NAME_PET_LABEL,Pet Name:,Nom du familier :
UI_NAVIGATOR_MARK,Mark:,Marque :
UI_MAP_MARK_ADD,Add Mark,Marquer la position
UI_MAP_MARK_DELETE,Delete,Supprimer
UI_MAP_MARK_DELETE_ALL,Delete All,Tout supprimer
UI_MAP_MARK_PUT_CHAT,Put it in the chat,Placer dans la discussion
UI_MAP_MARK_CHANGE_NAME,Name Change,Changer de nom
UI_MAP_MARK,Position,Position
UI_MAP_MARK_NAME_TITLE,Position Name Change,Changement du nom de position
UI_MAP_MARK_NAME_INPUT,Please put new name,Nouveau nom
UI_TOOLTIP_EQUIPPED,[ Equipped ],[Équipé]
UI_TOOLTIP_ACTIVESELF,Also Casted on You,Déjà appliqué sur vous
UI_TOOLTIP_ACTIVETARGET,Also Casted on Target,Aussi appliqué sur la cible
UI_TOOLTIP_CHANGEIFHAS,If you have %s,Si vous possédez %s
UI_TOOLTIP_CHANGEIFHAS_TARGET,If the target has %s,Si la cible possède %s
UI_TOOLTIP_GAINSTACKS,%s Stacks Gained: %d,%s Gains de cumul : %d
UI_TOOLTIP_GAINSTACKS_PVP,%s Stacks Gained: %d / %d (PvP),%s Gains de cumul : %d / %d (PvP)
UI_ITEM_LINK_TITLE,Linked Item Info.,Info. Objet lié
UI_BEAUTY_SHOP_COUPON_TITLE,Use Coupon,Utiliser le Coupon
UI_BEAUTY_SHOP_COUPON_MSG,You have a Free Coupon. Do you want to use it now?,Vous avez reçu un coupon gratuit ! Souhaitez-vous l'utiliser maintenant ?
UI_BEAUTY_SHOP_COUPON,Using the Free Coupon.,(utilisation du coupon gratuit)
UI_GUILD_MEMBER_TIP,#b%s#nb\nContribution: %s\nPenya Contribution: %s\nNumber of times surrendered: %d,#b%s#nb\nContribution: %s\nContribution de Penya: %s\nNombre de fois remis: %d
UI_REMOVE_ELEM_TITLE,Apply Attribute,Appliquer l'élément
UI_REMOVE_ELEM_MSG,You can only trade or unequip the item after removing its elemental attributes. Will you remove them?,Vous ne pouvez échanger ou déséquiper cet objet qu'une fois son enchantement supprimé. Voulez-vous le supprimer ?
UI_HOME_LOGIN_ENTER_TIP,Enter Account ID,Entrez l'ID du compte
UI_HOME_PASSWORD_TIP,Enter Password,Entrez mot de passe
UI_CHAT_NORMAL_TIP,Send normal messages.,Parler aux joueurs proches de vous
UI_CHAT_WHISPER_TIP,Send whispering messages.,Envoyer un message privé à un joueur
UI_CHAT_SHOUT_TIP,Send shouting messages.,Envoyer un message à tous les joueurs de la zone
UI_CHAT_PARTY_TIP,Send messages to party members.,Envoyer un message à votre groupe
UI_CHAT_GUILD_TIP,Sending messages to guild members.,Envoyer un message aux membres de la guilde
UI_CHAT_SYSTEM_TIP,Open System Message Window,Afficher les messages du système et les says
UI_CHAT_FILTER_TIP,Filter function which allows you to filter the chatting.,Filtrer les messages à afficher ou masquer
UI_MESSENGER_MEMO_TIP,Able to check received messages when you are disconnected.,Consulter les mémos reçus
UI_GUILD_WAR_DECLARE_TIP,Request a Guild Duel,Déclaration de Guerre
UI_GUILD_WAR_PEACE_TIP,Propose a truce to the senseless violence and fighting.,Proposer une trêve à la violence insensée et aux combats.
UI_GUILDBANK_SUPPORT_TIP,Make a Contribution to your Guild.,Contribuer à la guilde avec des points d'expérience et/ou des Penyas
UI_GUILDBANK_CLOAK_TIP,Create a Guild Cloak with the logo you selected. (Guild Level 4),"Une fois l'emblème de la guilde défini, vous pourrez créer une cape affichant cet emblème (la guilde doit avoir atteint le niveau 4)"
UI_GUILDBANK_LOG_TIP,Open Guild Bank Log window.,Ouvrir l'historique du coffre de guilde.
UI_APP_DEBUG_TIP,Debug Window,Afficher la fenêtre de debug
UI_APP_INFO_PANG_TIP,Summon Info-Pang.,Invoquez Guide-Pang
UI_APP_FAQ_TIP,FAQ,FAQ
UI_APP_TIPS_TIP,Tips,Astuces
UI_APP_HELP_TIP,Help,Aide
UI_APP_GUILD_TIP,Manage your Guild.,Afficher la fenêtre de guilde
UI_APP_PARTY_TIP,Manage your Party.,Afficher la fenêtre de groupe
UI_APP_COUPLE_TIP,Manage your Couple.,Gérer votre couple.
UI_APP_MESSENGER_TIP,Manage your Friends List,Afficher la liste d'amis
UI_APP_ITEMDURATION_TIP,Displays the duration of Cash Shop items.,Afficher la durabilité des objets premiums
UI_APP_CASHSHOP_TIP,Opens the Premium Item Shop.,Ouvrir la boutique Flyff
UI_APP_QUEST_TIP,Shows the Quest Diary.,Afficher le livre des quêtes
UI_APP_PRIVATESHOP_TIP,Allows you to open a Private Shop.,Ouvrir une boutique privée
UI_APP_SKILL_TIP,Displays the Skills Menu.,Affiche le menu Compétences.
UI_APP_INVENTORY_TIP,Opens your inventory.,Afficher l'inventaire
UI_APP_CHARINFO_TIP,Shows detailed information about your character.,Afficher les statistiques du personnage
UI_APP_MOTION_TIP,Use emoticons and motions to express yourself.,Afficher les mouvements et émôticones disponibles
UI_APP_STATUS_TIP,Character Status,Afficher le statut du personnage
UI_APP_CHAT_TIP,Open a chat window.,Afficher la fenêtre de discussion
UI_APP_QUIT_TIP,Exit Program,Quitter le monde de Flyff
UI_APP_SUPPORT_TIP,Open the Customer Support.,Ouvre le Service Client.
UI_APP_PRIVACY_TIP,Open the privacy tab.,Ouvrir l’onglet Confidentialité.
UI_APP_LOGOUT_TIP,Logout,Déconnexion
UI_APP_OPTION_TIP,Option,Options
UI_APP_MAP_TIP,A Map of the World,Une carte de Madrigal
UI_APP_NAVIGATOR_TIP,A mini-map to help you find your way.,Afficher une petite carte des environs facilitant les déplacements
UI_APP_NOTICE_TIP,Notice,Annonce
UI_OPTION_OLD_KEYBOARD_MODE,Basic Keyboard Mode,Mode clavier de base
UI_GUILDCOMBAT_OFFER_TITLE,Apply for Guild Siege,Inscription à la Guerre des Guildes 
UI_GUILDCOMBAT_OFFER_TOTALAPPLICATION,Total Application Fee,Total des offres
UI_GUILDCOMBAT_OFFER_TOTALAPPLICATION_TIP,"Of the total application fees paid by the 10 highest paying Guilds, 35% is paid to the winning Guild.",La guilde victorieuse remporte 35% du total des frais d'inscription des 10 guildes en lice.
UI_GUILDCOMBAT_OFFER_CURRENTAPPLICATION,Current Application Fee,Frais de candidature
UI_GUILDCOMBAT_OFFER_CURRENTAPPLICATION_TIP,Select a blank space and input the application fee,"Faire une offre pour les frais d'inscription, le minimum est de 100 Millions de Penyas"
UI_GUILDCOMBAT_OFFER_PRIZEDETAIL,Prize Details,Récompenses
UI_GUILDCOMBAT_OFFER_PRESENT,1 Win: Dragon Cloak of the Initiate\n2 Wins Straight: Dragon Cloak of the Adept\n3 Wins Straight: Dragon Cloak of the Master\n4 Wins Straight: Dragon Cloak of the Hero,1 victoire: Cape de dragon de l'initié\n2 victoires d'affilée: Cape de dragon de l'adepte\n3 victoires d'affilée: Cape du dragon du maître\n4 victoires d'affilée: Cape du dragon du héros
UI_GUILDCOMBAT_OFFER_CONFIRM,You have paid %d penya. Do you want to pay additional %d penya?,Votre offre actuelle est de %d pénya. L'augmenter de: %d ?
UI_GUILDCOMBAT_OFFER_ACCEPT_TIP,Apply for Guild Siege.,Inscription à la Guerre des Guildes
UI_GUILDCOMBAT_OFFER_PRESENT_TIP,"For prize details, please ask the Guild Manager, Donaris.",Parler avec le Manager des Guerres de Guildes Donaris pour obtenir votre récompense.
UI_GUILDCOMBAT_STATE_TITLE,Present Guild Siege Application Requirements,Etat des inscriptions
UI_GUILDCOMBAT_STATE_TIMELEFT,Time Left,Temps restant
UI_GUILDCOMBAT_STATE_TIMELEFT_TIP,Time left until next Guild Siege,La Guerre des Guildes débutera une fois ce délai écoulé
UI_GUILDCOMBAT_STATE_TOTALBID,Total Bid:,Total des offres
UI_GUILDCOMBAT_STATE_TOTALBID_TIP,"From the combined bids paid by the 10 highest paying Guilds, 35% is paid to the winning Guild.",La guilde victorieuse remporte 35% du total des frais d'inscription des 10 guildes.
UI_GUILDCOMBAT_STATE_BIDRANKING,Bid Ranking,Votre position
UI_GUILDCOMBAT_STATE_BIDRANKING_TIP,Your Guild cannot join a Guild Siege if your Guild Bid is ranked below 10th place. Please try again.,"Si votre guilde n'a pas proposé une des 10 meilleures offres, vous ne pouvez participer à la Guerre des Guildes."
UI_GUILDCOMBAT_STATE_CURRENTMINIMUM,Current Minimum Bid,Votre offre
UI_GUILDCOMBAT_STATE_CURRENTMINIMUM_TIP,Current Guild Bid:,Frais d'inscription actuels engagés par votre guilde
UI_GUILDCOMBAT_STATE_APPLY,Apply,Appliquer
UI_GUILDCOMBAT_STATE_APPLY_TIP,Show Guild Siege Application Menu.,Ouvrir le menu d'inscription à la Guerre des Guildes
UI_GUILDCOMBAT_STATE_REFRESH,Refresh,Rafraîchir
UI_GUILDCOMBAT_STATE_REFRESH_TIP,Review present Guild Siege Application Requirements.,Rafraîchir la liste des inscriptions
UI_GUILDCOMBAT_STATE_LIST_TIP,The 10 Guilds that bid the highest amount of penya can join the Guild Siege.,Seules les 10 guildes ayant engagé les plus hauts frais d'inscription participent à la Guerre des Guildes.
UI_GUILDCOMBAT_CANCEL_TITLE,Guild Siege - Cancel Application,Guerre de Guildes - Annuler l'inscription
UI_GUILDCOMBAT_CANCEL_MSG,Do you want to withdraw from the Guild Siege?,Souhaitez-vous renoncer à la Guerre des Guildes ?
UI_GUILDCOMBAT_SELECT_TITLE,Set Entry List for Guild Siege,Composition de l'équipe
UI_GUILDCOMBAT_SELECT_CONNECTED,Connected Guild Members,Membres de guilde connectés
UI_GUILDCOMBAT_SELECT_ENTRANT,Entrant List,Liste des participants
UI_GUILDCOMBAT_SELECT_RIGHT_TIP,Add a connected Guild Member to the entrant list.,Ajouter un joueur à l'équipe
UI_GUILDCOMBAT_SELECT_LEFT_TIP,Delete a Guild Member from the entrant list.,Retirer un joueur de l'équipe
UI_GUILDCOMBAT_SELECT_UP_TIP,Arrange the selected Guild member to the upper side.,Monter d'un cran dans la liste le joueur sélectionné
UI_GUILDCOMBAT_SELECT_DOWN_TIP,Arrange the selected Guild member to the lower side.,Baisser d'un cran dans la liste le joueur sélectionné
UI_GUILDCOMBAT_SELECT_COMPLETE,Complete,Achevé
UI_GUILDCOMBAT_SELECT_COMPLETE_TIP,Complete the entry list.,Valider la composition de l'équipe
UI_GUILDCOMBAT_SELECT_DEFENDER,Defender,Défenseur
UI_GUILDCOMBAT_SELECT_DEFENDER_TIP,Selecting the defender,Sélection du défenseur
UI_GUILDCOMBAT_SELECT_REMAKE,Remake,Restructurer l'équipe
UI_GUILDCOMBAT_SELECT_REMAKE_TIP,Remake the entry list.,Dissoudre l'équipe et réinscrire les membres
UI_GUILDCOMBAT_SELECT_DEFENDER_TIP2,Opponents will get bonus point when your Guild Defender is killed.,"Si le défenseur meurt au combat, l'adversaire obtiendra un bonus"
UI_GUILDCOMBAT_SELECT_INFO,Register your team. Starting %d members (Maximum %d),Enregistrez votre équipe. Départ de %d membres (%d maximum)
UI_GUILDCOMBAT_SELECT_ENTRANT_TIP,5 selected members will join the Guild Siege first. Please make an entrant list.,Choisissez les participants à la Guerre des Guildes. Les 5 membres sélectionnés entreront en premier dans l'arène.
UI_GUILDCOMBAT_SELECT_REMAKE_MAKEUP,Would like to organize line up for guild siege again?,Souhaitez-vous recomposer l'équipe pour la Guerre des Guildes ?
UI_GUILDCOMBAT_TELE_TITLE,Guild Siege Introduction,Introduction au siège de guilde
UI_GUILDCOMBAT_TELE_MSG,Entrance has started. Would you like to teleport to the Guild Siege arena?,La Guerre des Guildes va commencer !! Êtes-vous prêt à entrer dans l'arène ?
UI_GUILDCOMBAT_JOIN_TITLE,Entering Guild Siege Arena,Entrer dans l'arène de la Guerre des Guildes
UI_GUILDCOMBAT_JOIN_MSG,Do you join the Guild Siege?,Souhaitez-vous entrer dans l'arène ?
UI_NETWORK_ERROR_TITLE,Network Error,Erreur réseau
UI_NETWORK_ERROR_MSG,"A network error happened, please check your connection and login again.","Une erreur réseau s'est produite, veuillez vérifier votre connexion et vous reconnecter."
UI_GUILDCOMBAT_JOINWAR_TITLE,Resurrection Location,Lieu de résurrection
UI_GUILDCOMBAT_JOINWAR_1_TIP,You have entered the 1st zone.,Vous allez entrer dans le premier secteur
UI_GUILDCOMBAT_JOINWAR_2_TIP,You have entered the 2nd zone.,Vous allez entrer dans le second secteur
UI_GUILDCOMBAT_JOINWAR_3_TIP,You have entered the 3rd zone.,Vous allez entrer dans le troisième secteur
UI_GUILDCOMBAT_JOINWAR_4_TIP,You have entered the 4th zone.,Vous allez entrer dans le quatrième secteur
UI_GUILDCOMBAT_JOINWAR_5_TIP,You have entered the 5th zone.,Vous allez entrer dans la 5ᵉ zone.
UI_GUILDCOMBAT_JOINWAR_6_TIP,You have entered the 6th zone.,Vous allez entrer dans la 6ᵉ zone.
UI_GUILDCOMBAT_JOINWAR_7_TIP,You have entered the 7th zone.,Vous allez entrer dans la 7ᵉ zone.
UI_GUILDCOMBAT_JOINWAR_8_TIP,You have entered the 8th zone.,Vous allez entrer dans la 8ᵉ zone.
UI_GUILDCOMBAT_JOINWAR_SELECT,Select the zone you wish to enter.,Sélectionner une zone d'admission
UI_GUILDCOMBAT_JOINWAR_MSG,"In %d seconds, you will enter zone %s.","Après %d, vous entrez en combat %s."
UI_GUILDCOMBAT_JOINWAR_RANDOM,Random,Aléatoire
UI_CHAT_ADMIN,[Admin] %s,[Admin] %s
UI_GUILDCOMBAT_RATE,Current rank:,Classement guildes
UI_GUILDCOMBAT_PERSON_RATE,Individual rank:,Classement joueurs
UI_TOOLTIP_EXPBOX,#b%s's exp box#nb\nThe time left: %s,#bBoîte d'expérience de %s#nb\nTemps restant: %s
UI_GUILDCOMBAT_JOIN_READY,Gain entrance when one of your guild mates dies.,Entrez en combat quand un membre de la guilde est vaincu.
UI_GUILDCOMBAT_JOIN_READY2,Be ready!,Préparez vous !
UI_GUILDCOMBAT_LOG_REALTIME,[%s]%s [%s] has killed [%s]%s [%s] and has gained %d points.,[%s]%s [%s] a tué [%s]%s [%s] et a gagné %d points.
UI_GUILDCOMBAT_LOG_MASTER,Guild Master,Maître de guilde
UI_GUILDCOMBAT_LOG_DEFENDER,Defender,Défenseur
UI_GUILDCOMBAT_RESULT_TITLE,Guild & Member Ranking,Classement des guildes et classement individuel
UI_GUILDCOMBAT_RESULT_GUILD,Guild Ranking,Classement de guilde
UI_GUILDCOMBAT_RESULT_MEMBER,Member Ranking,Classement individuel
UI_GUILDCOMBAT_RESULT_RANK,United Rank,Général
UI_GUILDCOMBAT_RESULT_LOG,Battle Log,Journal de bataille
UI_GUILDCOMBAT_LOG_GUILD,[%s],[%s]
UI_GUILDCOMBAT_LOG1,Basic Point +2,Points par ennemi +2 pts
UI_GUILDCOMBAT_LOG2,Guild Master Bonus +1,Bonus du maître de guilde +1
UI_GUILDCOMBAT_LOG3,Defender Bonus +1,Bonus du défenseur +1
UI_GUILDCOMBAT_LOG4,Kill bonus +1,Bonus ennemi +1
UI_GUILDCOMBAT_LOG5,Resurrecting Bonus +1,Bonus chance de résurrection +1
UI_GUILDCOMBAT_LOG6,Killing streak Bonus +%d,Bonus de série de meurtres +%d
UI_GUILDCOMBAT_LOG_POINT,(%d grade),(%d grade)
UI_GUILDCOMBAT_LOG_ATTACK,Attack,Attaque
UI_GUILDBANK_GUILDCOMBAT_CLOAK_TIP,Creating Dragon Cloak (The condition: For the guild which wins the guild war).,Création de la cape de dragon (condition: pour la guilde qui remporte la guerre de guilde).
UI_GUILDBANK_GUILDCOMBAT_CREATE_CLOAK,"It takes 10,000 penya to create a Dragon Cloak. Would you like to create it?",Il faut 10 000 pénya pour créer une Cape de Dragon. Souhaitez-vous poursuivre ?
UI_GUILDCOMBAT_RANKING_TITLE,Guild Member Ranking,Classement individuel des Guerres de Guildes
UI_GUILDCOMBAT_RANKING_RANK,Rank,Rang
UI_GUILDCOMBAT_RANKING_POINT,Grade,Grade
UI_WORLD_DEVICEMOTION_TIP,Motion,Animation
UI_WORLD_TURBO_TIP,Fuel,Carburant
UI_NAVIGATOR_SHIP,Ship,Navire
UI_OPTION_TOON_STYLE,Outline,Cartoon
UI_OPTION_RIM_OUTLINE,Rim Outlines,Contour Cartoon
UI_APP_WIKI_TIP,Get help from Wiki,Utiliser le Wiki.
UI_ROSHAMBO_OPEN_CONFIRM,I challenge you to a game of Rock-Paper-Scissors!,Souhaitez-vous jouer au Jeu du Flyffoumi ?
UI_ROSHAMBO_TITLE,Rock-Paper-Scissors,Jeu du Flyffoumi
UI_ROSHAMBO_VS,VS,VS
UI_ROSHAMBO_SCISSOR,Scissors,CISEAUX
UI_ROSHAMBO_ROCK,Rock,PIERRE
UI_ROSHAMBO_PAPER,Paper,FEUILLE
UI_ROSHAMBO_WINNINGCOUNT,%d win(s),%d victoire(s)
UI_ROSHAMBO_DEFEAT,You Lose!,Vous avez été vaincu au jeu du Flyffoumi.
UI_ROSHAMBO_WIN_TITLE,You Win!,Victoire !
UI_ROSHAMBO_WIN_END,End,Fin
UI_ROSHAMBO_WIN_NEXT,Next,Suivant
UI_ROSHAMBO_WIN_MSG,Press END if you want to claim your current prize and stop playing or press NEXT to continue playing for more prizes -,"Cliquer sur Fin pour obtenir votre récompense, ou sur Rejouer pour rejouer et tenter d'obtenir la récompense suivante."
UI_ROSHAMBO_WIN_MSG2,Please Note: You will not receive your current prize if you choose to continue playing.,"Faites votre choix judicieusement, vous perdrez votre récompense actuelle si vous cliquez sur le bouton Rejouer."
UI_ROSHAMBO_WIN_MSG3,"Congratulations, you won %d time(s)! You receive %s x%d.","Félicitations, vous avez gagné %d fois d'affilée ! Vous recevez %s x%d en récompense."
UI_EXCHANGE_COUNT_TITLE,Input item quantity,Quantité
UI_EXCHANGE_COUNT_MSG,How many?,Entrez la quantité :
UI_EXCHANGE_COUNT_LABEL,Number:,Quantité :
UI_TOOLTIP_PET_REAR,[Raised Pet],(Familier)
UI_TOOLTIP_PET_PICKUP,[Pick-Up Pet],(Ramasseur)
UI_PET_GRADE_0,Egg,Œuf
UI_PET_GRADE_1,F Tier,Classe F
UI_PET_GRADE_2,E Tier,Classe E
UI_PET_GRADE_3,D Tier,Classe D
UI_PET_GRADE_4,C Tier,Classe C
UI_PET_GRADE_5,B Tier,Classe B
UI_PET_GRADE_6,A Tier,Classe A
UI_PET_GRADE_7,S Tier,Classe S
UI_PET_EXP_MAX,Exp: 99.99%,Exp : 99.99%
UI_PET_EXP,Exp: %.2f%%,Exp : %.2f%%
UI_TOOLTIP_ABILITY,Bonus,Spécial
UI_PET_HP,Energy: %d / %d,Énergie : %d / %d
UI_PET_LEVEL,Lv%d,Lv%d
UI_PET_DEAD,(DEAD),(Mort)
UI_PET_REROLL_TIER,Scroll-rerolled tier:,Niveau réinitialisé du parchemin :
UI_TARGET_CLEAR,Clear the target,Fermer la cible
UI_OPTION_TAB_UI,Interface,Interface
UI_OPTION_AUTO_ATTACK,Auto Attack,Attaques automatiques
UI_OPTION_FIXED_CAMERA,Fixed Camera,Caméra fixe
UI_OPTION_OTHER_DAMAGES,Display all damage,Afficher tous les dégâts
UI_OPTION_HIDE_OTHER_PLAYERS,Hide other Players,Cacher les autres joueurs
UI_OPTION_TRANSPARENT_CHAT,Transparent chat,Chat transparent
UI_OPTION_RIGHT_CLICK_MENU,Right Click Player Menu,Clic droit pour le menu
UI_OPTION_TOP_PLAYER_GAUGES,MP & FP Gauges,Jauges de PM et PF
UI_OPTION_TOP_PLAYER_GAUGES_TIP,Enables FP & MP gauges above the player.,Affiche les barres de PF et PM au-dessus du joueur.
UI_OPTION_SELECT_PETS,Select Pets,Sélection des Familiers
UI_FACE_SHOP_TITLE,Plastic Surgery,Institut de beauté
UI_FACE_SHOP_BASE_FACE,Friendly Face,Classique
UI_FACE_SHOP_NEW_FACE,New Face,Original
UI_TOOLTIP_SPELL_RANGE,Spell Range: %d,Portée du sort : %d
UI_TOOLTIP_COMBO_TYPE,Combo: %s,Combo : %s
UI_TOOLTIP_COMBO_STEP,Step,Commencer
UI_TOOLTIP_COMBO_CIRCLE,Circle,Continuer
UI_TOOLTIP_COMBO_FINISH,Finish,Terminer
UI_TOOLTIP_BASE_DAMAGE,Base Damage: %d ~ %d,Dégâts de base : %d ~ %d
UI_TOOLTIP_SCALE_ATTACK,Attack Scaling,Augmentation des dégâts
UI_TOOLTIP_SCALE_HEAL,Heal Scaling,Augmentation des soins
UI_TOOLTIP_SCALE_TIME,Time Scaling,Augmentation de la durée
UI_TOOLTIP_SCALE_CHARGE,Dec. Charging Time Scaling,Réduction du temps de charge
UI_TOOLTIP_SCALE_PARAM,Scaling,Augmentation
UI_TOOLTIP_SCALE_PARAM_PER,per,par
UI_TOOLTIP_SCALE_PARAM_MAX,max,max
UI_TOOLTIP_PVP,PVP,JcJ
UI_TOOLTIP_PVE,PVE,JcE
UI_TOOLTIP_AROUND,Around,Autour
UI_TOOLTIP_BASE_HEAL,Base Heal: %d,Soins de base : %d
UI_TOOLTIP_BASE_HEAL_MP,Base MP Heal: %d,Soins de base en PM : %d
UI_TOOLTIP_BASE_HEAL_FP,Base FP Heal: %d,Soins de base en PF : %d
UI_TOOLTIP_BASE_TIME,Base Time: %.2d:%.2d.%.3d,Temps de base : %.2d:%.2d.%.3d
UI_TOOLTIP_BASE_TIME_PVP,/ %.2d:%.2d (PVP & Giants),/ %.2d:%.2d (JcJ et Géants)
UI_TOOLTIP_PROBABILITY,Probability: %d%%,Probabilité : %d%%
UI_TOOLTIP_PROBABILITY_PVP,/ %d%% (PVP & Giants),/ %d%% (JcJ et Géants)
UI_TOOLTIP_PROBABILITY_FLYBACK,Knockdown Probability: %d%%,Probabilité de renversement : %d%%
UI_TOOLTIP_COOLDOWN,Cooldown: %.2d:%.2d,Temps de recharge : %.2d:%.2d
UI_TOOLTIP_COOLDOWN_PVP,/ %.2d:%.2d (PVP),/ %.2d:%.2d (JcJ)
UI_TOOLTIP_COOLDOWN_ONLY_PVP,Cooldown: %.2d:%.2d (PVP),Temps de Recharge : %.2d:%.2d (JcJ)
UI_TOOLTIP_COOLDOWN_ONEND,(After Expiry),(Après expiration)
UI_TOOLTIP_CASTING,Casting Time: %.2d:%.2d,Durée d'incantation : %.2d:%.2d
UI_TOOLTIP_CHARGING,Charging Time: %.2d:%.2d,Temps de charge : %.2d:%.2d
UI_NEWCHAR_FACE,Face,Visage
UI_NEWCHAR_HAIR,Hair,Cheveux
UI_NEWCHAR_HAIR_COLOR,Hair Color,Couleur des cheveux
UI_WORLD_ZOOM_LEVEL,%dX Zoom. Press the Scroll Lock Key to toggle.,Zoom x%d. Appuyez sur la touche Arrêt Défil. pour modifier.
UI_KEYBIND_CHAR_CONTROL,Movement Keys,Touches de déplacement
UI_KEYBIND_MOVE_FORWARD,Move Forward,Avancer
UI_KEYBIND_MOVE_BACKWARD,Move Backward,Reculer
UI_KEYBIND_TURN_LEFT,Turn Left,Tourner à gauche
UI_KEYBIND_TURN_RIGHT,Turn Right,Tourner à droite
UI_KEYBIND_JUMP,Jump,Sauter
UI_KEYBIND_WALK,Toggle Run/Walk,Basculer Course/Marche
UI_KEYBIND_SKILL_COMBO,Action Slot,Barre de combo
UI_KEYBIND_CLEAR_TARGET,Clear Target,Déselectionner la cible
UI_KEYBIND_TRACE_TARGET,Follow Target,Suivre la cible
UI_KEYBIND_SELECT_TARGET,Select PVP Target,Sélectionner la cible JcJ
UI_KEYBIND_APPLETS,Windows,Fenêtres
UI_KEYBIND_CAMERA,Camera Control,Contrôle de la caméra
UI_KEYBIND_CAMERA_LEFT,Rotate Left,Tourner à gauche
UI_KEYBIND_CAMERA_RIGHT,Rotate Right,Tourner à droite
UI_KEYBIND_CAMERA_UP,Rotate Up,Tourner vers le haut
UI_KEYBIND_CAMERA_DOWN,Rotate Down,Tourner vers le bas
UI_KEYBIND_ZOOM_IN,Zoom In,Zoomer
UI_KEYBIND_ZOOM_OUT,Zoom Out,Dézoomer
UI_KEYBIND_ZOOM_LEVEL,Toggle Zoom,Changer le zoom
UI_KEYBIND_TASKBAR,Taskbar Functions,Fonctions de la barre d'outils
UI_KEYBIND_TASKBAR_N,Taskbar %d,Barre d'outils n°%d
UI_KEYBIND_TASKBAR_SLOT,Taskbar Slot %d,Emplacement n°%d
UI_KEYBIND_TASKBAR2_SLOT,2nd Bar Slot %d,Emplacements de 2e barre : %d
UI_KEYBIND_TASKBAR3_SLOT,3rd Bar Slot %d,Emplacements de 3e barre : %d
UI_KEYBIND_TASKBAR2,Additional Taskbars,Barres supplémentaires
UI_KEYBIND_FULLSCREEN,Toggle Fullscreen,Plein écran
UI_KEYBIND_MAIN_MENU,Main Menu,Menu principal
UI_KEYBIND_TOGGLE_UI,Hide/Show UI,Afficher/masquer l'IU
UI_KEYBIND_TOGGLE_SCREENSHOT,Screenshot Mode,Mode de capture d'écran
UI_KEYBIND_GAME,Game Functions,Fonctionnalités de jeu
UI_KEYBIND_NONE,Not Bound,Pas de touche associée
UI_KEYBIND_UNBIND,Unbind the key,Supprimer la touche
UI_KEYBIND_TITLE,Keys,Touches
UI_KEYBIND_RESET,Reset,R. A. Z.
UI_UPGRADECARD_TITLE,Socket Card Upgrade,Amélioration de Cartes
UI_UPGRADECARD_REGISTER,Register material card.,Insérez des cartes à fusionner.
UI_UPGRADECARD_INFO,Fuse 10 material cards to receive 1 higher-grade card.,Fusionnez 10 cartes pour recevoir 1 carte de qualité supérieure.
UI_RESHUFFLECARD_TITLE,Weapon Socket Card Reshuffle,Remaniement de Carte de Piercing d'Arme
UI_RESHUFFLECARD_REGISTER,Register weapon material card.,Insérez des cartes d'arme à fusionner.
UI_RESHUFFLECARD_INFO,Fuse 3 weapon material cards to receive 1 same grade card.,Fusionnez 3 cartes d'arme pour recevoir 1 carte de même qualité.
UI_RESHUFFLECARD_CONFIRM,"If you reshuffle the cards, the cards used as materials disappear.\nDo you want to continue?","Si vous remélangez les cartes, les cartes utilisées disparaitront.\nVoulez-vous continuer ?"
UI_CONVERTSOULLINK_TITLE,Convert soul link,Convertir un objet lié
UI_CONVERTSOULLINK_INFO,You can convert the item a soul-linked type.,Vous pouvez convertir un objet lié.
UI_CONVERTSOULLINK_CONFIRM,The converted item cannot be returned.\nDo you want to continue?,L'objet à convertir ne peut être récupéré.\nSouhaitez-vous continuer ?
UI_CONVERTSOULLINK_NOTAVAILABLE,This item cannot be converted.,Cet objet ne peut pas être converti.
UI_GUILD_SCROLLGADD_CONFIRM,The scroll will permanently increase the amount of members you can have in a guild by 5. If you join another guild it will have no effect on the new guild. Do you confirm the use?,"Ce parchemin va augmenter de manière permanente le nombre maximum de joueurs dans la guilde de 5. Si vous joignez une autre guilde, il n'aura pas d'effet sur la nouvelle guilde. Voulez-vous continuer ?"
UI_GUILD_TOOLTIP_EXP,Exp:,Exp. :
UI_GUILD_TOOLTIP_GOLD,Penya:,Penya :
UI_GUILD_TOOLTIP_LEVEL,#bNext level %d#nb,#bProchain niveau %d#nb
UI_CHANGECHANNEL_TITLE,Change Channel,Changer de canal
UI_CHANGECHANNEL_MSG,Select channel:,Choix de canal :
UI_REPORT_TITLE,Report,Signalement
UI_REPORT_PLAYER_LABEL,Player,Joueur
UI_REPORT_REASON_LABEL,Reason,Raison
