Key,English,German
CLIENT_HELP_INC_000113,"If you either initiate a Trade or Accept another players Trade Request, you will be presented with this menu. From here you can trade Penya and other various items. The trade will have to be confirmed before it is completed.","Wenn du entweder einen Handel einleitest oder die Handelsanfrage eines anderen Spielers annimmst, wird dieses Menü angezeigt. Von hier aus kannst du mit Penya und Gegenständen handeln. Der Handel muss bestätigt werden, bevor er abgeschlossen wird."
CLIENT_HELP_INC_000114,Bank Menu,Bank
CLIENT_HELP_INC_000115,This Menu will allow you to store various items and Penya without taking up space in your inventory. You can access your bank from the [Public Office] NPC in each major city.,"In diesem Menü kannst du verschiedene Gegenstände und Penya aufbewahren, ohne dass sie Platz in deinem Inventar einnehmen. Du kannst deine Bank über den [Public Office] NPC in jeder größeren Stadt erreichen."
CLIENT_HELP_INC_000116,Task Bar,Startleiste
CLIENT_HELP_INC_000117,"This section refers to the bar that runs along the bottom of your screen. It houses your Start Menu, System Slots, and Quick Action Slots.","Dieser Abschnitt bezieht sich auf die Leiste, die sich am unteren Rand deines Bildschirms befindet. Sie beherbergt das Startmenü, die Schnellzugriffsleiste und den Combo-Slot."
CLIENT_HELP_INC_000118,Start Menu,Start
CLIENT_HELP_INC_000119,This Menu allows the user to access all of the game options and various game play functions. Many of the Hot Keyed Menus can be accessed through the Start Menu.,"Dieses Menü gibt dir Zugriff zu allen Spieloptionen und verschiedenen Funktionen. Viele der Menüs, die auch über eine Tastenkombination aufgerufen werden können, können über das Startmenü ausgewählt werden."
CLIENT_HELP_INC_000120,System Slots,System Slot
CLIENT_HELP_INC_000121,"This refers to the slots to the right of the Start Menu. These slots are used so that users can quickly access skills, save text strings, or other various tasks they want to repeat.","Dies bezieht sich auf die Schnellzugriffsleiste rechts neben dem Startmenü. Diese Steckplätze werden verwendet, damit Spieler schnell auf Fähigkeiten zugreifen, Zeichenketten speichern oder andere Aufgaben wiederholen können."
CLIENT_HELP_INC_000122,Hot Keys,Schnellstart
CLIENT_HELP_INC_000123,This refers to the nine slots in the middle of the bottom bar labeled F1-F9. These slots are linked to the corresponding Function keys and can be triggered accordingly. Reserve these for your most important funtions!,"Dies bezieht sich auf die neun Slots in der Mitte der unteren Leiste, die mit F1-F9 bezeichnet sind. Diese Slots sind mit den entsprechenden Funktionstasten verknüpft und können mit diesen ausgelöst werden. Reserviere sie für die wichtigsten Funktionen!"
CLIENT_HELP_INC_000124,Action Slot,Combo-Slot
CLIENT_HELP_INC_000125,The Action Slot is located in the lower right corner of the screen.,Der Combo-Slot befindet sich in der unteren rechten Ecke des Bildschirms.
CLIENT_HELP_INC_000126,What is the Action Slot,Was ist der Combo-Slot
CLIENT_HELP_INC_000127,The Action Slot allows you to trigger a pre-determined set of skills. You can place skills in the Action Slot from the Skills Menu.,"Der Combo-Slot ermöglicht es dir, eine vorher festgelegte Reihe von Fähigkeiten auszulösen. Du kannst Fähigkeiten aus dem Fähigkeitsmenü in den Combo-Slot ziehen."
CLIENT_HELP_INC_000128,Using the Action Slot,Verwendung des Combo-Slots
CLIENT_HELP_INC_000129,"To actually use the Action Slot you will need to select a target and press ""C"". This can be done repeatedly.","Um den Action Slot zu nutzen, musst du ein Ziel auswählen und ""C"" drücken. Dies kann mehrmals wiederholt werden."
CLIENT_HELP_INC_000130,Order of the Action Slot,Reihenfolge des Combo-Slots
CLIENT_HELP_INC_000131,Skills can be used in a succession as long as you follow the order of the different types of skills. The order is; Step > Circle > Finish. You can only use the action icons if the skills are in order.,"Skills können in einer Skillkombination aneinander gereiht werden, solange du die Reihenfolge der einzelnen Skills einhältst. Die Reihenfolge ist: Einleitung > Übergang > Abschluss. Du kannst die Skills nur verwenden, wenn sie in einer Reihenfolge sind."
CLIENT_HELP_INC_000132,Action Slot Cooldown,Abklingzeit des Combo-Slots
CLIENT_HELP_INC_000133,There is a Cooldown for the Action Slot. As you cast you will notice a shadow the will begin covering the Action Slot. You will not be able to uses Skills that are covered in shadow. Simply wait and the shadow will vanish.,"Es gibt eine Abklingzeit für den Combo-Slot. Während du zauberst, wirst du einen Schatten bemerken, der beginnt, den Combo-Slot zu bedecken. Fertigkeiten, die von einem Schatten verdeckt sind, können nicht verwendet werden. Warte einfach und der Schatten wird verschwinden."
CLIENT_HELP_INC_000134,Community,Gemeinschaft
CLIENT_HELP_INC_000135,In order to make Flyff more social and entertaining we encourage users to band together. There is both an intricate Party System and a Guild System.,"Um Flyff geselliger und unterhaltsamer zu machen, ermutigen wir die Benutzer, sich zusammenzuschließen. Es gibt sowohl ein ausgeklügeltes Party System als auch ein Gilden System."
CLIENT_HELP_INC_000136,Basic Party System,Das Party System
CLIENT_HELP_INC_000137,"Parties are used to help benefit users who band together for a short time. There are numerous benefits to joining a Party as opposed to playing alone. The Party Menu can be accessed by pressing ""P"".",Erklärung der Anfängergruppe
CLIENT_HELP_INC_000138,Party Requirements,Erstellen einer Party
CLIENT_HELP_INC_000139,"To make a party, at least 2 people are needed. There are no job or level requirements to create normal party.","Man nennt es Party System. Zwei Spieler erstellen eine Party um sich gegenseitig zu helfen. Eine Party kann zu Beginn maximal 3 Mitglieder haben. Die Kapazität der Party kann auf bis zu 6 Spieler gesteigert werden, indem man das Party Level steigert. Es gibt keine Job- oder Levelbeschränkungen mit der Erstellung einer Party."
CLIENT_HELP_INC_000140,Inviting members to a Party,Einladung einer Gruppe von Spielern in die Party
CLIENT_HELP_INC_000141,"To invite a player, either hold the ALT key and left click on the player or simply right click on the user. After accessing the Player Menu, simply select ""Invite to join party"".","Diese Option ist nur verfügbar, wenn die Party über den Scout Skill verfügt."
CLIENT_HELP_INC_000142,Joining a Party,Einer Party beitreten
CLIENT_HELP_INC_000143,Select ACCEPT when you are invited to join a party.,"Diese Option ist nur verfügbar, wenn die Party über den Scout Skill verfügt."
CLIENT_HELP_INC_000144,Leave a Party,Verlassen der erweiterten Party
CLIENT_HELP_INC_000145,"To leave a Party, open the Party Menu and click on the LEAVE button. A Party will be disbanded automatically if everyone leaves the Party.","Spieler können die erweiterte Party verlassen, indem sie auf Verlassen im Party Menu klicken."
CLIENT_HELP_INC_000146,Removing a Party member,Entfernen eines Mitglieds der erweiterten Party
CLIENT_HELP_INC_000147,"Only the Leader of the Party can remove a Party member. To do this you need to access the Party Menu, select the targeted Party member, and then finally press the Leave Button.","Nur der Leiter einer Party kann Spieler aus der Gruppe werfen, indem er den Spieler im Party Menu anwählt und auf Verlassen klickt."
CLIENT_HELP_INC_000148,Changing Party Leader,Partyanführer wechseln
CLIENT_HELP_INC_000149,"To transfer leadership in a Basic Party the Leader must choose a Party member and click the Transfer button. In case the Leader leaves the party, then the Party member placed next to Leader becomes the Party Leader.","Der Leiter der Party wählt ein Mitglied der Gruppe und klickt auf den Transfer Button um die Gruppenleitung zu übergeben. Falls der Partyleiter das Spiel verlässt, wird die Leitung an den nächsten Spieler in der Partyliste gegeben."
CLIENT_HELP_INC_000150,Become an Advanced Party,Erstellen einer erweiterten Party
CLIENT_HELP_INC_000151,When a basic Party’s level reaches 10 it is able to change to an Advanced Party. Simply select the Change button on the Party Menu. Once your Party changes to an Advanced Party you will be able to name your Party. Once you have an Advanced Party you can begin to take advantage of the Skills Tab inside the Party Menu.,"Wenn die Party Level 10 erreicht, kann der Leiter die Party in eine erweiterte Party umwandeln, indem er auf Ändern klickt. Ein Fenster erscheint und der Leiter kann den Namen der Party ändern."
CLIENT_HELP_INC_000152,Advanced Party System,Die erweiterte Party
CLIENT_HELP_INC_000153,Advanced Parties evolve from Basic Parties. They are very beneficial for groups attempting to conquer the most difficult tasks!,Die Information der Gruppe von Spielern.
CLIENT_HELP_INC_000154,Become an Advanced Party,Erstellen einer erweiterten Party
CLIENT_HELP_INC_000155,When a basic Party’s level reaches 10 it is able to change to an Advanced Party. Simply select the Change button on the Party Menu. Once your Party changes to an Advanced Party you will be able to name your Party. Once you have an Advanced Party you can begin to take advantage of the Skills Tab inside the Party Menu.,"Wenn die Party Level 10 erreicht, kann der Leiter die Party in eine erweiterte Party umwandeln, indem er auf Ändern klickt. Ein Fenster erscheint und der Leiter kann den Namen der Party ändern."
CLIENT_HELP_INC_000156,Inviting members to a Party,Einladung einer Gruppe von Spielern in die Party
CLIENT_HELP_INC_000157,"To invite a player, either hold the ALT key and left click on the player or simply right click on the user. After accessing the Player Menu, simply select ""Invite to join party"".","Diese Option ist nur verfügbar, wenn die Party über den Scout Skill verfügt."
CLIENT_HELP_INC_000158,Joining an advanced party.,Einer erweiterten Party beitreten
CLIENT_HELP_INC_000159,Select ACCEPT when you are invited to join a party.,"Diese Option ist nur verfügbar, wenn die Party über den Scout Skill verfügt."
CLIENT_HELP_INC_000160,Party Exp and Skills,Party Exp und Skills
CLIENT_HELP_INC_000161,The Advanced Party will get stronger as your Party earns Exp which in turn gives the Party Points. These Party Points are then consumed to use Party Skills. The Party Skills and Points are different according to the level of the Party. Only the Party Leader can use the Party Skills.,"Die fortgeschrittene Party wird stärker, wenn deine Party Erfahrung verdient, was wiederum die Partypunkte erhöht. Diese Partypunkte werden benötigt, um Partyfähigkeiten zu nutzen. Die Partyfähigkeiten und -punkte sind je nach Level der Party unterschiedlich. Nur der Gruppenleiter kann die Partyfähigkeiten verwenden."
CLIENT_HELP_INC_000162,Leave a Party,Verlassen der erweiterten Party
CLIENT_HELP_INC_000163,"To leave a Party, open the Party Menu and click on the LEAVE button. A Party will be disbanded automatically if everyone leaves the Party.","Spieler können die erweiterte Party verlassen, indem sie auf Verlassen im Party Menu klicken."
CLIENT_HELP_INC_000164,Removing a Party member,Entfernen eines Mitglieds der erweiterten Party
CLIENT_HELP_INC_000165,"Only the Leader of the Party can remove a Party member. To do this you need to access the Party Menu, select the targeted Party member, and then finally press the Leave Button.","Nur der Leiter einer Party kann Spieler aus der Gruppe werfen, indem er den Spieler im Party Menu anwählt und auf Verlassen klickt."
CLIENT_HELP_INC_000166,Changing Party Leader,Partyanführer wechseln
CLIENT_HELP_INC_000167,"To transfer leadership in an Advanced Party the Leader must choose a Party member and click the Transfer button. In case the Leader leaves the party, then the Party member placed next to Leader becomes the Party Leader.","Der Leiter der Party wählt ein Mitglied der Gruppe und klickt auf den Transfer Button um die Gruppenleitung zu übergeben. Falls der Partyleiter das Spiel verlässt, wird die Leitung an den nächsten Spieler in der Partyliste gegeben."
CLIENT_HELP_INC_000168,,
CLIENT_HELP_INC_000169,,
CLIENT_HELP_INC_000170,Advanced Party Skills,Skills der erweiterten Party
CLIENT_HELP_INC_000171,Only the Advanced Party Leader can use the Advanced Party Skills. The Advanced Party Skills will be acquired as you reach a certain Party Level. Party Points are consumed to use Skills.,Nur der Leiter der erweiterten Party kann diese Skills ausführen. Die Party erhält den Skill wenn sie das entsprechende Level erreicht hat und ausreichend Partyskillpunkte für die Ausführung besitzt.
CLIENT_HELP_INC_000172,Call,Call Out
CLIENT_HELP_INC_000173,Informs all Party members of the location of the Party Leader. It does not consume any Party Points.,"Dieser Skill zeigt den Partymitgliedern, in welcher Richtung sich der Partyleiter befindet. Er benötigt keine Partyskillpunkte."
CLIENT_HELP_INC_000174,Blitz,Blitz
CLIENT_HELP_INC_000175,Party Leader orders Party members to attack a target. It does not consume any Party Points.,"Dieser Skill signalisiert der Gruppe, das gleiche Monster anzugreifen wie der Partyleiter. Er benötigt keine Partyskillpunkte."
CLIENT_HELP_INC_000176,Retreat,Retreat
CLIENT_HELP_INC_000177,Party Leader orders all Party members to retreat. It does not consume any Party Points.,Dieser Skill gibt das Signal zum Rückzug. Er benötigt keine Partyskillpunkte.
CLIENT_HELP_INC_000179,,
CLIENT_HELP_INC_000180,Precision,Sphere Circle
CLIENT_HELP_INC_000181,"Use this ability to gain an almost guaranteed critical hit on your next attack. Available at party level 17, consumes 1 Party Point.","Nutze diese Fähigkeit, damit dein nächster Angriff fast garantiert kritisch treffen wird. Verfügbar ab Partylevel 17. Der Skill benötigt einen Partypunkt."
CLIENT_HELP_INC_000182,Linked Attack,Link Attack
CLIENT_HELP_INC_000183,"While the Party Leader is attacking a target, damage increase for all Party members attacking the same target. Available at party level 20, consumes 3 Party Points.","Dieser Skill erhöht den Schaden am Ziel für einen kurzen Zeitraum. Der Schaden erhöht sich gemäß der Anzahl der Party-Mitglieder, die das gleiche Ziel angreifen wie der Leiter der Party. Dieser Skill ist ab Party-Level 20 verfügbar und benötigt 3 Party-Punkte."
CLIENT_HELP_INC_000184,Lucky Drop,Fortune Circle
CLIENT_HELP_INC_000185,"Increases the chance of Masquerpets dropping unique items. Available at party level 25, consumes 5 Party Points.","Ab Partylevel 25 verfügbar. Erhöht die Chance, dass ein Monster einen seltenen Gegenstand fallen lässt. Der Skill benötigt 5 Partypunkte."
CLIENT_HELP_INC_000186,Resting,Stretching
CLIENT_HELP_INC_000187,"Party members recover 1.5 times faster. It the Party Leader is an Assist, Party members recover 1.8 times faster. Available at party level 30, consumes 2 Party Points.","Die Partymitglieder setzen sich alle hin und die Wiederherstellung der HP, FP und MP wird um 50% erhöht. Wenn der Partyleiter ein Assist ist, erhöht sie sich sogar um 80%. Dieser Skill ist ab Partylevel 30 verfügbar und benötigt 2 Partyskillpunkte."
CLIENT_HELP_INC_000188,Gift Box,Gift Box
CLIENT_HELP_INC_000189,"Increases the amount of items dropped by Masquerpets. Available at party level 40, consumes 8 Party Points.",Dieser Skill verdoppelt die Anzahl der von Monstern erhaltenen Gegenstände für einen kurzen Zeitraum. Er ist ab Level 40 verfügbar und benötigt 8 Partyskillpunkte.
CLIENT_HELP_INC_000190,Jobs and their Skills,Erklärung der einzelnen Job Skills
CLIENT_HELP_INC_000191,This section details the various Jobs in Flyff and all of their corresponding skills. The Skill Menu can be pulled up by pressing the K Key.,"Hier findest du die verschiedenen Jobs und alle dazugehörigen Skills von Flyff. Das Skill-Menü kann durch Drücken der Taste ""K"" aufgerufen werden."
CLIENT_HELP_INC_000192,Players will receive Skill Points as they Level up their characters.,Leveln der Skills
CLIENT_HELP_INC_000193,These Skill Points can then be assigned to various skills to increase the strength of that particular Skill.,"Diese Skillpunkte können dann verschiedenen Skills zugewiesen werden, um die Stärke des jeweiligen Skills zu erhöhen."
CLIENT_HELP_INC_000194,PH1,Vagrant
CLIENT_HELP_INC_000195,Vagrants are the basic class everyone in Flyff starts with before they decide on their First Job Change. They use physical attacks and use melee weapons like swords and axes.,Dies ist die Anfängerklasse mit der alle Spieler zu Beginn starten.
CLIENT_HELP_INC_000196,Clean Hit,Clean Hit
CLIENT_HELP_INC_000197,"A powerful, downward strike. This skill is available at Level 3 and can be used with any Melee Weapon.","Kräftiger, nach unten gerichteter Schlag. Dieser Skill ist ab Stufe 3 verfügbar. Kann mit jeder Nahkampfwaffe eingesetzt werden."
CLIENT_HELP_INC_000198,Flurry,Brandish
CLIENT_HELP_INC_000199,A rapid stabbing attack that follows a Clean Hit in the Action Slot. This skill is available at Level 5 to Players who have at least 3 Skill Points in Clean Hit and can be used with any Melee Weapon.,"Schneller Sturmangriff, der auf Clean Hit im Action Slot folgt. Dieser Skill ist ab Stufe 5 verfügbar. Benötigt mindestens 3 Skillpunkte in Clean Hit und kann mit jeder Nahkampfwaffe eingesetzt werden."
CLIENT_HELP_INC_000200,Over Cutter,Over Cutter
CLIENT_HELP_INC_000201,This attack gathers all of the power the vagrant has and unleashes it in a strong upwards finishing blow. Over Cutter completes the combo after Flurry in the Action Slot. This skill is available at Level 10 to Players who have at least 3 Skill Points in Flurry and can be used with any Melee Weapon.,"Das ist ein Abschlußskill, den man mit Level 10 erhält. Er konzentriert die gesamte Kraft des Vagrant in einen starken Schlag und schleudert ihn damit in die Luft."
CLIENT_HELP_INC_000202,Mercenary,Mercenary
CLIENT_HELP_INC_000203,"Mercenaries prefer to partake in close range combat. The main characteristics of this particular class involve physical strength, and a strong body that is able to withstand attacks.","Er ist normalerweise die Klasse, die in den direkten Kampf mit dem Gegner zieht. Er basiert auf Stärke und der Charakter lernt Skills, die mit einer Waffe, wie dem Schwert oder der Axt, direkten Schaden verursachen."
CLIENT_HELP_INC_000204,"Powerful and headstrong, the mercenary has both inner and physical strength. Mercenaries will become either a Blade or a Knight.",Kraftvoll und eigensinnig. Der Mercenary besitzt sowohl physische als auch psychische Stärke. Mercenaries werden entweder ein Blade oder ein Knight.
CLIENT_HELP_INC_000205,PH2,Splash
CLIENT_HELP_INC_000206,"Strikes the enemy two times, in rapid succession. This skill is available at Level 15 and can be used with any Axe or Sword.",Zwei sehr schnelle Schläge auf den Gegner. Dieser Skill ist ab Stufe 15 verfügbar. Kann mit einer Axt oder einem Schwert eingesetzt werden.
CLIENT_HELP_INC_000207,PH3,Keen Wheel
CLIENT_HELP_INC_000208,A continuous spinning attack. This skill is available at Level 18 to Players who have at least 4 Skill Points in Slash and can be used with any Axe or Sword.,Kontinuierlicher Wirbelangriff. Dieser Skill ist ab Stufe 18 verfügbar. Benötigt mindestens 4 Skillpunkte in Slash und kann mit einer Axt oder einem Schwert eingesetzt werden.
CLIENT_HELP_INC_000209,PH4,Blind Side
CLIENT_HELP_INC_000210,"A spinning, finishing move. This skill is available at Level 24 to Players who have at least 6 Skill Points in Keenwheel and can be used with any Axe or Sword.","Wirbelnder, finaler Angriff. Dieser Skill ist ab Stufe 24 verfügbar. Benötigt mindestens 6 Skillpunkte in Keenwheel und kann mit einer Axt oder einem Schwert eingesetzt werden."
CLIENT_HELP_INC_000211,Special Hit,Special Hit
CLIENT_HELP_INC_000212,A single powerful strike. This skill is available at Level 30 to Players who have at least 8 Skill Points in Blindside and can be used with any Axe or Sword.,Ein einziger kräftiger Schlag. Dieser Skill ist ab Stufe 30 verfügbar. Benötigt mindestens 8 Skillpunkte in Blindside und kann mit einer Axt oder einem Schwert eingesetzt werden.
CLIENT_HELP_INC_000213,PH5,Bloody Strike
CLIENT_HELP_INC_000214,Drains life from an enemy. This skill is available at Level 20 to Players who have at least 3 Skill Points in Slash and can be used with any Axe or Sword.,Entzieht dem Gegner HP. Dieser Skill ist ab Stufe 20 verfügbar. Benötigt mindestens 3 Skillpunkte in Slash und kann mit einer Axt oder einem Schwert verwendet werden.
CLIENT_HELP_INC_000215,Reflex Hit,Reflex Hit
CLIENT_HELP_INC_000216,This Skill absorbs one attack and releases it back at an enemy. This skill is available at Level 25 to Players who have at least 8 Skill Points in Bloody Strike and can be used with any Axe or Sword.,Absorbiert einen Angriff und lässt ihn auf den Gegner zurückprallen. Dieser Skill ist ab Stufe 25 verfügbar. Benötigt mindestens 8 Skillpunkte in Bloody Strike und kann mit einer Axt oder einem Schwert eingesetzt werden.
CLIENT_HELP_INC_000217,Guillotine,Guillotine
CLIENT_HELP_INC_000218,This attack begins from a short distance and then launches the player at the enemy in a fiery burst. This skill is available at Level 30 to Players who have at least 10 Skill Points in Reflex Hit and can be used with any Axe or Sword.,"Angriff aus kurzer Entfernung, schleudert den Charakter in einer großen Explosion auf den Gegner. Dieser Skill ist ab Stufe 30 verfügbar. Benötigt mindestens 10 Skillpunkte in Reflex Hit und kann mit einer Axt oder einem Schwert eingesetzt werden."
CLIENT_HELP_INC_000219,Protection,Protection
CLIENT_HELP_INC_000220,Increases the defense of a Shield against melee attacks. This skill is available at Level 15 and requires a shield.,Erhöht die Verteidigung gegen Nahkampfangriffe. Dieser Skill ist ab Stufe 15 verfügbar und benötigt einen Schild.
CLIENT_HELP_INC_000221,Pan Barrier,Pan Barrier
CLIENT_HELP_INC_000222,Increases the defense of a Shield against ranged attacks. This skill is available at Level 18 to Players who have at least 3 Skill Points in Protection and requires a shield.,Erhöht die Verteidigung gegen Fernkampfangriffe. Dieser Skill ist ab Stufe 18 verfügbar. Benötigt einen Schild und mindestens 3 Skillpunkte in Protection.
CLIENT_HELP_INC_000223,Sneaker,Snare
CLIENT_HELP_INC_000224,Holds an enemy in place with a net. This skill is available at Level 20 to Players who have at least 10 Skill Points in Pan Barrier and can be used with any Axe or Sword.,Hält den Gegner mit einem Netz fest. Dieser Skill ist ab Stufe 20 verfügbar. Benötigt mindestens 10 Skillpunkte in Pan Barrier und kann mit einer Axt oder einem Schwert eingesetzt werden.
CLIENT_HELP_INC_000225,Empower Weapon,Empower Weapon
CLIENT_HELP_INC_000226,This Skill strengthens the elemental damage of a weapon. It is not applied if there is no elemental attack power on the weapon. This skill is available at Level 20 to Players who have at least 5 Skill Points in Protection and can be used with any Axe or Sword.,"Verstärkt den Elementarschaden einer Waffe. Funktioniert nicht, wenn die Waffe keinen Elementarschaden besitzt. Dieser Skill ist ab Stufe 20 verfügbar. Benötigt mindestens 5 Skillpunkte in Protection und kann mit einer Axt oder einem Schwert eingesetzt werden."
CLIENT_HELP_INC_000227,Smite Axe,Smite Axe
CLIENT_HELP_INC_000228,Increases the attack level of an Axe and gives additional defense. This skill is available at Level 25 to Players who have at least 4 Skill Points in Empower Weapon and can be used with any Axe.,Erhöht die Angriffswerte einer Axt und verleiht zusätzliche Verteidigung. Dieser Skill ist ab Stufe 25 verfügbar. Benötigt eine Axt und mindestens 4 Skillpunkte in Empower Weapon.
CLIENT_HELP_INC_000229,Axe Mastery,Axe Mastery
CLIENT_HELP_INC_000230,Increases the attack level of an Axe. This skill is available at Level 30 to Players who have at least 9 Skill Points in Smite Axe and can be used with any Axe.,Erhöht die Angriffswerte einer Axt. Dieser Skill ist ab Stufe 30 verfügbar. Benötigt eine Axt und mindestens 9 Skillpunkte in Smite Axe.
CLIENT_HELP_INC_000231,Blazing Sword,Blazing Sword
CLIENT_HELP_INC_000232,Increases the attack level and accuracy of a Sword. This skill is available at Level 25 to Players who have at least 4 Skill Points in Empower Weapon and can be used with any Sword.,Erhöht die Angriffswerte und Genauigkeit eines Schwertes. Dieser Skill ist ab Stufe 25 verfügbar. Benötigt ein Schwert und mindestens 4 Skillpunkte in Empower Weapon.
CLIENT_HELP_INC_000233,Sword Mastery,Sword Mastery
CLIENT_HELP_INC_000234,Increases the attack level of a Sword. This skill is available at Level 30 to Players who have at least 9 Skill Points in Blazing Sword and can be used with any Sword.,Erhöht die Angriffswerte eines Schwertes. Dieser Skill ist ab Stufe 30 verfügbar. Benötigt ein Schwert und mindestens 9 Skillpunkte in Blazing Sword.
CLIENT_HELP_INC_000235,Acrobat,Acrobat
CLIENT_HELP_INC_000236,"Acrobats mainly wield long distance weapons such as Bows or Yo-Yos. Using tactics based on speed and accuracy, they are usually able to break anyone willing enough to fight them. Sly and witty, the acrobat is a cunning trickster.","Acrobats tragen hauptsächlich Fernkampfwaffen wie Bögen oder Yo-Yos. Ihre Kampfweise, die auf Schnelligkeit und Genauigkeit basiert, bricht normalerweise jeden, der bereit ist, gegen sie zu kämpfen. Der Acrobat ist ein gewiefter und gerissener Trickser."
CLIENT_HELP_INC_000237,"An Acrobat will use MP for Bow Skills and FP for Yo-Yo skills. For universal skills like Dark Illusion, Acrobats use FP. Acrobats will become either a Jester or a Ranger.","Ein Acrobat verbraucht MP für seine Bogenfähigkeiten und FP für seine Yo-Yo-Fähigkeiten, sowie für waffenunabhängige Fähigkeiten wie Dark Illusion. Acrobaten werden entweder ein Jester oder ein Ranger."
CLIENT_HELP_INC_000238,Pulling,Pulling
CLIENT_HELP_INC_000239,Pulls a target towards the player. This skill is available at Level 15 to Players and can be used with any Yo-Yo.,Zieht das Ziel in Richtung des Charakters. Dieser Skill ist ab Stufe 15 verfügbar und kann mit einem Yo-Yo eingesetzt werden.
CLIENT_HELP_INC_000240,Fast Walker,Fast Walker
CLIENT_HELP_INC_000241,Increases the walking speed of the user for a limited time. This skill is available at Level 18 to Players who have at least 3 Skill Points in Pulling and can be used with any Bow or Yo-Yo.,Erhöht die Laufgeschwindigkeit für eine begrenzte Zeit. Dieser Skill ist ab Stufe 18 verfügbar. Benötigt mindestens 3 Skillpunkte in Pulling und kann mit einem Bogen oder Yo-Yo eingesetzt werden.
CLIENT_HELP_INC_000242,Dark Illusion,Dark Illusion
CLIENT_HELP_INC_000243,Turn a character invisible for a short time. This skill is available at Level 30 to Players who have at least 6 Skill Points in Fast Walker and can be used with any Bow or Yo-Yo.,Gewährt für kurze Zeit Unsichtbarkeit. Dieser Skill ist ab Stufe 30 verfügbar. Benötigt mindestens 6 Skillpunkte in Fast Walker und kann mit einem Bogen oder Yo-Yo eingesetzt werden.
CLIENT_HELP_INC_000244,Perfect Block,Perfect Block
CLIENT_HELP_INC_000245,Block rate will be increased. This skill is available at Level 45 to Players who have at least 8 Skill Points in Dark Illusion and can be used with any Bow or Yo-Yo.,Erhöht die Blockrate. Dieser Skill ist ab Stufe 45 verfügbar. Benötigt mindestens 8 Skillpunkte in Dark Illusion und kann mit einem Bogen oder Yo-Yo eingesetzt werden.
CLIENT_HELP_INC_000246,Slow Step,Slow Step
CLIENT_HELP_INC_000247,You have a chance to decrease the moving speed of enemy. This skill is available at Level 15 and can be used with any Yo-Yo.,"Chance, die Bewegungsgeschwindigkeit des Gegners zu verringern. Dieser Skill ist ab Stufe 15 verfügbar und kann mit einem Yo-Yo eingesetzt werden."
CLIENT_HELP_INC_000248,Yo-Yo Mastery,Yo-Yo Mastery
CLIENT_HELP_INC_000249,Increases Yo-Yo damage. This skill is available at Level 20 to Players who have at least 3 Skill Points in Slow Step and can be used with any Yo-Yo.,Erhöht den Yo-Yo-Schaden. Dieser Skill ist ab Stufe 20 verfügbar. Benötigt mindestens 3 Skillpunkte in Slow Step und kann mit einem Yo-Yo eingesetzt werden
CLIENT_HELP_INC_000250,Snatch,Snatch
CLIENT_HELP_INC_000251,Steals Penya from the target; can only be used while in Dark Illusion from behind target. This skill is available at Level 35 to Players who have at least 8 Skill Points in Yo-Yo Mastery and can be used with any Yo-Yo.,"Stiehlt dem Ziel Penya, kann nur während Dark Illusion und von hinten ausgeführt werden. Dieser Skill ist ab Stufe 35 verfügbar. Benötigt mindestens 8 Skillpunkte in Yo-Yo Mastery und kann mit einem Yo-Yo eingesetzt werden."
CLIENT_HELP_INC_000252,Deadly Swing,Deadly Swing
CLIENT_HELP_INC_000253,A critical attack that has a chance to cause the enemy to bleed. This skill is available at Level 50 to Players who have at least 10 Skill Points in Snatch and can be used with any Yo-Yo.,"Kritischer Angriff, der den Gegner zum Bluten bringen kann. Dieser Skill ist ab Stufe 50 verfügbar. Benötigt mindestens 10 Skillpunkte in Snatch und kann mit einem Yo-Yo eingesetzt werden."
CLIENT_HELP_INC_000254,Cross Line,Cross Line
CLIENT_HELP_INC_000255,Gather energy into your Yo-Yo in order to strike an enemy with a powerful attack that has the chance to stun your target. This skill is available at Level 30 to Players who have at least 8 Skill Points in Yo-Yo Mastery and can be used with any Yo-Yo. .,"Sammelt Energie in deinem Yo-Yo. Kräftiger Schlag, der den Gegner betäuben kann. Dieser Skill ist ab Stufe 30 verfügbar. Benötigt mindestens 8 Skillpunkte in Yo-Yo Mastery und kann mit einem Yo-Yo eingesetzt werden."
CLIENT_HELP_INC_000256,Counterattack,Counterattack
CLIENT_HELP_INC_000257,Evade the enemy's next attack and strike back with an attack of your own. This skill is available at Level 40 to Players who have at least 10 Skill Points in Cross Line and can be used with any Yo-Yo.,Weicht dem nächsten Angriff des Gegners aus und kontert mit einem Gegenschlag. Dieser Skill ist ab Stufe 40 verfügbar. Benötigt mindestens 10 Skillpunkte in Cross Line und kann mit einem Yo-Yo eingesetzt werden.
CLIENT_HELP_INC_000258,Junk Arrow,Junk Arrow
CLIENT_HELP_INC_000259,This skill shoots four arrows very quickly but with reduced accuracy. This skill is available at Level 15 and can be used with any Bow.,"Verschießt vier sehr schnelle Pfeile, mit reduzierter Genauigkeit. Dieser Skill ist ab Stufe 15 verfügbar und kann mit einem Bogen eingesetzt werden."
CLIENT_HELP_INC_000260,Bow Mastery,Bow Mastery
