Key,English,Traditional_Chinese
PROPQUEST_INC_001090,Thank you! The information I gathered is that his name is Lord Bang. He was last seen near the Gouthan Mountains in Darkon 2.,謝謝你！我收集的訊息指出他叫崩崩領主。聽說最後出沒在得肯2區，高瑜潭山脈附近。
PROPQUEST_INC_001091,"We are so close to putting an end to this nuisance for good! Please, help us!",......嗚嗚..嗚..終於..
PROPQUEST_INC_001092,"You defeated Lord Bang? Thank goodness! Now we can live without fear of his retaliation. Thank you so much, my friend.",你打敗了崩崩領主了？謝天謝地！現在我們可以不用擔心被他報復了。非常謝謝你，我的朋友。
PROPQUEST_INC_001093,You must hurry! He has to be defeated before he retaliates! Go to Darkon 2 and find him now!,快..沒多少時間了，他應該快找到這裡了，等他找到這裡的話，會發生很多災難的..
PROPQUEST_INC_001094,Travel to Darkon 2 and defeat Lord Bang. He was last seen somewhere near the Gouthan Mountains.,前往得肯 2 並擊敗崩崩領主。他最後一次出現在高瑜潭山脈附近。
PROPQUEST_INC_001096,Special Kids,特別的孩子
PROPQUEST_INC_001097,Hey! I have some new findings in the case of the missing girls!,喔~好久不見啊..這是失蹤事件的新線索。
PROPQUEST_INC_001098,"According to this report, there is one more thing in common with the kids who disappeared from Saint City. They were all girls.",依照這個報告書寫的，失蹤的那些小孩共同點是..都是女孩之外，還有一個共同點。
PROPQUEST_INC_001099,But I cannot find out what the similarity is in this report. It's really frustrating!,可是啊..那個共同點我就是找不到耶..
PROPQUEST_INC_001100,Will you help me find out what's going on here?,你既然都來了，所以可以幫我一下嗎?
PROPQUEST_INC_001101,"I need you to fight with Captain Mias and Mias and look for similarities between them, or anything you might find strange about them.",哈哈哈，果然..你先去獵殺米兒，米兒姊姊之後，把他們的共同點告訴我。
PROPQUEST_INC_001102,"You won't? Please, help me. Speak with me again if you change your mind.",你不會嗎？ 請幫我！如果您改變主意，請再次與我交談。
PROPQUEST_INC_001103,"Oh, thank you so much! You've been such a great help so far! I couldn't have made it this far without you!",哈哈，你的實力果然讓人家佩服。
PROPQUEST_INC_001104,Have you seen any strange similarities between them? Keep looking! I'm counting on you!,你有沒有看到他們之間有什麼奇怪的相似之處？ 繼續尋找！ 我靠你了！
PROPQUEST_INC_001105,Slay Mias and Captain Mias and return to Porgo with any information you gather.,先去獵殺米兒，米兒姊姊之後，把他們的共同點告訴我。
PROPQUEST_INC_001107,Secret Trade,隱密的交易
PROPQUEST_INC_001108,I found out the common thing between them based on the data you brought me. I think it has something to do with supernatural power!,真是的!我用你幫我調查的線索研究了一下，我發現他們有超能力..
PROPQUEST_INC_001109,These kids were all afraid of the former mayor and their parents for some reason…,因為這些小孩子的超能力的關係，連孩子們的父母與市長也對他們感到恐懼感，
PROPQUEST_INC_001110,"They were abandoned and kicked out of the city! Wow, that can't be true, can it?!",他們的母親決定要把她們趕走了，所以這些小孩子就被這樣遺棄的..真是的..
PROPQUEST_INC_001112,We have to uncover the truth in this case and make sure it never happens again. Will you help me?!,我要查出真相，可以幫我嗎?
PROPQUEST_INC_001113,"Awesome! Speak with the mayor again, and ask him to review this Disappearance Investigation.",你果然很有正義感，拿著這個去找聖音特市長，請他重新調查案件。
PROPQUEST_INC_001114,How can you refuse to help when we are so close to discovering the truth!?,你們不覺得那些小孩子很可憐嗎?哼!
PROPQUEST_INC_001115,"Hmm... This is very intriguing new information. Very well, I'll make a special inquiry group and check the case again. Please tell Porgo I said thanks.",嗯..原來有這種事啊..好!我會派人進行重新調查這個案子的，幫我向柏洛格說一聲謝謝。
PROPQUEST_INC_001116,"Saint City is being developed even today. By the way, why did Porgo tell you to meet me? Do you have something to show me?",即使在今天，聖音特也在發展。 對了，柏洛格為什麼要讓你見我？ 你有什麼要給我看的嗎？
PROPQUEST_INC_001117,Bring the Disappearance Investigation report to the Mayor or Saint City.,拿著這個去找聖音特市長，請他重新調查案件。
PROPQUEST_INC_001119,"Mia, the Cursed Name",米兒，受詛咒的名字
PROPQUEST_INC_001120,We made an inquiry group and started to review the case again. I can't believe something this horrific has happened in Saint City.,我已經派人重新進行調查了，這種可悲的事情怎麼會出現在聖音特呢..真的好遺憾啊.
PROPQUEST_INC_001121,I suppose it's better late than never. Will you return to Porgo and let him know that we are investigating the case again? His cooperation is appreciated.,我想遲到總比沒有好，你會回到柏洛格，讓他知道我們正在再次調查此案嗎？ 他的合作值得讚賞。
PROPQUEST_INC_001122,Thank you. I will do everything I can to make Saint City more beautiful and peaceful than it already is.,謝謝你!我會讓聖音特成為一個美麗的都市。
PROPQUEST_INC_001123,"I tour the city every day, so I am extremely busy. Please tell him what I said.",因為我要巡邏都市，所以經常會不在位子上，所以麻煩你把這個轉交給他。
PROPQUEST_INC_001124,Has the truth finally been revealed? It has?! I am so glad to hear that the case has been reopened.,真相終於大白了嗎？ 有嗎？！ 我很高興聽到此案已重新審理。
PROPQUEST_INC_001125,"Thank you so much for your help, young one. I couldn't have done all this alone. The girls thank you, as well.",這或許是對那些無辜被流放，變成怪物的孩子們的遺憾吧..
PROPQUEST_INC_001126,"Have you spoken to the Mayor? Please hurry, this case needs to be reopened!",你和市長談過了嗎？ 請快點，這個案子需要重新的進行調查。
PROPQUEST_INC_001127,Speak with Porgo and tell him the good news.,可以幫我向柏洛格說，我已經進行重新調查的事情嗎?
PROPQUEST_INC_001129,Legendary Redmantis (Part 1),傳說中的赤螳螂(上)　
PROPQUEST_INC_001130,"Hey you! Yeah, you! Come here for a minute… I would like to speak with about something.",嘿，你！就是你！ 來這裡一下……我想談談一些事情。
PROPQUEST_INC_001131,"My name is Rudvihil, and I am a collector or rare and expensive artifacts. I'm always on the lookout for something new and precious.",你有聽過嗎?就是對於又貴又高級的東西啊..
PROPQUEST_INC_001132,"Anyway, to the point, I heard some rumors that there is a very rare artifact in Saint Morning.",好吧..我講給你聽吧..聖音特裡啊..傳說中有一個很珍貴的東西..
PROPQUEST_INC_001133,I intend to acquire this artifact for my collection. I have a vast collection of artifacts and it would make a nice addition.,聽說那個東西真的很珍貴啊..有沒有絕得很期待啊?哈哈..
PROPQUEST_INC_001134,"So, what do you say? Will you help me find this artifact?",你認為呢？ 你能幫我找到這個神器嗎？
PROPQUEST_INC_001135,"Great! Travel to Saint City, and speak with Helgar, the connoisseur of rare and precious items. He should be located near Saint Hall.",其實啊~我很想得到我剛剛說的那個東西啦..可是我對那個東西並不了解..所以你可以去幫我找鑑定家海佳樂嗎?
PROPQUEST_INC_001136,"What? You won't help me? Fine, get off my property, then!",什麼？ 你不幫我？ 好吧，那就滾出我的地盤！
PROPQUEST_INC_001137,"Hello there, are you interested in any rare artifacts? I have an stunning ancient Aibatt carving here that is very unique…",你好啊，你對稀有文物感興趣嗎？我在這裡有一個令人驚豔的古代蘿特泰斯雕刻，非常獨特……
PROPQUEST_INC_001138,Rudvihil? Hahaha! That guy will never stop hoarding rare and precious treasure.,蘿特泰斯？ 哈哈哈！ 那傢伙永遠不會停止囤積稀有珍貴的寶物。
PROPQUEST_INC_001139,"Have you found anything, yet? No? Well hurry up! I don't have all day!",你有什麼發現嗎？ 不？ 快點！ 我沒有那麼多的時間！
PROPQUEST_INC_001140,"Travel to Saint City and speak with Helgar, the connoisseur of rare and precious items. He should be located near Saint hall.",其實啊~我很想得到我剛剛說的那個東西啦..可是我對那個東西並不了解..所以你可以去幫我找鑑定家海佳樂幫我問一下吧。
PROPQUEST_INC_001142,Legendary Redmantis (Part 2),傳說中的赤螳螂(中)　
PROPQUEST_INC_001143,"Hmmm, I think Rudvihil is referring to the Red Mantis Egg. These eggs are difficult to acquire and I think these might be the eggs Rudvihil is after.",其實我對那個東西並不太了解，只知道那個是嫩嫩的赤螳螂的卵。
PROPQUEST_INC_001144,"There are reports that some Red Mantis C, the female variety, have been seen near the pumpkin patch. Feel like taking a trip?",可是..又說不定..你可以幫我一件事情嗎?
PROPQUEST_INC_001145,"Great! Head to the pumpkin patch, slay 10 Red Mantis C and collect 15 Redyspawn. These are the eggs. Hopefully we'll find a pristine one!",嫩嫩的赤螳螂是專門用母的組成的，所以你去幫我找她們的赤螳螂卵好嗎?
PROPQUEST_INC_001146,"Are you afraid of a little action? This is a very rare find, it will be worthwhile, I promise. Let me know if you change your mind.",你害怕一點點的行動嗎？ 這是一個非常罕見的發現，這很值得的，我保證。 如果你改變主意，請告訴我。
PROPQUEST_INC_001147,"Let me see what you've got there… Hmm yes, these are very nice! Thank you for bring these to me!",啊，原來就是這個啊..我先去看一下..看看它是否真的有那麼貴重的價值。
PROPQUEST_INC_001148,What are you doing here? You have work to do!,你在這裡做什麼？ 你還有工作要做呢！
PROPQUEST_INC_001149,"Travel to the Pumpkin patch, slay 10 Red Mantis C and acquire 15 Redyspawn. Return to Helgar when you've completed this task.",嫩嫩的赤螳螂是專門用母的組成的，所以你去幫我找她們的赤螳螂卵。
PROPQUEST_INC_001151,Legendary Redmantis (Part 3),傳說中的赤螳螂(下)　
PROPQUEST_INC_001152,"Well, I have good news and bad news. The bad news is, the Redyspawn is not that valuable. The good news, is that I believe I know what Rudvihil is searching for.",知道了!赤螳螂卵雖然是很稀有的東西，但是沒有想像中那麼珍貴，我剛剛在翻看書籍的時候發現了一個事情。
PROPQUEST_INC_001153,"It's Emeraldispawn. It is extremely difficult to acquire, as you can only get it once a year.",就是珍珠赤螳螂的卵，這個東西一年只會出現一個，有的時候連一個都找不到，所以擁有很高的價值。
PROPQUEST_INC_001154,"In addition, it's mother is rather… protective of her eggs. However, we're in luck! It's breeding season!",我覺得它的珍貴關鍵原因在於母的身上，我想蘿特泰斯想要找的應該也是這個東西。
PROPQUEST_INC_001155,Now is our chance! Will you retrieve this egg for Rudvihil?,要幫忙找嗎?
PROPQUEST_INC_001156,"I knew you would! The mother, Emerald Mantis, is located somewhere near the Central Hillid Mountains. Find and defeat her, then retrieve the egg!",我就知道你會的！ 產卵的赤螳螂媽媽位於中央希爾德山脈附近的某個地方。 找到並擊敗她，然後取回卵！
PROPQUEST_INC_001157,What? Why? We're so close to uncovering a precious artifact? Rudvihil will be disappointed.,什麼？ 為什麼？ 蘿特泰斯會失望的，我們離發現一件珍貴的神器如此接近？ 
PROPQUEST_INC_001158,"Do you have it? Let me see it! Oh my… it is everything I dreamed it would be. Thank you very much, stranger! My collection is getting better and better!",你有嗎？ 讓我看看！ 哦，我的……這就是我夢寐以求的一切。 非常感謝你，陌生人！ 我的收藏越來越好！
PROPQUEST_INC_001159,Here's a little something for you. Call it a tip! Thanks again!,啊，這是給你的酬勞，對我來說沒有多少錢，但是對你這種傢伙來說應該是滿多的啦。
PROPQUEST_INC_001160,Do you have it? No? Then get back to work!,你有嗎？ 不？ 回去繼續努力吧！
PROPQUEST_INC_001161,"The Emerald Mantis is located somewhere near the Central Hillid Mountains. Defeat her, retrieve the Emerald Mantis Egg, then return to Rudvihil.",赤螳螂位於中央希爾德山脈附近的某個地方。 找到並擊敗她，然後取回卵給蘿特泰斯！
PROPQUEST_INC_001163,Internal War of Red Bang Troupe,紅色崩崩竊盜團的內戰
PROPQUEST_INC_001164,"Listen, I've been talking to some townsfolk…",哈囉~~原來是你啊..我總覺得我跟你很有緣份呢~
PROPQUEST_INC_001165,"After Lord Bang died, I have heard various rumors about the Red Bang Troupe that lead me to believe they are still around.",在崩崩領主被殺之後，我以為那些竊盜團已經消失了，可是最近偶爾會聽到有人再說他們的事情耶。
PROPQUEST_INC_001166,"I can't ignore these rumors. If there is any chance that the Red bang Troup is still in existence, we need to take care of it immediately.",你會覺得只是一個謠言，可是對我來說只要是關於他們的事情，就會讓我覺得很不安。
PROPQUEST_INC_001167,Will you help an old friend once again?,可以麻煩你幫幫我嗎?
PROPQUEST_INC_001168,"Thank you, friend. There are reports of Red Bang Troupe activity near the Erons Factory in Darkon 1. I need you to investigate!",好!依照那些人的說法，那些竊盜團好像居住在得肯1的艾磷胚斯第2區域，幫我去看看那邊吧。
PROPQUEST_INC_001169,I can't ignore these rumors. Please help me!,他們還生存著，這不是一個隨隨便便可以忽略的事情啦。
PROPQUEST_INC_001170,Then it's true. It's worse than I thought. Thank you for bringing me this information.,真的嗎?代表他們還存在囉…
PROPQUEST_INC_001171,"You didn't find anything? These rumors are unsubstantiated, but I believe them to be true.",你什麼都沒找到？ 這些謠言是沒有根據的，但我相信它們是真的。
PROPQUEST_INC_001172,Travel to the Erons Factory in Darkon 1 and search for evidence of Red Bang Troupe activity.,依照那些人的說法，那些竊盜團好像居住在得肯1的艾磷胚斯第2區域，幫我去看看那邊吧。
PROPQUEST_INC_001174,New Lord Bang,新的崩崩領主
PROPQUEST_INC_001175,"They still exist, huh? I knew it. This can only mean there is a new leader.",他們還生存著，而且重新佔領了一個地區，這代表他們有了新的領導者。
PROPQUEST_INC_001176,Darn it! We've got to do something before it's too late!,啊，我以為把他們殺光就解決了，沒有到有新的鑼得崩崩會出現，如果我所想的鑼得崩崩是我認識的傢伙的話..
PROPQUEST_INC_001177,"Since there is evidence of a new leader, there must be a new group of Red Bang Troupe members hiding out somewhere.",如果真的是那個傢伙的話，那就糟糕了!那個鑼得崩崩比之前的鑼得崩崩還要兇猛，更加惡劣，這不是重點..
PROPQUEST_INC_001178,A good friend of mine mentioned having seen some Red bang Troupe members in the Northern Leren Mountains,如果組織了新的團隊的話，一定會在布拉里斯生活著，可以幫我嗎?
PROPQUEST_INC_001179,"I am sure that the group of them live in the Northern Leren Mountains. Go now, friend, and see if you can identify a new group of troupe members.",一定在萊樂安山脈北部，跟之前是不同的地方，請你仔細的看一下好嗎?
PROPQUEST_INC_001180,"I know I've asked for many favors, but we are so close to putting an end to this threat. Please, help me!",那個傢伙…!你既然放了那個傢伙..啊!!!
PROPQUEST_INC_001181,I see. There must be a new leader. Thank you for delivering this information.,嗯..現在很確定了，真的出現了新的鑼得崩崩..
PROPQUEST_INC_001182,"Please, hurry! We don't have much time!",一定會有的!一定有!請你在仔細的調查一下。
PROPQUEST_INC_001183,Search the Northern Leren Mountains for evidence of another Red bang Troupe camp.,在萊樂安山脈北部，跟之前是不同的地方，請你仔細的看一下。
PROPQUEST_INC_001185,Ambition of Lord Bang,崩崩領主的野心
PROPQUEST_INC_001186,The new leader of the Red Bang Troupe must be at the Erons Factory location you discovered before.,請等一下!!發生很恐怖的事情了。
PROPQUEST_INC_001187,We need to strike a blow to his troupe and cripple his operations in Darkon 1.,我昨天做了一個夢，一片紅色，被很多火包圍著，那邊有很多恐怖的尖叫聲。
PROPQUEST_INC_001188,"I know what to do! You need to visit Amadolka. But first, defeat 35 Red bang Troupe Leaders southwest of the Erons Factory.",我知道要做什麼！您需要訪問亞瑪多吧。但要先擊敗艾磷胚斯西南的 35 名紅蹦蹦團長。
PROPQUEST_INC_001189,"Will you help me once more, friend?",拜託你幫我好嗎?很多人的生命就在你手上了。
PROPQUEST_INC_001190,"Great! Now please go and visit Amadolka, who is a guard leader at Erons Factory.",好，那你現在趕快到艾磷胚斯，找那邊的警衛隊隊長亞瑪多，把我的夢說給他聽。
PROPQUEST_INC_001191,You have to believe me! A lot of people are in danger! Do you understand?,You have to believe me! A lot of people are in danger! Do you understand?
PROPQUEST_INC_001192,What? Really? Good job thinning the herd a bit.,什麼？ 真的嗎？ 做得好！威脅變少了。
PROPQUEST_INC_001193,Hmmm... you may prove useful.,哎呀..真是不知道什麼是什麼啦。
PROPQUEST_INC_001194,I am in charge of security in Erons Factory. Do you know Luda? How is he doing?,我在管理艾磷胚斯的治安。你認識路達嗎?路達最近過的好嗎?
PROPQUEST_INC_001195,Defeat 35 Red Bang Troupe Leaders and speak with Amadolka at the Erons Factory in Darkon 1.,現在趕快到艾磷胚斯，找那邊的警衛隊隊長亞瑪多卡，把我的夢說給他聽。
PROPQUEST_INC_001197,Unified Red Bang Troupe,統一!紅色崩崩竊盜團
PROPQUEST_INC_001198,They have occupied almost half of Erons Factory. I didn't realize how strong they really were.,他們已經佔領了艾磷胚斯的一半了。真沒想到他們有這麼厲害。
PROPQUEST_INC_001199,"We are having a hard time defending this narrow entrance, they will get through here in no time unless we do something about it.",這裡的入口很窄，所以還可以擋的住，但是我覺得沒辦法撐很久。總有一天會被他們攻擊的。
PROPQUEST_INC_001200,We need more information! We need a scout to survey their base and let us know what we're really up against.,只要把他們引誘到其他地方的話，應該也可以找時間重新建設的。
PROPQUEST_INC_001201,You seem like a good candidate for the job. What do you say? Want to help the people of Erons Factory?,你似乎是這任務的好人選。你說什麼？ 想幫助艾磷胚斯的人們嗎？
PROPQUEST_INC_001202,Great! I am sure their base is somewhere in the depths of Darkon 1. Let me know what you find out!,好，他們的主要居住地，應該在第2地區的某處，你幫我查一下那個地方在哪裡，拜託了!
PROPQUEST_INC_001203,No? Fine… We will have to deal with it ourselves.,不？ 好吧……我們將不得不自己處理。
PROPQUEST_INC_001204,Excellent work! So now we know where exactly their base is located and what we're up against with their new leader.,是啊?原來在那邊啊..我一定會報答你的，一定會!
PROPQUEST_INC_001205,"Have you found it yet? We don't have much time! Please, hurry!",還沒幫我找到嗎?可以快一點幫我找嗎?真的很急!!
PROPQUEST_INC_001206,"Locate the Red bang Troupe base in Erons Factory 2, Darkon 1, and report back to Amadolka with anything you find.",他們的主要居住地，應該在第2地區的某處，你幫我查一下那個地方在哪裡，拜託了!
PROPQUEST_INC_001208,Legend of Dreadpet <Big Thyred>,特萊特怪物的傳說<Big Thyred>
PROPQUEST_INC_001209,"Pssst, hey you! I'm writing a book and I need your help. I'm having a bit of writer's block and I need a brave adventurer to help me write it!",聽好我說的話喔~其實啊..我最近在寫一本書，寫書的時候需要一些材料，但是我自己沒辦法搞定。
PROPQUEST_INC_001210,"Have you ever heard about the Legend of Big Thyred? No? A long long time ago, there was very a famous adventurer named Big Thyred. One day, he found an interesting place to adventure…",你有聽說過特萊特怪物的傳說嗎?以前有一個大冒險家啦~名子叫巨大施德利，有一天，他發現了一個很有趣的事情。
PROPQUEST_INC_001211,"It was a cave deep underground, surrounded with this strange, bloody fog. Big Thyred investigated the cave only to become infected by a disease within the cave called Horrible Fear.",聽說有一個地下洞穴裡，住著一個叫做恐怖的牛唄唄的怪獸。
PROPQUEST_INC_001212,"The disease transformed him into a hideous monster, whom we now call Big Muscle. There's virtually nothing left of that brave adventurer but bits and pieces, or so the story goes…",可是後來恐怖的牛唄唄不知道到哪裡去了，突然消失~反正啦..這是我這次小說的主要內容。
PROPQUEST_INC_001213,"So, here's where you come in. I need to an ending to the story and I'd like to know what's become of Big Muscle. Feel like lending a hand?",所以啊..你可不可以代替我親自去體驗看看啊?然後再把那個體驗的結果說給我聽。
PROPQUEST_INC_001214,"One of those mangy Organigors ate one of my reference books. Defeat the Organigors at the Plain of Bubble and acquire the Book of Fear 1. While you're there, find the Fortress Map.",好，你首先去波布爾平原找一個叫做窩樂坎的怪物，他會給你恐怖的書第1卷，然後在平原的某處找一下他們的靈源..
PROPQUEST_INC_001215,"Awwww, come on! Look, I'll give you HALF of the sales from my book if you'll help. Still having second thoughts?",哇，加油！ 聽著，如果你能幫忙的話，我會給你一半的收入。 還在猶豫嗎？
PROPQUEST_INC_001216,"Oh, Rhisis! You've got the Book of Fear! Great work! Alright, sounds like you have what it takes to face Big Muscle.",哈哈，這麼難的事情都辦完了啊?把這個收下吧!這是施德利的心臟，好噁心喔~我不想看。
PROPQUEST_INC_001217,"Here, take this. It's Big Thyred's Heart. \n\n#b*You drop the heart and scream!*#nb\n\nHey, careful! You need that!",來，拿好。這是施德利的心臟\n\n#b*你放下心臟接著大叫*#nb\n\n小心點！你需要那個東西！
PROPQUEST_INC_001218,"Take the heart to the Dreadpet Manager just southwest of here. You'll have to join a party before you face Big Muscle, it's too dangerous to go alone.",你先去找特萊特怪物管理者，他會告訴你一些事情，但是絕對不要自己去體驗喔~一定要組劇團進去!
PROPQUEST_INC_001219,"Look, I know it's scary to face the Organigor, but I believe you can do it. Go, now!",窩樂坎這傢伙是有點狡猾啦!可是我相信，如果是你的話，一定沒有問題的!
PROPQUEST_INC_001220,"Travel to the Plain of bubble, defeat Organigor, and recover both the Fortress Map and the 1st book of Dread for Novelist Gergantes in Northern Flarine.",首先去波布爾平原找一個叫做窩樂坎的人，他會給你恐怖的書第1卷，然後在平原的某處找一下他們的靈源。
PROPQUEST_INC_001222,Legend of Dreadpet <Krren Dacid>,特萊特怪物的傳說 <Krren Dacid>
PROPQUEST_INC_001223,"Pssst, hey you! I'm writing a book and I need your help! I'm having a bit of writer's block and I need a brave adventurer to help me write it!",聽好我說的話喔~其實啊..我最近在寫一本書，寫書的時候需要一些材料，但是我自己沒辦法搞定。
PROPQUEST_INC_001224,"Have you ever heard about the legend of Krren Dacid? A long long time ago, there was a very famous adventurer. His name was Krren Dacid. One day, he found an interesting place to adventure…",你有聽說過特萊特怪物的傳說嗎?以前有一個大冒險家啦~名子叫克安達施德，有一天，他發現了一個很有趣的事情。
PROPQUEST_INC_001225,It was a huge temple in the sky. Krren investigated the temple only to become infected by a disease within the cave called Cold Fear.,聽說有一個地下洞穴裡，住著一個叫做咕咕噥噥的怪獸。 
PROPQUEST_INC_001226,"The disease transformed him into a hideous monster, whom we now call Krrr. There's virtually nothing left of that brave adventurer but bits and pieces, or so they say…",可是後來咕咕噥噥不知道到哪裡去了，突然消失~反正啦..這是我這次小說的主要內容。
PROPQUEST_INC_001227,"So, here's where you come in. I need an ending to the story and I'd like to know what's become of Krrr. So whaddya' say?",所以啊..你可不可以代替我親自去體驗看看啊?然後再把那個體驗的結果說給我聽。
PROPQUEST_INC_001228,"Great! One of those Gangards at the Plain of Bubble scooped up one of my reference books. Defeat the Gangards and acquire the Book of Fear 2. While you're there, try to find the Temple Map.",好，你首先去波布爾平原找一個叫做坎哥德的人，他會給你恐怖的書第2卷，然後在平原的某處找一下他們的聖地..
PROPQUEST_INC_001229,"Oh, come on now! Tell you what, I'll give you 50% of the proceeds from the sale of my book when I release it! How does that sound? Bah!",反正，應該是一個很棒的冒險啦!我會拿我賣書的收入50%給你，好不好?
PROPQUEST_INC_001230,"Blessings from Bubble, you've got it! It looks like you do indeed have what it takes to face Krrr.",哈哈，這麼難的事情都辦完了啊?把這個收下吧!這是克安達施德的心臟，好噁心喔~我不想看。
PROPQUEST_INC_001231,"Here, take this. It's Krrr's Heart. \n\n#b*You vomit all over him*#nb\n\n Hey, knock it off!",過來，拿好。這是咕咕噥噥的心臟。\n\n#b*你吐在他身上*#nb\n\n嘿，別鬧了！
PROPQUEST_INC_001232,"If you're done being sick, take the heart to the Dreadpet Manager in Madren Town. You'll have to join a party to enter the temple, it's way too dangerous to go alone.",你先去找特萊特怪物管理者，他會告訴你一些事情，但是絕對不要自己去體驗喔~一定要組劇團進去!
PROPQUEST_INC_001233,"Look, I know Ganguard's smell bad and all that, so I understand your reservations… but I really need that book.",坎哥德這傢伙是有點狡猾啦!可是我相信，如果是你的話，一定沒有問題的!
PROPQUEST_INC_001234,"Travel to the Plain of Bubble, defeat $QUEST_END_KILL_NAME$, and retrieve both the $QUEST_END_ITEM_NAME$ and the $QUEST_END_ITEM_NAME,2$ for Novelist Gergantes in Northern Flarine.","前往波布爾平原，擊敗 $QUEST_END_KILL_NAME$，並幫布拉里斯廣場的小說家凱樂刊特斯取回 $QUEST_END_ITEM_NAME$ 和 $QUEST_END_ITEM_NAME,2$。"
PROPQUEST_INC_001236,Legend of Dreadpet <Moot Arvan>,特萊特怪物的傳說<Moot Arvan>
PROPQUEST_INC_001237,"Pssst, hey you! I am writing a book and I need your help! I've had a little writers block lately and I need a brave adventurer to help me write it!",聽好我說的話喔~其實啊..我最近在寫一本書，寫書的時候需要一些材料，但是我自己沒辦法搞定。
PROPQUEST_INC_001238,"Have you ever heard of the legend of Moot Arvan? No? A long time ago, there was very a famous adventurer, Moot Arvan. One day, he found an interesting place to adventure...",你有聽說過特萊特怪物的傳說嗎?以前有一個大冒險家啦~名子叫姆特牙勒斑，有一天，他發現了一個很有趣的事情。
PROPQUEST_INC_001239,"It was a strange, wet marsh. Moot explored the marsh only to become infested with a disease called Unpleasant Fear.",聽說有一個很潮濕的地區，住著一個叫做恐怖的菇菇的怪獸。
PROPQUEST_INC_001240,"The disease transformed him into a hideous monster known as Mushmoot! There's virtually nothing left of that brave adventurer but bits and pieces, or so they say…",可是後來恐怖的菇菇不知道到哪裡去了，突然消失~反正啦..這是我這次小說的主要內容。
PROPQUEST_INC_001241,"So, here's where you come in. I need an ending to the story and I'd like to know what's become of Mushmoot. Feel like helping?",所以啊..你可不可以代替我親自去體驗看看啊?然後再把那個體驗的結果說給我聽。
PROPQUEST_INC_001242,Great! One of those pesky Hadeseors at the Plain of Bubble has stolen one of my reference books! Find and recover the book for me and see if you can locate the Boggy Map while you're there.,好，你首先去波布爾平原找一個叫做瑕德西的人，他會給你恐怖的書第3卷，然後在平原的某處找一下他們的氣息地。
PROPQUEST_INC_001243,"Don't be a scaredy-cat! Look, I'll even give you 50% of the proceeds from my book sales if you help. Okay?",反正，應該是一個很棒的冒險啦!我會拿我賣書的收入50%給你，好不好?
PROPQUEST_INC_001244,"Yes, great work! I knew you could do it!",哈哈，這麼難的事情都辦完了啊?把這個收下吧!這是達施德的心臟，好噁心喔~我不想看。
PROPQUEST_INC_001245,"Here, take this. It's Moot's Heart. \n\n*You begin to feel sick…*\n\n Oh shake it off, slacker!",過來，拿好。這是菇菇的心臟。\n\n*你開始感到噁心*\n\n快把那個抖掉，噁心死了！
PROPQUEST_INC_001246,"Take that heart to the Dreadpet Manager at the Eastern River of Weeping. You'll need to form a party first, it's way too dangerous to go in there alone.",把那顆心交給特萊特怪物管理者。你得先組個劇團，一個人進去太危險了。
PROPQUEST_INC_001247,Ah geez! What are you afraid of? A Hadeseor? Psht! I guess you aren't as brave as I thought you were.,啊，天哪！ 你有什麼好怕的？ 瑕德西？ 噓！ 我想你並沒有我想像的那麼勇敢。
PROPQUEST_INC_001250,Sad Christmas,悲傷的聖誕節
PROPQUEST_INC_001251,Hmm... We are in big trouble now. Do you know what happened? Do you? The stockings are gone. The stockings...,Hmm... We are in big trouble now. Do you know what happened? Do you? The stockings are gone. The stockings...
PROPQUEST_INC_001252,"Are you asking why I am making a big deal about the stockings? Are you serious? These are not normal stockings, these are the Christmas stockings which have the wishes of children!",你說什麼襪子那麼重要啊?這不是一般的話子呢~那個襪子裡面擁有很多孩子們的希望。
PROPQUEST_INC_001253,"A few days ago, every stocking was stolen in Madrigal. I figured out that Masquerpets did it. Now we are in big trouble.",前陣子我在瑪德利賈弄丟了襪子，後來才知道，是魔域怪物偷走了我的襪子。
PROPQUEST_INC_001254,Would you please help me make a Merry Christmas in Madrigal?,你可以為了瑪德利賈的聖誕節，幫我找襪子回來嗎?
PROPQUEST_INC_001255,Thank you. Please hunt every Masquerpet in Madrigal and bring me $QUEST_END_ITEM_COUNT$ stockings. I will definitely reward you.,謝謝你！請獵殺瑪德利賈的每一個怪物，並給我帶來 $QUEST_END_ITEM_COUNT$ 條襪子。
PROPQUEST_INC_001256,"No, no... This Christmas will be tragic without the stockings... Oh...","No, no... This Christmas will be tragic without the stockings... Oh..."
PROPQUEST_INC_001257,Ha ha ha! I knew you would! Thank you so much! But... We still lack enough stockings... Hmm...,Ha ha ha! I knew you would! Thank you so much! But... We still lack enough stockings... Hmm...
PROPQUEST_INC_001258,"Hey... I told you I need 500 stockings. I know 500 stockings are a lot, but it is not that difficult to get.","Hey... I told you I need 500 stockings. I know 500 stockings are a lot, but it is not that difficult to get."
PROPQUEST_INC_001259,Please hunt every Masquerpet in Madrigal and bring me $QUEST_END_ITEM_COUNT$ stockings. I will definitely reward you.,請獵殺瑪德利賈的每一個怪物，並給我帶來 $QUEST_END_ITEM_COUNT$ 條襪子。 我一定會給你報酬的。
PROPQUEST_INC_001261,Christmas Nightmare,恐怖的聖誕節
