Key,English,Traditional_Chinese
UI_TOOLTIP_SCALE_PARAM_PER,per,每
UI_TOOLTIP_SCALE_PARAM_MAX,max,最大
UI_TOOLTIP_PVP,PvP,PvP
UI_TOOLTIP_PVE,PvE,PvE
UI_TOOLTIP_AROUND,Around,周圍
UI_TOOLTIP_BASE_HEAL,Base Heal: %d,基礎治癒量：%d
UI_TOOLTIP_BASE_HEAL_MP,Base MP Heal: %d,基礎MP治癒量：%d
UI_TOOLTIP_BASE_HEAL_FP,Base FP Heal: %d,基礎FP治癒量：%d
UI_TOOLTIP_BASE_TIME,Base Time: %.2d:%.2d.%.3d,基礎持續時間： %.2d:%.2d.%.3d
UI_TOOLTIP_BASE_TIME_PVP,/ %.2d:%.2d (PvP & Giants),/ %.2d:%.2d (PvP & Giants)
UI_TOOLTIP_PROBABILITY,Probability: %d%%,機率： %d%%
UI_TOOLTIP_PROBABILITY_PVP,/ %d%% (PVP & Giants),/ %d%% (PVP & Giants)
UI_TOOLTIP_PROBABILITY_FLYBACK,Knockdown Probability: %d%%,擊倒機率： %d%%
UI_TOOLTIP_COOLDOWN,Cooldown: %.2d:%.2d,冷卻時間： %.2d:%.2d
UI_TOOLTIP_COOLDOWN_PVP,/ %.2d:%.2d (PVP),/ %.2d:%.2d (PVP)
UI_TOOLTIP_COOLDOWN_ONLY_PVP,Cooldown: %.2d:%.2d (PVP),冷卻時間： %.2d:%.2d (PVP)
UI_TOOLTIP_COOLDOWN_ONEND,(After Expiry),（冷卻後）
UI_TOOLTIP_CASTING,Casting Time: %.2d:%.2d,施法時間： %.2d:%.2d
UI_TOOLTIP_CHARGING,Charging Time: %.2d:%.2d,蓄力時間： %.2d:%.2d
UI_NEWCHAR_FACE,Face,臉型
UI_NEWCHAR_HAIR,Hair,頭髮
UI_NEWCHAR_HAIR_COLOR,Hair Color,髮色
UI_WORLD_ZOOM_LEVEL,%dX Zoom. Press Scroll Lock to cycle zoom levels.,%dX 縮放，按下Scroll Lock鍵切換
UI_KEYBIND_CHAR_CONTROL,Movement Keys,移動鍵
UI_KEYBIND_MOVE_FORWARD,Move Forward,往前移動
UI_KEYBIND_MOVE_BACKWARD,Move Backward,往後移動
UI_KEYBIND_TURN_LEFT,Turn Left,左轉
UI_KEYBIND_TURN_RIGHT,Turn Right,右轉
UI_KEYBIND_JUMP,Jump,跳躍
UI_KEYBIND_WALK,Toggle Run/Walk,切換 跑步/走路
UI_KEYBIND_SKILL_COMBO,Action Slot,連續技能欄
UI_KEYBIND_CLEAR_TARGET,Clear Target,取消目標
UI_KEYBIND_TRACE_TARGET,Follow Target,跟隨目標
UI_KEYBIND_SELECT_TARGET,Cycle Targets (PvP),選擇PVP目標
UI_KEYBIND_APPLETS,Windows,視窗
UI_KEYBIND_CAMERA,Camera Controls,視角操作
UI_KEYBIND_CAMERA_LEFT,Rotate Left,往左旋轉
UI_KEYBIND_CAMERA_RIGHT,Rotate Right,往右旋轉
UI_KEYBIND_CAMERA_UP,Rotate Up,往上旋轉
UI_KEYBIND_CAMERA_DOWN,Rotate Down,往下旋轉
UI_KEYBIND_ZOOM_IN,Zoom In,放大
UI_KEYBIND_ZOOM_OUT,Zoom Out,縮小
UI_KEYBIND_ZOOM_LEVEL,Toggle Zoom,切換縮放
UI_KEYBIND_TASKBAR,Taskbar Functions,任務欄功能
UI_KEYBIND_TASKBAR_N,Taskbar %d,任務欄 %d
UI_KEYBIND_TASKBAR_SLOT,Taskbar Slot %d,任務追蹤 %d
UI_KEYBIND_TASKBAR2_SLOT,2nd Bar Slot %d,任務追蹤2 %d
UI_KEYBIND_TASKBAR3_SLOT,3rd Bar Slot %d,任務追蹤3 %d
UI_KEYBIND_TASKBAR2,Additional Taskbars,任務追加
UI_KEYBIND_FULLSCREEN,Toggle Fullscreen,切換全螢幕
UI_KEYBIND_MAIN_MENU,Main Menu,主選單
UI_KEYBIND_TOGGLE_UI,Hide/Show UI,隱藏/顯示 UI
UI_KEYBIND_TOGGLE_SCREENSHOT,Screenshot Mode,截圖模式
UI_KEYBIND_GAME,Game Functions,遊戲功能
UI_KEYBIND_NONE,Not Bound,非綁定
UI_KEYBIND_UNBIND,Unbind key,解綁定鑰匙
UI_KEYBIND_TITLE,Keys,快捷鍵
UI_KEYBIND_RESET,Reset,重新分配
UI_UPGRADECARD_TITLE,Socket Card Upgrade,穿洞卡片升級
UI_UPGRADECARD_REGISTER,Register material card.,登錄穿洞卡片。
UI_UPGRADECARD_INFO,Fuse 10 material cards to receive 1 higher-grade card.,合成 10 張穿洞卡片，以獲得 1 張更高級的穿洞卡片。
UI_RESHUFFLECARD_TITLE,Weapon Socket Card Reshuffle,合成武器穿洞卡片
UI_RESHUFFLECARD_REGISTER,Register weapon material card.,登錄武器穿洞卡片。
UI_RESHUFFLECARD_INFO,Fuse 3 weapon material cards to receive 1 same grade card.,合成 3 張武器穿洞卡片，以獲得 1 張相同等級的穿洞卡片。
UI_RESHUFFLECARD_CONFIRM,"If you reshuffle the cards, the cards used as materials disappear.\nDo you want to continue?",如果合成卡片，登錄的卡片就會消失。\n您想繼續嗎?
UI_CONVERTSOULLINK_TITLE,Convert soul link,轉換為角色綁定
UI_CONVERTSOULLINK_INFO,You can convert the item a soul-linked type.,"該物品將變為角色綁定物品，無法再出售給NPC。您可以使用此方法堆疊綁定狀態不同的相同物品(原本無法堆疊的物品)。請注意：角色綁定物品無法交易，且此操作無法撤銷。"
UI_CONVERTSOULLINK_CONFIRM,The converted item cannot be returned.\nDo you want to continue?,轉換後的物品無法復原。\n您想繼續嗎?
UI_CONVERTSOULLINK_NOTAVAILABLE,This item cannot be converted.,該物品無法轉換。
UI_GUILD_SCROLLGADD_CONFIRM,The scroll will permanently increase the amount of members you can have in a guild by 5. If you join another guild it will have no effect on the new guild. Do you confirm the use?,此捲軸將永久增加你公會成員上限 5 人。只對您目前的公會有效，不會影響您之後加入的任何公會。您確認使用嗎?
UI_GUILD_TOOLTIP_EXP,Exp:,經驗值：
UI_GUILD_TOOLTIP_GOLD,Penya:,金幣：
UI_GUILD_TOOLTIP_LEVEL,#bNext level %d#nb,#b下一個等級 %d#nb
UI_CHANGECHANNEL_TITLE,Change Channel,切換分流
UI_CHANGECHANNEL_MSG,Select channel:,選擇分流：
UI_REPORT_TITLE,Report,檢舉
UI_REPORT_PLAYER_LABEL,Player,玩家
UI_REPORT_REASON_LABEL,Reason,原因
UI_REPORT_MESSAGE_LABEL,Message,訊息
UI_REPORT_SEND,Send,傳送
UI_REPORT_REASON0,Botting,機器人判定
UI_REPORT_REASON1,Real money transfer,現金交易
UI_REPORT_REASON2,Cheating / hacking,作弊/駭客行為
UI_REPORT_REASON3,Bad behavior,惡質行為
UI_REPORT_REASON4,Insults,汙辱行為
UI_REPORT_CONFIRM,Are you sure you want to report %s?\n\nAbuse of this feature may result in your account being banned.,你想要檢舉 %s 嗎?\n\n濫用此功能可能會導致你的帳號被禁止。
UI_APP_ACHIEVEMENTS_TIP,View your achievements.,開啟成就選單
UI_ACHIEVEMENTS_TITLE,Achievements,成就
UI_ACHIEVEMENTS_GENERAL_TAB,General,一般
UI_ACHIEVEMENTS_MONSTERS_TAB,Monsters,怪物
UI_ACHIEVEMENTS_CONSUMABLES_TAB,Consumables,消耗品
UI_ACHIEVEMENTS_TITLES_TAB,Titles & Badges,稱號和徽章
UI_ACHIEVEMENTS_EVENTS_TAB,Events,活動
UI_ACHIEVEMENTS_PLAYTIME_TAB,Play time,遊玩時間
UI_ACHIEVEMENTS_CONNECTION_SERIES_TAB,Login Streak,連續登入
UI_ACHIEVEMENTS_TOTAL_CONNECTION_TAB,Login Rewards,總登入次數
UI_ACHIEVEMENTS_DESCRIPTION,Description,說明
UI_ACHIEVEMENTS_DESCRIPTION_BINDS,This achievement is bound to your account.,這項成就與您的帳號綁定。
UI_ACHIEVEMENTS_DESCRIPTION_TARGETMONSTERS,Monster(s) to kill: %s.,怪物擊殺數量：%s
UI_ACHIEVEMENTS_DESCRIPTION_TARGETITEMS,Item(s) to use: %s.,需要使用的物品：%s
UI_ACHIEVEMENTS_REWARD,Reward List,獎勵清單
UI_ACHIEVEMENTS_REWARD_TITLE,Title: #b%s#nb,稱號：#b%s#nb
UI_ACHIEVEMENTS_REWARD_LEVEL,Level %d,等級 %d
UI_ACHIEVEMENTS_REWARD_CLAIMED,Claimed,已領取
UI_ACHIEVEMENTS_REWARD_GOLD,Penya:,金幣：
UI_ACHIEVEMENTS_REWARD_ITEM,Item(s): %s,物品：%s
UI_ACHIEVEMENTS_REWARD_ATK,Attack rate on target(s): %d%%,增加對目標的攻擊力：%d%%
UI_ACHIEVEMENTS_PROGRESSION,Progression,進度
UI_ACHIEVEMENTS_CARD_LEVEL,Level %d,等級 %d
UI_ACHIEVEMENTS_CARD_BONUS,Attack +%s%%,攻擊力 +%s%%
UI_ACHIEVEMENTS_NOTITLE,No Title,不選擇稱號
UI_ACHIEVEMENTS_NOTITLE_DESCRIPTION,Do not show any title.,不顯示任何稱號
UI_ACHIEVEMENTS_PVPTITLE,PVP Title,PVP 稱號
UI_ACHIEVEMENTS_PVPTITLE_CURRENT,"(Currently ""%s"")","(當前 ""%s"")"
UI_ACHIEVEMENTS_PVPTITLE_DESCRIPTION,Display your current PvP title.,顯示您現在的PVP稱號。
UI_ACHIEVEMENTS_TITLES_SELECT,Apply,選擇
UI_ACHIEVEMENTS_TITLES_FROM,Unlocked By,從
UI_ACHIEVEMENTS_CLAIMBTN,Claim,領取
UI_ACHIEVEMENTS_CLAIMTIP,Receive your rewards!,獲得您的獎勵！
UI_ACHIEVEMENTS_CLAIMTIP_RAND,Spin the wheel! Will you be lucky today?,轉動輪盤！今天是您的幸運日嗎?
UI_ACHIEVEMENTS_AVAILABLE,Available,可領取
UI_ACHIEVEMENTS_COMPLETED,This achievement has been completed!,這項成就已完成！
UI_TOOLTIP_PARTY_LEVEL,Required Party Level: %d,需要的劇團等級：%d
UI_TOOLTIP_PARTY_POINTS,Required Points: %d,需要的點數：%d
UI_PARTY_PERMANENT_CONFIRM,Members of your party will no longer be ejected automatically when they are offline. If you create or join another party it will have no effect on the new party. Do you confirm the use?,此捲軸可將您的劇團變為永久劇團，離線的成員將不再自動移除。只套用於您目前的劇團，不會影響您之後創建或加入的任何劇團。立即使用?
UI_PARTY_PERMANENT,Permanent Party,永久劇團
UI_SEARCHPARTY_TITLE,Search Party,搜尋劇團
UI_SEARCHGUILD_TITLE,Search Guild,搜尋公會
UI_GROUPSEARCH,Search,搜尋
UI_TOOLTIP_TRANSMUTE,Transmutation:,外觀轉換：
UI_TOOLTIP_RARITY,Rarity:,稀有度：
UI_TOOLTIP_RARITY_NORMAL,Common,一般
UI_TOOLTIP_RARITY_RARE,Uncommon,罕見
UI_TOOLTIP_RARITY_STRONG,Rare,稀有
UI_TOOLTIP_RARITY_UNIQUE,Unique,獨特
UI_TOOLTIP_RARITY_VERYRARE,Very Rare,非常稀有
UI_TOOLTIP_RARITY_ULTIMATE,Ultimate,終極
UI_WORLD_CASTING,Casting,施法中
UI_WORLD_HARVESTING,Harvesting,收成
UI_WORLD_OPENING,Opening,開啟中
UI_WORLD_CHARGING,Charging,蓄力中
UI_NAVIGATOR_LOCALTIME,Local Time,當地時間
UI_NAVIGATOR_SERVERTIME,Server Time,伺服器時間
UI_NAVIGATOR_MADRIGALTIME,Madrigal Time,瑪德利賈時間
UI_UPGRADESAFE_STOP,Stop,停止
UI_UPGRADESAFE_RESET,Reset,重新分配
UI_UPGRADESAFE_MATERIAL_NORMAL,Power Dice,能量骰子
UI_UPGRADESAFE_MATERIAL_ULTIMATE,Sunstone,太陽石
UI_UPGRADESAFE_MATERIAL_ELEMENT,Card,卡片
UI_UPGRADESAFE_COST,#b%s#nb per attempt,#b%s#nb 每一次嘗試
UI_UPGRADESAFE_TARGET_PIERCING,Piercing Goal,目標穿洞等級
UI_UPGRADESAFE_TARGET,Upgrade Goal,目標精煉等級
UI_UPGRADESAFE_CURRENT_PIERCING,~Piercings~,~穿洞精煉~
UI_UPGRADESAFE_CURRENT,~Current Value~,目前精煉等級
UI_SEARCHGROUP_MODE_NO,Not findable,沒有搜索到
UI_SEARCHGROUP_MODE_CONFIRM,Leader approval,團長允許
UI_SEARCHGROUP_MODE_FREE,Join freely,自由加入
UI_GROUPSEARCH_REFRESH,Refresh,更新
UI_GROUPSEARCH_FILTER,Filter:,篩選：
UI_GROUPSEARCH_SORT,Sort:,種類：
UI_GROUPSEARCH_PARTYNAME,Party Name,劇團名稱
UI_GROUPSEARCH_GUILDNAME,Guild Name,公會名稱
UI_GROUPSEARCH_LEADER,Leader,團長
UI_GROUPSEARCH_MASTER,Master,公會長
UI_GROUPSEARCH_LEVEL,Level,等級
UI_GROUPSEARCH_MEMBERS,Members,成員
UI_GROUPSEARCH_BUFFS,Buffs,Buffs
UI_GROUPSEARCH_LEADERLEVEL,Leader Level,團長等級
UI_GROUPSEARCH_LEADERNAME,Leader Name,團長名稱
UI_GROUPSEARCH_MASTERLEVEL,Master Level,公會長等級
UI_GROUPSEARCH_MASTERNAME,Master Name,會長名稱
UI_GROUPSEARCH_ALL,All,全部
UI_GROUPSEARCH_FRIENDS,Friend Leaders,好友團長
UI_GROUPSEARCH_STRANGERS,Non-Friend Leaders,陌生人團長
UI_GROUPSEARCH_MASTERFRIENDS,Friend Masters,好友公會長
UI_GROUPSEARCH_MASTERSTRANGERS,Non-Friend Masters,陌生人公會長
UI_GROUPSEARCH_JOIN,Join,加入
UI_GROUPSEARCH_LEADERAPPROVAL,Your request must be approved by the Leader,您的申請需經過團長允許。
UI_GROUPSEARCH_MASTERAPPROVAL,Your request must be approved by the Master,您的申請需經過公會長允許。
UI_PARTY_JOINQUESTION,%s wants to join your party. Do you accept?,%s 想要加入您的劇團，您要同意請求嗎?
UI_GUILD_SEARCHNOTICE,Search Notice,搜尋通知
UI_GUILD_SEARCHNOTICE_TIP,Setup the notice in Guild Search.,設定公會搜尋的通知
UI_DAMAGEMETER_RESET,Reset Damage Statistics,重置傷害統計
UI_DAMAGEMETER_TITLE,Damage Stats %d/%d,傷害數據 %d/%d
UI_TOOLTIP_SKILL_NOFLY,Flying: No,飛行中：否
UI_DAMAGEMETER_TOGGLE,Show/hide Damage Statistics,顯示/隱藏 傷害統計
UI_SHOP_QUICK_SELL,Quick Sell,快速販賣
UI_SHOP_QUICK_SELL_TIP,Quickly sell a category of items.,快速販賣一個類別的物品。
UI_SHOP_BUY_BACK,Buy Back,回購
UI_SHOP_BUY_BACK_TIP,Purchase back items that you recently sold by mistake.,購回最近不小心賣出的物品。
UI_SHOP_QUICK_SELL_CONFIRM,Sell,販賣
UI_SHOP_QUICK_SELL_TOTAL,Total:,總共：
UI_SHOP_QUICK_SELL_UNCOMMON,Uncommon & Lower,罕見及以下
UI_SHOP_QUICK_SELL_RARE,Rare & Lower,稀有及以下
UI_SHOP_QUICK_SELL_FOOD,Food,食物
UI_SHOP_QUICK_SELL_POTION,Potion,藥水
UI_SHOP_BACK_TITLE,Buy back item,購回物品
UI_SHOP_BACK_CONFIRM,Do you want to purchase back the item for %s penya?,你想以 %s 金幣購回該物品嗎?
UI_TOOLTIP_BOWRANGE,Bow Range,弓箭射程
UI_TOOLTIP_SKILLUP,Skill Damage,技能傷害
UI_TOOLTIP_SKILLUP_1V1,1v1 Skill Damage,單體技能傷害
UI_TOOLTIP_HEALUP,Healing,治癒
UI_TOOLTIP_SKILLRANGE,Skill Range,技能範圍
UI_MAP_MENU,Menu,選單
UI_MAP_MENU_TIP,Hide/Show the menu,隱藏/顯示 選單
UI_TOOLTIP_RESTOREUP,HP Restoration,HP恢復
UI_OPTION_FRAMERATE,FPS,FPS
UI_OPTION_FRAMERATE_TIP,Frames Per Second,每秒影格數
UI_OPTION_FRAMERATE_SYNC,VSync,垂直同步
UI_WORLD_FLY_EQUIP,Fly,飛行
UI_WORLD_FLY_UNEQUIP,Land,降落
UI_WORLD_PARTY,Party x%d,劇團 x%d
UI_WORLD_BUFF,Buff x%d,Buff x%d
UI_QUESTGOAL_MOBILE,Quest,任務
UI_INPUT_NUMBER,Input a number,輸入數字
UI_SKILL_CLOSED,Closed,關閉
UI_SKILL_POINT_COST,Point Cost,消耗點數
UI_SKILL_ADD_COMBO,Add to Combo,加入到連續技能
UI_SKILL_COMBO,Combo Bar,連續技能欄
UI_CASHSHOP_PENYA_ONLY,Penya Only,僅限金幣
UI_CASHSHOP_PENYA,Penya,金幣
UI_CASHSHOP_PENYA_VIP,Penya (VIP),金幣 (VIP)
UI_CASHSHOP_BINDS,This item #bcannot be traded or sold#nb.,此物品#b無法交易或販賣#nb。
UI_CASHSHOP_VIRTUAL,This purchase is #bnot an item#nb.,此次購買#b不是商品#nb。
UI_TOOLTIP_DST_CRITICAL_RESIST,Critical Resist,爆擊抗性
UI_TOOLTIP_DST_PVP_DMG_RATE,PvP Damage Reduction,減少PvP傷害
UI_TOOLTIP_DST_PVE_DMG_RATE,PvE Damage Reduction,減少PvE傷害
UI_TOOLTIP_DST_DEFMAGIC_RATE,Magic Resistance,魔法抗性
UI_TOOLTIP_DST_PVP_DMG,PvP Damage,PvP傷害
UI_TOOLTIP_DST_PVE_DMG,PvE Damage,PvE傷害
UI_TOOLTIP_DST_ASAL,Asalraalaikum Damage,羅煞狂爆拳傷害
UI_TOOLTIP_WALL_LIVES,Number of lives: %d,生命數：%d
UI_BUFF_REMOVE_TITLE,Cancel Buff,移除 Buff
UI_BUFF_REMOVE_QUESTION,Do you confirm the removal of the Buff #b%s#nb? It is not possible to undo this action.,您確定要移除Buff #b%s#nb 嗎? 移除後無法復原。
UI_TOOLTIP_REFLEX_HIT,Reflected Damage: %d%% / %d%% (PVP),反射傷害： %d%% / %d%% (PVP)
UI_TOOLTIP_CHANCESTUN_PVP,Stun Probability (PVP),暈眩機率 (PVP)
UI_TOOLTIP_CHANCESTUN_PVE,Stun Probability (PVE),暈眩機率 (PVE)
UI_TOOLTIP_CHANCEPOISON,Poison Probability,中毒機率
UI_TOOLTIP_CHANCESTEALHP,Steal HP Probability,偷取HP機率
UI_TOOLTIP_CHANCESTEALMP,Steal MP Probability,偷取MP機率
UI_TOOLTIP_CHANCESTEALFP,Steal FP Probability,偷取FP機率
UI_TOOLTIP_CHANCEBLEEDING,Bleeding Probability,流血機率
UI_OPTION_PARTY_MEMBERS_HP,Party Members HP,劇團成員HP
UI_TOOLTIP_DOTTICK,DoT Tick: %s Seconds,持續傷害頻率：%s 秒
UI_TOOLTIP_MAXHIT,Max Targets: %d,最大攻擊目標數量：%d
UI_TOOLTIP_MAXHIT_PVP,Max Targets: %d / %d (PVP),最大攻擊目標數量：%d / %d (PVP)
UI_PRIVATE_SHOP_OK,Shop,商店
UI_PRIVATE_SHOP_OK_TIP,Open a Personal Shop,開啟個人商店
UI_PRIVATE_SHOP_VENDOR,Vendor,行動商店
UI_PRIVATE_SHOP_VENDOR_TIP,Create a Vendor that will sell your items for you,創建一個為您販賣物品的行動商店。
UI_PRIVATE_SHOP_VENDOR_OPEN,Will you create a vendor?,是否創建一個行動商店?
UI_PRIVATE_SHOP_VENDOR_SKIN,Vendor Shop Skin:,行動商店外觀：
UI_TIMEINFO_TITLE,Info,資訊
UI_TIMEINFO_SERVER,Current Server,當前伺服器
UI_TIMEINFO_TIME,Current Time,當前時間
UI_TIMEINFO_CONNECTION,Connection Time,連接時間
UI_TIMEINFO_SESSION,Session Duration,會話持續時間
UI_CHAT_TITLE,Chat,聊天
UI_CHAT_FILTERS,Filters,過濾
UI_CHAT_VIEW_LANGUAGES,View Languages,查看語言
UI_CHAT_YOUR_LANGUAGE,Your Language,您的語言
UI_INVENTORY_CONVERT_SOULLINK,Convert soul link,轉換為角色綁定
UI_INVENTORY_PUTCHAT,Link in Chat,發布鏈結到聊天室
UI_INVENTORY_LOCK,Mark Favorite,我的最愛
UI_INVENTORY_UNLOCK,Unmark Favorite,移除我的最愛
UI_APP_EXTRABAG_TIP,Open the compact inventory view.,開啟物品欄的第二個視窗
UI_INVENTORY_TAB_ALL,All,全部
UI_INVENTORY_TAB_GENERAL,General,一般
UI_INVENTORY_TAB_PET,Pet,寵物
UI_INVENTORY_TAB_CLOTH,Cloth,衣服
UI_INVENTORY_TAB_QUEST,Quest,任務
UI_INVENTORY_DROP,Drop,掉落
UI_INVENTORY_DELETE_BTN,Delete,刪除
UI_INVENTORY_ACTION_USE,Use,使用
UI_INVENTORY_ACTION_EQUIP,Equip,裝備
UI_TOOLTIP_UNSELLABLE,Cannot be sold to NPC.,無法販賣給NPC
UI_UPGRADE_PROB,Success: #b%s#nb,成功：#b%s#nb
UI_OPTION_ADVANCEDSHADERS,Advanced Shaders,高級著色器
UI_OPTION_BLOOM,Bloom,光暈
UI_OPTION_DOF,Depth of Field,景深
UI_OPTION_SSAO,SSAO,SSAO
UI_OPTION_VLIGHT,Volumetric Light,體積光源
UI_OPTION_WATERQUALITY,Water Quality,水質
UI_OPTION_WATERQUALITY_TIP,Changes reflection quality and resolution.,改變反射品質和解析度。
UI_OPTION_BLOOMQUALITY,Bloom Quality,光暈品質
UI_OPTION_BLOOMQUALITY_TIP,Changes blur size and intensity of the bloom.,更改光暈的模糊大小和強度。
UI_OPTION_COLORBLIND,Colorblind Mode,色盲模式
UI_OPTION_COLORBLIND_TIP,Changes the colorblind filter mode.,變更色盲濾鏡模式。
UI_OPTION_CAMERAFOCUS,Camera Focus,相機對焦
UI_OPTION_CAMERAFOCUSINFO,Toggles automatic camera zoom and focus when interacting with objects and NPCs.,與目標和 NPC 交互時切換自動相機縮放和對焦。
UI_MESSAGE_TIME,%s Ago,%s 前
UI_MESSAGE_CLEAR,Clear messages,清除訊息
UI_INSTANTMSG_TITLE_TIP,Manage your Messages,管理你的訊息
UI_CHARINFO_PARAM_BEFORE,#b[Before Stat Changes]#nb,#b[能力變更前]#nb
UI_CHARINFO_PARAM_AFTER,#b[After Stat Changes]#nb,#b[能力變更後]#nb
UI_CHARINFO_PARAM_BASE,From Stats:,來自能力值：
UI_CHARINFO_PARAM_CUSTOM,From Buffs and Equipment:,來自增益和裝備：
UI_WORLD_COMBO,COMBO,連技
UI_BOUNTYINPUT_TITLE,Register Bounty,登錄懸賞金
UI_BOUNTYINPUT_HEADER,You can register a bounty on the last player who killed you. Other players can track the target on the PK channel. The bounty is awarded to the player who kills the target. Minimum bounty: %s Penya.,你確定你想要登錄懸賞金嗎?(可在賞金你確定你想要登錄懸賞金嗎?(可在賞金清單中看見，分，獎勵 %s 金幣)
UI_BOUNTYINPUT_CONFIRM,"Are you sure you want to register a #b%s Penya#nb bounty on #b%s#nb? Once placed, the bounty cannot be canceled.",你確定你想要登錄 #b%s 金幣#nb，#b%s#nb做為賞金嗎?，賞金無法被退回。
UI_BOUNTYINPUT_REGISTER,Register,登錄
UI_BOUNTYINPUT_FEE,+%s%% Fee,+ %s%% 手續費
UI_BOUNTYINPUT_TOTAL,%s Penya,%s 金幣
UI_BOUNTYINPUT_LABEL_NAME,Target,賞金
UI_BOUNTYINPUT_LABEL_DURATION,Duration,期限
UI_BOUNTYINPUT_LABEL_REWARD,Bounty,Bounty
UI_BOUNTYINPUT_LABEL_TOTAL,Total,Total
UI_BOUNTYINPUT_LABEL_COMMENT,Comment,留言
UI_BOUNTYLIST_TITLE,Bounty List,賞金清單
UI_BOUNTYLIST_HEADER_NAME,Target,Target
UI_BOUNTYLIST_HEADER_LEVEL,Level,Level
UI_BOUNTYLIST_HEADER_REWARD,Bounty,報酬
UI_BOUNTYLIST_HEADER_TIMELEFT,Time left,剩餘時間
UI_BOUNTYLIST_HEADER_COMMENT,Comment,留言
UI_BOUNTYPOS_TITLE,Get Target's Location,賞金目標的地點
UI_BOUNTYPOS_FEE,Pay %s Penya to see %s's current location?,你確定要支付 %s 金幣來知道 %s 的地點嗎?
UI_APP_GACHA_TIP,Open the Gacha window.,顯示轉蛋選單
UI_GACHA_TITLE,Gacha,轉蛋
UI_GACHA_OPEN,Open,開啟
UI_GACHA_QUANTITY_MAX,Max,最大
UI_GACHA_RESET,Reset,重新分配
UI_GACHA_DESC_EMPTY,"Drag and drop an item pack, a gift box, a gacha box or an housing pack in the item slot.",將物品包，禮物盒和轉蛋箱拖放到物品欄中
UI_GACHA_DESC_ITEMPACK,When opening the package you will receive #ball#nb items listed below. You can open several packages in a row.,當打開包裹時你會收到下列#b所有#nb清單中的物品，你可以一次打開數個
UI_GACHA_DESC_GIFTBOX,When opening the box you will receive #bone#nb of the items listed below according to the probabilities. You can open several boxes in a row.,開啟箱子你將會獲得物品機率清單中的其中#b一個#nb物品，你可以一次打開好幾個箱子
UI_GACHA_DESC_GACHA,When opening the gacha you will receive #bone#nb of the items listed below. Once an item has been received it is removed from the gacha. You can open several gachas in a row. If you open enough gachas you are #bguaranteed#nb to get #ball#nb the items listed below. The gacha is then reinitialized.,開啟轉蛋後，你將會得到物品清單的其中#b一項#nb物品，若你獲得物品後，該項物品將被移出轉蛋。你可以一次開啟數個轉蛋。#b保證#nb你可以獲得清單內#b所有#nb道具，只要開啟足夠的轉蛋。物品全數獲得後轉蛋將會被重置。
UI_GACHA_DESC_RESET,If you wish you can also #bvoluntarily reset the gacha#nb starting from %d openings.,如果你想要的話，你也可以從 %d 開始#b自己重置轉蛋#nb
UI_GACHA_DESC_RESET_MAX,"If you wish you can also #bvoluntarily reset the gacha#nb starting from %d openings, for a max time of %d.",如果您願意，您也可以#b自願重置扭蛋#nb，從 %d 個空位開始，最多 %d 時間。
UI_GACHA_DESC_GLOBAL,When opening the gacha you will receive #bone#nb of the items listed below. Once an item has been received it is removed from the gacha. You can open several gachas in a row. This box is shared between #ball the players#nb and the last one to open it gets the item below. The gacha is then reinitialized.,開啟轉蛋後，你將會得到物品清單的其中#b一項#nb物品，若你獲得物品後，該項物品將被移出轉蛋。你可以一次開啟數個轉蛋。此項將跟#b所有玩家#nb共用，到最後一項物品被獲得，轉蛋將會被重置。
UI_GACHA_DESC_INFO,For more information please check our General Sales Conditions in the Cash Shop.,更詳細的資訊請參考現金商店中的基本販賣條約
UI_GACHA_LASTITEM,Last item,最後的物品
UI_GACHA_PREVIEW,PREVIEW,預覽
UI_GACHA_SOLDOUT,Sold out,已售出
UI_WELCOME_MSG,"Welcome to the world of		\nFlyff Online!",歡迎來到		\n飛飛 Online!
UI_WELCOME_BTN,Let's go!,Let's go!
UI_TUTORIAL_MSG,Do you want the tutorial?,您想要教學嗎？
UI_TOOLTIP_DST_INCOMINGDMG,Incoming Damage,承受傷害
UI_TOOLTIP_DST_DMGOFFLOADING,Damage Redirection,傷害轉移
UI_TOOLTIP_DST_INCOMINGHEALING,Incoming Healing,承受治癒
UI_TOOLTIP_ELEMENT,Element: %s,元素：%s
UI_APP_BOT_TIP,Bot Simulation,機器人模擬
UI_TOOLTIP_DST_EXP,Monster EXP,怪物經驗值
UI_TOOLTIP_DST_ITEM_DROPRATE,Item Drop Rate,物品掉落機率
UI_TOOLTIP_DST_AUTO_RECOVERY_FP,Auto Attack FP Recovery,自動攻擊FP恢復
UI_TOOLTIP_DST_AUTOHP,Recover %d%% HP When HP Falls Below %d%%,HP恢復 %d%% 當HP低於 %d%%
UI_OPTION_MYNAME,Show My Name,顯示我的名字
UI_OPTION_OTHERNAME,Show Other Players' Names,顯示其他玩家的名稱
UI_OPTION_NPCNAME,Show NPC Names,NPC名稱
UI_TOOLTIP_DST_RECOVERY_EXP,EXP Lost,經驗值損失
UI_GUILD_NAME_COLOR,Guild Name Color,公會名稱顏色
UI_TOOLTIP_DST_SPIRIT_STRIKE,Spirit Strike,精神打擊
UI_TOOLTIP_DST_STEAL_FP_DMG,Steal FP,FP吸收
