Key,English,Portuguese
CLIENT_HELP_INC_000125,The Action Slot is located in the lower right corner of the screen.,O Action Slot está localizado no canto inferior direito da tela.
CLIENT_HELP_INC_000126,What is the Action Slot,O que é o Action Slot
CLIENT_HELP_INC_000127,The Action Slot allows you to trigger a pre-determined set of skills. You can place skills in the Action Slot from the Skills Menu.,"O Action Slot permite que você acione um conjunto predeterminado de habilidades, ou seja, combos de habilidades ou até mesmo uma única habilidade repetida várias vezes. Você pode colocar habilidades no Action Slot a partir da janela de habilidades."
CLIENT_HELP_INC_000128,Using the Action Slot,Como usar o Action Slot
CLIENT_HELP_INC_000129,"To actually use the Action Slot you will need to select a target and press ""C"". This can be done repeatedly.","Para usar o Action Slot, basta selecionar um alvo e pressionar a tecla (C). Isso pode ser feito repetidamente."
CLIENT_HELP_INC_000130,Order of the Action Slot,Combinação do Action Slot
CLIENT_HELP_INC_000131,Skills can be used in a succession as long as you follow the order of the different types of skills. The order is; Step > Circle > Finish. You can only use the action icons if the skills are in order.,As habilidades podem ser usadas em sucessão desde que você siga a ordem dos diferentes tipos de habilidade. A ordem é: Passo > Círculo > Fim. Você só pode usar os ícones de ação se as habilidades estiverem em ordem.
CLIENT_HELP_INC_000132,Action Slot Cooldown,Tempo de Recarga do Action Slot
CLIENT_HELP_INC_000133,There is a Cooldown for the Action Slot. As you cast you will notice a shadow the will begin covering the Action Slot. You will not be able to uses Skills that are covered in shadow. Simply wait and the shadow will vanish.,"Há um tempo de espera para o Action Slot. Ao usar, você notará uma sombra que começará a cobrir o slot de ação. As habilidades que estão cobertas por sombras não serão ativadas. Simplesmente espere o tempo de resfriamento e a sombra desaparecerá."
CLIENT_HELP_INC_000134,Community,Comunidade
CLIENT_HELP_INC_000135,In order to make Flyff more social and entertaining we encourage users to band together. There is both an intricate Party System and a Guild System.,"Para tornar Flyff mais social e divertido, encorajamos os usuários a se unirem. Existe tanto um sistema complexo de Grupo quanto um sistema de Guilda."
CLIENT_HELP_INC_000136,Basic Party System,O Sistema de Grupo
CLIENT_HELP_INC_000137,"Parties are used to help benefit users who band together for a short time. There are numerous benefits to joining a Party as opposed to playing alone. The Party Menu can be accessed by pressing ""P"".",Os Grupos existem para beneficiar jogadores que se unem por um curto período de tempo. Existem inúmeros benefícios em entrar em um grupo ao contrário de jogar sozinho. Você pode acessar a janela de Grupo pressionando (P).
CLIENT_HELP_INC_000138,Party Requirements,Criando um Grupo
CLIENT_HELP_INC_000139,"To make a party, at least 2 people are needed. There are no job or level requirements to create normal party.","Para formar um grupo, pelo menos 2 pessoas são necessárias e até 8 pessoas podem entrar fazer parte do grupo. Não há exigências de classe ou nível para criar um grupo normal."
CLIENT_HELP_INC_000140,Inviting members to a Party,Convidando membros para Grupo
CLIENT_HELP_INC_000141,"To invite a player, either hold the ALT key and left click on the player or simply right click on the user. After accessing the Player Menu, simply select ""Invite to join party"".","Para convidar outro usuário para o grupo, ou para formar um, pressione ALT + botão esquerdo do mouse em um jogador ou apenas clique com o botão direito no jogador e em seguida escolha ""Convidar para Grupo""."
CLIENT_HELP_INC_000142,Joining a Party,Entrando em um Grupo
CLIENT_HELP_INC_000143,Select ACCEPT when you are invited to join a party.,"Você pode procurar um grupo para entrar na janela de ""Procurar Grupos"", selecione um grupo de sua escolha e clique em ""Entrar"". Em alguns casos é necessário a aprovação do líder do grupo. Caso seja convidado para entrar em um grupo basta selecionar ""ACEITAR""."
CLIENT_HELP_INC_000144,Leave a Party,Saindo do Grupo
CLIENT_HELP_INC_000145,"To leave a Party, open the Party Menu and click on the LEAVE button. A Party will be disbanded automatically if everyone leaves the Party.",Jogadores podem sair do grupo avançado clicando no botão SAIR no menu de seu grupo. Um grupo será desfeito caso todos os membros deixem o grupo.
CLIENT_HELP_INC_000146,Removing a Party member,Removendo um Membro do Grupo
CLIENT_HELP_INC_000147,"Only the Leader of the Party can remove a Party member. To do this you need to access the Party Menu, select the targeted Party member, and then finally press the Leave Button.","Apenas o líder do grupo pode remover um membro. Para fazer isso, você precisa acessar o Menu do Grupo, selecionar o membro do Grupo que deseja remover e pressionar o botão Sair."
CLIENT_HELP_INC_000148,Changing Party Leader,Mudando a Liderança
CLIENT_HELP_INC_000149,"To transfer leadership in a Basic Party the Leader must choose a Party member and click the Transfer button. In case the Leader leaves the party, then the Party member placed next to Leader becomes the Party Leader.","Para transferir a liderança em um Grupo, o Líder deve selecionar um membro do Grupo e clicar no botão Transferir. No caso de o líder deixar o grupo, o próximo membro do grupo na lista torna-se o líder do grupo."
CLIENT_HELP_INC_000150,Become an Advanced Party,Criando um Grupo Avançado
CLIENT_HELP_INC_000151,When a basic Party’s level reaches 10 it is able to change to an Advanced Party. Simply select the Change button on the Party Menu. Once your Party changes to an Advanced Party you will be able to name your Party. Once you have an Advanced Party you can begin to take advantage of the Skills Tab inside the Party Menu.,"Quando um grupo comum chega ao nível 10 é possível evoluir para um grupo avançado. Basta selecionar o botão Alterar no Menu do Grupo. Assim que seu grupo mudar para um grupo avançado, você poderá nomear seu grupo. Depois de ter um grupo avançado, você pode começar a tirar proveito da guia Habilidades dentro do menu do grupo."
CLIENT_HELP_INC_000152,Advanced Party System,Grupo Avançado
CLIENT_HELP_INC_000153,Advanced Parties evolve from Basic Parties. They are very beneficial for groups attempting to conquer the most difficult tasks!,Os grupos avançados evoluem dos grupos básicos. Eles são muito benéficos para grupos que tentam conquistar as tarefas mais difíceis!
CLIENT_HELP_INC_000154,Become an Advanced Party,Criando um Grupo Avançado
CLIENT_HELP_INC_000155,When a basic Party’s level reaches 10 it is able to change to an Advanced Party. Simply select the Change button on the Party Menu. Once your Party changes to an Advanced Party you will be able to name your Party. Once you have an Advanced Party you can begin to take advantage of the Skills Tab inside the Party Menu.,"Quando um grupo comum chega ao nível 10 é possível evoluir para um grupo avançado. Basta selecionar o botão Alterar no Menu do Grupo. Assim que seu grupo mudar para um grupo avançado, você poderá nomear seu grupo. Depois de ter um grupo avançado, você pode começar a tirar proveito da guia Habilidades dentro do menu do grupo."
CLIENT_HELP_INC_000156,Inviting members to a Party,Convidando membros para Grupo
CLIENT_HELP_INC_000157,"To invite a player, either hold the ALT key and left click on the player or simply right click on the user. After accessing the Player Menu, simply select ""Invite to join party"".","Para convidar outro usuário para o grupo, ou para formar um, pressione ALT + botão esquerdo do mouse em um jogador ou apenas clique com o botão direito no jogador e em seguida escolha ""Convidar para Grupo""."
CLIENT_HELP_INC_000158,Joining an advanced party.,Entrando para um grupo avançado.
CLIENT_HELP_INC_000159,Select ACCEPT when you are invited to join a party.,"Você pode procurar um grupo para entrar na janela de ""Procurar Grupos"", selecione um grupo de sua escolha e clique em ""Entrar"". Em alguns casos é necessário a aprovação do líder do grupo. Caso seja convidado para entrar em um grupo basta selecionar ""ACEITAR""."
CLIENT_HELP_INC_000160,Party Exp and Skills,EXP do Grupo e Habilidades
CLIENT_HELP_INC_000161,The Advanced Party will get stronger as your Party earns Exp which in turn gives the Party Points. These Party Points are then consumed to use Party Skills. The Party Skills and Points are different according to the level of the Party. Only the Party Leader can use the Party Skills.,"O Grupo Avançado ficará mais forte à medida que seu grupo ganhar pontos de EXP, o que por sua vez garante pontos de grupo. Esses pontos de grupo são consumidos para usar as habilidades de grupo. As habilidades e pontos do grupo são diferentes de acordo com o nível do grupo. Apenas o líder do grupo pode usar as habilidades do grupo."
CLIENT_HELP_INC_000162,Leave a Party,Saindo do Grupo
CLIENT_HELP_INC_000163,"To leave a Party, open the Party Menu and click on the LEAVE button. A Party will be disbanded automatically if everyone leaves the Party.",Jogadores podem sair do grupo avançado clicando no botão SAIR no menu de seu grupo. Um grupo será desfeito caso todos os membros deixem o grupo.
CLIENT_HELP_INC_000164,Removing a Party member,Removendo um Membro do Grupo
CLIENT_HELP_INC_000165,"Only the Leader of the Party can remove a Party member. To do this you need to access the Party Menu, select the targeted Party member, and then finally press the Leave Button.","Apenas o líder do grupo pode remover um membro. Para fazer isso, você precisa acessar o Menu do Grupo, selecionar o membro do Grupo que deseja remover e pressionar o botão Sair."
CLIENT_HELP_INC_000166,Changing Party Leader,Mudando a Liderança
CLIENT_HELP_INC_000167,"To transfer leadership in an Advanced Party the Leader must choose a Party member and click the Transfer button. In case the Leader leaves the party, then the Party member placed next to Leader becomes the Party Leader.","Para transferir a liderança em um Grupo Avançado, o Líder deve escolher um membro do Grupo e clicar no botão Transferir. No caso de o líder deixar o grupo, o segundo membro do grupo torna-se o líder."
CLIENT_HELP_INC_000168,,
CLIENT_HELP_INC_000169,,
CLIENT_HELP_INC_000170,Advanced Party Skills,Habilidades do Grupo Avançado
CLIENT_HELP_INC_000171,Only the Advanced Party Leader can use the Advanced Party Skills. The Advanced Party Skills will be acquired as you reach a certain Party Level. Party Points are consumed to use Skills.,"Somente o líder do grupo avançado pode usar as habilidades de grupo avançado. Para usar estas habilidades, é necessário que seu grupo esteja em um nível determinado sendo que estas consomem pontos de grupo."
CLIENT_HELP_INC_000172,Call,Chamar
CLIENT_HELP_INC_000173,Informs all Party members of the location of the Party Leader. It does not consume any Party Points.,Indica para todos os membros do grupo a localização do líder. Não consome Pontos do Grupo. Versão em Inglês: Call
CLIENT_HELP_INC_000174,Blitz,Atacar
CLIENT_HELP_INC_000175,Party Leader orders Party members to attack a target. It does not consume any Party Points.,O Líder do Grupo ordena que seus membros ataquem um alvo selecionado. Não consome nenhum Ponto de Habilidade do Grupo. Versão em Inglês: Blitz
CLIENT_HELP_INC_000176,Retreat,Retirada
CLIENT_HELP_INC_000177,Party Leader orders all Party members to retreat. It does not consume any Party Points.,O Líder do Grupo ordena que todos os membros recuem. Não consome nenhum Ponto de Habilidade do Grupo. Versão em Inglês: Retreat
CLIENT_HELP_INC_000179,,
CLIENT_HELP_INC_000180,Precision,Acerto
CLIENT_HELP_INC_000181,"Use this ability to gain an almost guaranteed critical hit on your next attack. Available at party level 17, consumes 1 Party Point.","Use essa habilidade para obter um acerto crítico quase garantido em seu próximo ataque. Disponível no nível 17 do grupo, consome 1 Ponto de Grupo. Versão em Inglês: Precision"
CLIENT_HELP_INC_000182,Linked Attack,Elo Ofensivo
CLIENT_HELP_INC_000183,"While the Party Leader is attacking a target, damage increase for all Party members attacking the same target. Available at party level 20, consumes 3 Party Points.","Enquanto o Líder do Grupo está atacando um alvo, o dano aumenta para todos os membros do Grupo atacando o mesmo alvo. Esta habilidade é disponibilizada no nível 20 do grupo, consome 3 pontos do grupo. Versão em Inglês: Linked Attack"
CLIENT_HELP_INC_000184,Lucky Drop,Sorte
CLIENT_HELP_INC_000185,"Increases the chance of Masquerpets dropping unique items. Available at party level 25, consumes 5 Party Points.","Aumenta a chance de Masquerpets droparem itens únicos. Disponível no nível 25 do grupo, consome 5 Pontos de Grupo. Versão em Inglês: Lucky Drop"
CLIENT_HELP_INC_000186,Resting,Descanso
CLIENT_HELP_INC_000187,"Party members recover 1.5 times faster. It the Party Leader is an Assist, Party members recover 1.8 times faster. Available at party level 30, consumes 2 Party Points.","Aumenta a velocidade de recuperação dos membros em 1,5 vezes, se o líder for um Assist, a velocidade de recuperação será 1.8 vezes mais rápida. Disponível no nível 30 do grupo, consome 2 Pontos de Grupo. Versão em Inglês: Resting"
CLIENT_HELP_INC_000188,Gift Box,Caixa Bônus
CLIENT_HELP_INC_000189,"Increases the amount of items dropped by Masquerpets. Available at party level 40, consumes 8 Party Points.","Aumenta a quantidade de itens que caem dos Masquerpets. Disponível no nível 40 do grupo, consome 8 Pontos de Grupo. Versão em Inglês: Gift Box"
CLIENT_HELP_INC_000190,Jobs and their Skills,Classes e Habilidades
CLIENT_HELP_INC_000191,This section details the various Jobs in Flyff and all of their corresponding skills. The Skill Menu can be pulled up by pressing the K Key.,Esta seção detalha as várias classes do Flyff e todas as suas habilidades correspondentes. O menu de Habilidade pode ser acessado pressionando a tecla K.
CLIENT_HELP_INC_000192,Players will receive Skill Points as they Level up their characters.,Um jogador irá receber Pontos de Habilidades (PdH) quando elevar o nível do personagem.
CLIENT_HELP_INC_000193,These Skill Points can then be assigned to various skills to increase the strength of that particular Skill.,Os PdH devem ser usados para aprender novas habilidades de sua classe e melhorá-las conforme você ganha mais pontos.
CLIENT_HELP_INC_000194,PH1,Vagrants são a classe básica em que todos jogam antes da primeira mudança de classe. Eles usam ataques diretos e armas como espadas e machados.
CLIENT_HELP_INC_000195,Vagrants are the basic class everyone in Flyff starts with before they decide on their First Job Change. They use physical attacks and use melee weapons like swords and axes.,Este é o status iniciante antes que o personagem consiga uma tarefa/classe.
CLIENT_HELP_INC_000196,Clean Hit,Golpe Direto
CLIENT_HELP_INC_000197,"A powerful, downward strike. This skill is available at Level 3 and can be used with any Melee Weapon.",Você pode usar a habilidade Golpear ao chegar no nível 3 e pode ser usada com qualquer Arma Corpo a Corpo. Versão em Inglês: Clean Hit
CLIENT_HELP_INC_000198,Flurry,Agitação
CLIENT_HELP_INC_000199,A rapid stabbing attack that follows a Clean Hit in the Action Slot. This skill is available at Level 5 to Players who have at least 3 Skill Points in Clean Hit and can be used with any Melee Weapon.,Um ataque rápido com a lâmina que segue o Golpe Direto no Action Slot. Esta habilidade está disponível no nível 5 para jogadores que têm pelo menos 3 PdH em Golpe Direto e pode ser usada com qualquer arma corpo a corpo. Versão em Inglês: Flurry
CLIENT_HELP_INC_000200,Over Cutter,Golpe Final
CLIENT_HELP_INC_000201,This attack gathers all of the power the vagrant has and unleashes it in a strong upwards finishing blow. Over Cutter completes the combo after Flurry in the Action Slot. This skill is available at Level 10 to Players who have at least 3 Skill Points in Flurry and can be used with any Melee Weapon.,Este ataque reúne todo o poder que o vagrant possui e o libera em um forte golpe final para cima. Golpe Final completa o combo após Agitação no Action Slot. Esta habilidade está disponível no nível 10 para jogadores que têm pelo menos 3 PdH em Agitação e pode ser usada com qualquer arma corpo a corpo. Versão em Inglês: Over Cutter
CLIENT_HELP_INC_000202,Mercenary,Mercenário
CLIENT_HELP_INC_000203,"Mercenaries prefer to partake in close range combat. The main characteristics of this particular class involve physical strength, and a strong body that is able to withstand attacks.","Esta é a classe que normalmente faz a luta de corpo a corpo com o oponente. Com base na forte resistência, o jogador aprende as habilidades com a arma que causa dano direto, como uma espada ou machado. É uma classe versátil, pode se tornar futuramente a classe mais resistente ou a com mais poder de dano por segundo."
CLIENT_HELP_INC_000204,"Powerful and headstrong, the mercenary has both inner and physical strength. Mercenaries will become either a Blade or a Knight.","Poderoso e obstinado, o Mercenário possui força interna e física. Um Mercenário pode se tornar um Blade ou um Knight."
CLIENT_HELP_INC_000205,PH2,Golpear
CLIENT_HELP_INC_000206,"Strikes the enemy two times, in rapid succession. This skill is available at Level 15 and can be used with any Axe or Sword.","Ataca o inimigo duas vezes, em rápida sucessão. Esta habilidade está disponível no nível 15 e pode ser usada com qualquer Machado ou Espada. Versão em Inglês: Slash"
CLIENT_HELP_INC_000207,PH3,Voragem
CLIENT_HELP_INC_000208,A continuous spinning attack. This skill is available at Level 18 to Players who have at least 4 Skill Points in Slash and can be used with any Axe or Sword.,Um ataque giratório contínuo. Esta habilidade está disponível no nível 18 para jogadores que têm pelo menos 4 PdH em Golpear e pode ser usada com qualquer machado ou espada. Versão em Inglês: Keenwheel
CLIENT_HELP_INC_000209,PH4,Desarme
CLIENT_HELP_INC_000210,"A spinning, finishing move. This skill is available at Level 24 to Players who have at least 6 Skill Points in Keenwheel and can be used with any Axe or Sword.",Um movimento giratório e final. Esta habilidade está disponível no nível 24 para jogadores que têm pelo menos 6 Pontos de Habilidade em Voragem e pode ser usada com qualquer machado ou espada. Versão em Inglês: Blindside
CLIENT_HELP_INC_000211,Special Hit,Golpe Retalhador
CLIENT_HELP_INC_000212,A single powerful strike. This skill is available at Level 30 to Players who have at least 8 Skill Points in Blindside and can be used with any Axe or Sword.,Disponível no nível 50 para jogadores que têm pelo menos 8 PdH em Desarme. É um ataque poderoso que irá atingir todos os inimigos à sua frente. Versão em Inglês: Special Hit
CLIENT_HELP_INC_000213,PH5,Ataque Sangrento
CLIENT_HELP_INC_000214,Drains life from an enemy. This skill is available at Level 20 to Players who have at least 3 Skill Points in Slash and can be used with any Axe or Sword.,Drena a vida de um inimigo. Esta habilidade está disponível no nível 20 para jogadores que têm pelo menos 3 PdH em Golpear e pode ser usada com qualquer machado ou espada. Versão em Inglês: Bloody Strike
CLIENT_HELP_INC_000215,Reflex Hit,Golpe de Reflexo
CLIENT_HELP_INC_000216,This Skill absorbs one attack and releases it back at an enemy. This skill is available at Level 25 to Players who have at least 8 Skill Points in Bloody Strike and can be used with any Axe or Sword.,Esta habilidade absorve um ataque e o devolve a um inimigo. Esta habilidade está disponível no nível 25 para jogadores que têm pelo menos 8 PdH em Dilacerar e pode ser usada com qualquer machado ou espada. Versão em Inglês: Reflex Hit
CLIENT_HELP_INC_000217,Guillotine,Guilhotina
CLIENT_HELP_INC_000218,This attack begins from a short distance and then launches the player at the enemy in a fiery burst. This skill is available at Level 30 to Players who have at least 10 Skill Points in Reflex Hit and can be used with any Axe or Sword.,Este ataque começa de uma curta distância e lança um rastro que atinge o inimigo em uma explosão de fogo. Esta habilidade está disponível no nível 30 para jogadores que têm pelo menos 10 pontos de habilidade em Golpe de Reflexo e pode ser usada com qualquer machado ou espada. Versão em Inglês: Guillotine
CLIENT_HELP_INC_000219,Protection,Proteção
CLIENT_HELP_INC_000220,Increases the defense of a Shield against melee attacks. This skill is available at Level 15 and requires a shield.,Aumenta a defesa de um escudo contra ataques Corpo a Corpo e significativamente o Bloqueio à Distância (Bloq. Dis). Esta habilidade está disponível no nível 15 e requer um escudo. Versão em Inglês: Protection
CLIENT_HELP_INC_000221,Pan Barrier,Barreira
CLIENT_HELP_INC_000222,Increases the defense of a Shield against ranged attacks. This skill is available at Level 18 to Players who have at least 3 Skill Points in Protection and requires a shield.,Proteção Aumenta a velocidade de esquiva contra ataques à distância. Um escudo é necessário para esta habilidade.
CLIENT_HELP_INC_000223,Sneaker,Rede
CLIENT_HELP_INC_000224,Holds an enemy in place with a net. This skill is available at Level 20 to Players who have at least 10 Skill Points in Pan Barrier and can be used with any Axe or Sword.,Mantém um inimigo no lugar com uma rede. Esta habilidade está disponível no nível 20 para jogadores que têm pelo menos 10 PdH em Proteção e pode ser usada com qualquer machado ou espada. Versão em Inglês: Sneaker
CLIENT_HELP_INC_000225,Empower Weapon,Potencializar Arma
CLIENT_HELP_INC_000226,This Skill strengthens the elemental damage of a weapon. It is not applied if there is no elemental attack power on the weapon. This skill is available at Level 20 to Players who have at least 5 Skill Points in Protection and can be used with any Axe or Sword.,Esta habilidade aumenta o poder de ataque quando há elemento na arma. Não é aplicado se não houver poder de ataque elemental na arma. Esta habilidade está disponível no nível 20 para jogadores que têm pelo menos 5 pontos de habilidade em Proteção e pode ser usada com qualquer machado ou espada. Você pode colocar elementos nas armas com Cartas Elementais. Versão em Inglês: Empower Weapon
CLIENT_HELP_INC_000227,Smite Axe,Machado Pesado
CLIENT_HELP_INC_000228,Increases the attack level of an Axe and gives additional defense. This skill is available at Level 25 to Players who have at least 4 Skill Points in Empower Weapon and can be used with any Axe.,Aumenta o poder de ataque de um machado e dá defesa adicional. Esta habilidade está disponível no nível 25 para jogadores que têm pelo menos 4 PdH em Potencializar Arma e pode ser usada com qualquer machado. Versão em Inglês: Smite Axe
CLIENT_HELP_INC_000229,Axe Mastery,Maestria do Machado
CLIENT_HELP_INC_000230,Increases the attack level of an Axe. This skill is available at Level 30 to Players who have at least 9 Skill Points in Smite Axe and can be used with any Axe.,Aumenta o poder de ataque de um machado. Esta habilidade está disponível no nível 30 para jogadores que têm pelo menos 9 pontos de habilidade em Machado Pesado e pode ser usada com qualquer machado. Versão em Inglês: Axe Mastery
CLIENT_HELP_INC_000231,Blazing Sword,Espada Ardente
CLIENT_HELP_INC_000232,Increases the attack level and accuracy of a Sword. This skill is available at Level 25 to Players who have at least 4 Skill Points in Empower Weapon and can be used with any Sword.,Aumenta o poder de ataque e a precisão de uma espada. Esta habilidade está disponível no nível 25 para jogadores que têm pelo menos 4 PdH em Potencializar Arma e pode ser usada com qualquer espada. Versão em Inglês: Blazing Sword
CLIENT_HELP_INC_000233,Sword Mastery,Maestria da Espada
CLIENT_HELP_INC_000234,Increases the attack level of a Sword. This skill is available at Level 30 to Players who have at least 9 Skill Points in Blazing Sword and can be used with any Sword.,Aumenta o poder de ataque de uma espada. Esta habilidade está disponível no nível 30 para jogadores que têm pelo menos 9 PdH em Espada Ardente e pode ser usada com qualquer espada. Versão em Inglês: Sword Mastery
CLIENT_HELP_INC_000235,Acrobat,Acrobata
CLIENT_HELP_INC_000236,"Acrobats mainly wield long distance weapons such as Bows or Yo-Yos. Using tactics based on speed and accuracy, they are usually able to break anyone willing enough to fight them. Sly and witty, the acrobat is a cunning trickster.","Acrobatas empunham principalmente armas de longa distância, como Arcos ou Ioiôs. Usando táticas baseadas em velocidade e precisão, eles geralmente são capazes de quebrar qualquer um que esteja disposto o suficiente para lutar contra eles. Astuto e espirituoso, o acrobata é um ligeiro."
CLIENT_HELP_INC_000237,"An Acrobat will use MP for Bow Skills and FP for Yo-Yo skills. For universal skills like Dark Illusion, Acrobats use FP. Acrobats will become either a Jester or a Ranger.","Um Acrobata irá utilizar MP para habilidades com Arco e FP para habilidades com Ioiô. Para habilidades universais como Ilusão Sombria, Acrobatas utilizam FP. Um Acrobata pode se tornar um Jester ou um Ranger."
CLIENT_HELP_INC_000238,Pulling,Puxar
CLIENT_HELP_INC_000239,Pulls a target towards the player. This skill is available at Level 15 to Players and can be used with any Yo-Yo.,Puxa um alvo em direção a você. Esta habilidade está disponível no nível 15 para jogadores e pode ser usada com qualquer Ioiô. Versão em Inglês: Pulling
CLIENT_HELP_INC_000240,Fast Walker,Passos Ligeiros
CLIENT_HELP_INC_000241,Increases the walking speed of the user for a limited time. This skill is available at Level 18 to Players who have at least 3 Skill Points in Pulling and can be used with any Bow or Yo-Yo.,Aumenta a velocidade de movimento do usuário por um tempo limitado. Esta habilidade está disponível no nível 18 para jogadores que têm pelo menos 3 pontos de habilidade em Puxar e pode ser usada com qualquer arco ou ioiô. Versão em Inglês: Fast Walker
CLIENT_HELP_INC_000242,Dark Illusion,Ilusão Sombria
CLIENT_HELP_INC_000243,Turn a character invisible for a short time. This skill is available at Level 30 to Players who have at least 6 Skill Points in Fast Walker and can be used with any Bow or Yo-Yo.,Deixa o personagem invisível por pouco tempo. Esta habilidade está disponível no nível 30 para jogadores que têm pelo menos 6 PdH em Passos Ligeiros e pode ser usada com qualquer Arco ou Ioiô. Versão em Inglês: Dark Illusion
CLIENT_HELP_INC_000244,Perfect Block,Bloqueio Perfeito
CLIENT_HELP_INC_000245,Block rate will be increased. This skill is available at Level 45 to Players who have at least 8 Skill Points in Dark Illusion and can be used with any Bow or Yo-Yo.,A taxa de Bloqueio Corpo a Corpo será aumentada. Esta habilidade está disponível no nível 45 para jogadores que têm pelo menos 8 PdH em Ilusão Sombria e pode ser usada com qualquer Arco ou Ioiô. Versão em Inglês: Perfect Block
CLIENT_HELP_INC_000246,Slow Step,Quebra-Passos
CLIENT_HELP_INC_000247,You have a chance to decrease the moving speed of enemy. This skill is available at Level 15 and can be used with any Yo-Yo.,Você tem uma chance de diminuir a velocidade de movimento do inimigo. Esta habilidade está disponível no nível 15 e pode ser usada com qualquer Ioiô. Versão em Inglês: Slow Step
CLIENT_HELP_INC_000248,Yo-Yo Mastery,Maestria do Ioiô
CLIENT_HELP_INC_000249,Increases Yo-Yo damage. This skill is available at Level 20 to Players who have at least 3 Skill Points in Slow Step and can be used with any Yo-Yo.,Esta habilidade está disponível no nível 20 para jogadores que têm pelo menos 3 PdH em Quebra-Passos e pode ser usada com qualquer Ioiô. Versão em Inglês: Yo-Yo Mastery
CLIENT_HELP_INC_000250,Snatch,Arrebatar
CLIENT_HELP_INC_000251,Steals Penya from the target; can only be used while in Dark Illusion from behind target. This skill is available at Level 35 to Players who have at least 8 Skill Points in Yo-Yo Mastery and can be used with any Yo-Yo.,Rouba Penya do alvo; só pode ser usado quando estiver em Ilusão Sombria por trás do alvo. Esta habilidade está disponível no nível 35 para jogadores que têm pelo menos 8 PdH em Maestria do Ioiô e pode ser usada com qualquer Ioiô. Versão em Inglês: Snatch
CLIENT_HELP_INC_000252,Deadly Swing,Balanço Fatal
CLIENT_HELP_INC_000253,A critical attack that has a chance to cause the enemy to bleed. This skill is available at Level 50 to Players who have at least 10 Skill Points in Snatch and can be used with any Yo-Yo.,Um forte ataque que tem chance de fazer o inimigo sangrar. Esta habilidade está disponível no nível 50 para jogadores que têm pelo menos 10 PdH em Arrebatar e pode ser usada com qualquer Ioiô. Versão em Inglês: Deadly Swing
CLIENT_HELP_INC_000254,Cross Line,Linha Cruzada
CLIENT_HELP_INC_000255,Gather energy into your Yo-Yo in order to strike an enemy with a powerful attack that has the chance to stun your target. This skill is available at Level 30 to Players who have at least 8 Skill Points in Yo-Yo Mastery and can be used with any Yo-Yo. .,Reúne energia em seu Ioiô para atacar um inimigo com um ataque poderoso que tem a chance de atordoar seu alvo. Esta habilidade está disponível no nível 30 para jogadores que têm pelo menos 8 PdH em Maestria do Ioiô e pode ser usada com qualquer Ioiô. Versão em Inglês: Cross Line
CLIENT_HELP_INC_000256,Counterattack,Contra Ataque
CLIENT_HELP_INC_000257,Evade the enemy's next attack and strike back with an attack of your own. This skill is available at Level 40 to Players who have at least 10 Skill Points in Cross Line and can be used with any Yo-Yo.,Evita a próxima habilidade do inimigo e contra ataca com um ataque próprio. Esta habilidade está disponível no nível 40 para jogadores com pelo menos 10 PdH em Linha Cruzada e pode ser usada com qualquer Ioiô. Versão em Inglês: Counterattack
CLIENT_HELP_INC_000258,Junk Arrow,Tiros Rápidos
CLIENT_HELP_INC_000259,This skill shoots four arrows very quickly but with reduced accuracy. This skill is available at Level 15 and can be used with any Bow.,"Esta habilidade atira quatro flechas muito rapidamente, mas com precisão reduzida. Esta habilidade está disponível no nível 15 e pode ser usada com qualquer Arco. Versão em Inglês: Junk Arrow"
CLIENT_HELP_INC_000260,Bow Mastery,Maestria do Arco
CLIENT_HELP_INC_000261,Increases Bow damage. This skill is available at Level 20 to Players who have at least 5 Skill Points in Junk Arrow and can be used with any Bow.,Aumenta o dano do Arco. Esta habilidade está disponível no nível 20 para jogadores que têm pelo menos 5 PdH em Tiros Rápidos e pode ser usada com qualquer Arco. Versão em Inglês: Bow Mastery
CLIENT_HELP_INC_000262,Silent Shot,Tiro Silencioso
CLIENT_HELP_INC_000263,Delivers a powerful sneak attack to the target if you are in Dark Illusion. This skill is available at Level 30 to Players who have at least 4 Skill Points in Bow Mastery and can be used with any Bow.,Um poderoso ataque furtivo ao alvo se você estiver em Ilusão Sombria. Esta habilidade está disponível no nível 30 para jogadores que têm pelo menos 4 PdH em Maestria do Arco e pode ser usada com qualquer Arco. Versão em Inglês: Silent Shot
CLIENT_HELP_INC_000264,Auto Shot,Rajada
CLIENT_HELP_INC_000265,Attacks four times in succession without missing. Each hit is slightly less damaging than a hit from Junk Arrow. This skill is available at Level 45 to Players who have at least 9 Skill Points in Silent Shot and can be used with any Bow.,Ataca quatro vezes consecutivas sem errar. Cada golpe causa ligeiramente menos dano que Tiros Rápidos. Esta habilidade está disponível no nível 45 para jogadores que têm pelo menos 9 PdH em Tiro Silencioso e pode ser usada com qualquer Arco. Versão em Inglês: Auto Shot
CLIENT_HELP_INC_000266,Aimed Shot,Tiro Certeiro
